no,gender,age,height,weight,bmi,griffith,sensitivity,preference,environment,tsv,thermal comfort,thermal preference,season,date,time,room,ta,hr
4,1,24,183.0,80.0,23.89,0.96,1,1,1,1.0,1,0.0,0,2021/7/24,09:00:00,5,23.7,53.6
4,1,24,183.0,80.0,23.89,0.96,1,1,1,1.0,1,0.0,0,2021/7/24,09:30:00,5,23.9,54.8
4,1,24,183.0,80.0,23.89,0.96,1,1,1,1.0,1,0.0,0,2021/7/24,10:00:00,5,24.0,54.1
4,1,24,183.0,80.0,23.89,0.96,1,1,1,1.0,1,0.0,0,2021/7/24,10:30:00,5,24.0,53.7
4,1,24,183.0,80.0,23.89,0.96,1,1,1,1.0,1,0.0,0,2021/7/24,11:00:00,5,24.1,53.6
4,1,24,183.0,80.0,23.89,0.96,1,1,1,2.0,1,0.0,0,2021/7/24,11:30:00,5,25.4,54.1
4,1,24,183.0,80.0,23.89,0.96,1,1,1,2.0,1,0.0,0,2021/7/24,12:00:00,5,25.7,55.0
4,1,24,183.0,80.0,23.89,0.96,1,1,1,1.0,1,0.0,0,2021/7/24,14:30:00,5,25.6,60.3
4,1,24,183.0,80.0,23.89,0.96,1,1,1,1.0,1,0.0,0,2021/7/24,15:00:00,5,26.1,60.3
4,1,24,183.0,80.0,23.89,0.96,1,1,1,2.0,0,-1.0,0,2021/7/24,15:30:00,5,26.4,60.7
4,1,24,183.0,80.0,23.89,0.96,1,1,1,2.0,0,-1.0,0,2021/7/24,16:00:00,5,26.6,61.9
4,1,24,183.0,80.0,23.89,0.96,1,1,1,2.0,0,-1.0,0,2021/7/24,16:30:00,5,26.9,61.4
4,1,24,183.0,80.0,23.89,0.96,1,1,1,2.0,0,-1.0,0,2021/7/24,17:00:00,5,27.1,61.0
4,1,24,183.0,80.0,23.89,0.96,1,1,1,2.0,0,-1.0,0,2021/7/24,17:30:00,5,27.2,60.9
9,1,22,180.0,65.0,20.06,1.05,1,-1,-1,1.0,1,0.0,0,2021/7/24,09:00:00,5,23.7,53.6
9,1,22,180.0,65.0,20.06,1.05,1,-1,-1,1.0,1,-1.0,0,2021/7/24,09:30:00,5,23.9,54.8
9,1,22,180.0,65.0,20.06,1.05,1,-1,-1,1.0,1,-1.0,0,2021/7/24,10:00:00,5,24.0,54.1
9,1,22,180.0,65.0,20.06,1.05,1,-1,-1,1.0,1,-1.0,0,2021/7/24,10:30:00,5,24.0,53.7
9,1,22,180.0,65.0,20.06,1.05,1,-1,-1,1.0,1,-1.0,0,2021/7/24,11:00:00,5,24.1,53.6
9,1,22,180.0,65.0,20.06,1.05,1,-1,-1,1.0,1,0.0,0,2021/7/24,11:30:00,5,25.4,54.1
