no,gender,age,height,weight,bmi,griffith,sensitivity,preference,environment,tsv,thermal comfort,thermal preference,season,date,time,room,ta,hr
20,1,25,177.0,60.0,19.15,1.33,1,1,1,1.0,1,0.0,0,2021/7/27,09:00:00,6,22.7,69.3
20,1,25,177.0,60.0,19.15,1.33,1,1,1,1.0,1,0.0,0,2021/7/27,09:30:00,6,23.0,68.0
20,1,25,177.0,60.0,19.15,1.33,1,1,1,0.0,1,0.0,0,2021/7/27,10:00:00,6,23.1,66.5
20,1,25,177.0,60.0,19.15,1.33,1,1,1,0.0,1,1.0,0,2021/7/27,10:30:00,6,23.2,65.9
20,1,25,177.0,60.0,19.15,1.33,1,1,1,0.0,0,1.0,0,2021/7/27,11:00:00,6,23.7,65.8
20,1,25,177.0,60.0,19.15,1.33,1,1,1,0.0,0,1.0,0,2021/7/27,11:30:00,6,23.7,69.6
20,1,25,177.0,60.0,19.15,1.33,1,1,1,1.0,1,0.0,0,2021/7/27,12:00:00,6,23.8,68.1
20,1,25,177.0,60.0,19.15,1.33,1,1,1,2.0,1,0.0,0,2021/7/27,14:30:00,6,23.9,69.9
20,1,25,177.0,60.0,19.15,1.33,1,1,1,2.0,1,0.0,0,2021/7/27,15:00:00,6,25.1,67.4
20,1,25,177.0,60.0,19.15,1.33,1,1,1,2.0,1,0.0,0,2021/7/27,15:30:00,6,25.7,66.2
20,1,25,177.0,60.0,19.15,1.33,1,1,1,2.0,1,-1.0,0,2021/7/27,16:00:00,6,26.7,63.0
20,1,25,177.0,60.0,19.15,1.33,1,1,1,2.0,1,-1.0,0,2021/7/27,16:30:00,6,27.2,62.0
20,1,25,177.0,60.0,19.15,1.33,1,1,1,2.0,1,-1.0,0,2021/7/27,17:00:00,6,27.4,60.8
20,1,25,177.0,60.0,19.15,1.33,1,1,1,2.0,1,0.0,0,2021/7/27,17:30:00,6,27.6,59.9
27,1,23,175.0,65.0,21.22,1.2,0,1,1,1.0,1,0.0,0,2021/7/27,14:30:00,1,23.0,69.3
27,1,23,175.0,65.0,21.22,1.2,0,1,1,1.0,1,0.0,0,2021/7/27,15:00:00,1,22.2,67.3
27,1,23,175.0,65.0,21.22,1.2,0,1,1,1.0,1,0.0,0,2021/7/27,15:30:00,1,24.3,67.3
27,1,23,175.0,65.0,21.22,1.2,0,1,1,1.0,1,0.0,0,2021/7/27,16:00:00,1,24.7,68.0
27,1,23,175.0,65.0,21.22,1.2,0,1,1,1.0,1,0.0,0,2021/7/27,16:30:00,1,25.0,68.3
27,1,23,175.0,65.0,21.22,1.2,0,1,1,1.0,1,0.0,0,2021/7/27,17:00:00,1,25.0,67.2
27,1,23,175.0,65.0,21.22,1.2,0,1,1,1.0,1,0.0,0,2021/7/27,17:30:00,1,23.3,67.1
28,0,22,160.0,45.0,17.58,0.94,1,-1,0,1.0,1,0.0,0,2021/7/27,09:00:00,5,23.0,52.3
28,0,22,160.0,45.0,17.58,0.94,1,-1,0,1.0,1,0.0,0,2021/7/27,09:30:00,5,23.4,52.6
28,0,22,160.0,45.0,17.58,0.94,1,-1,0,1.0,1,0.0,0,2021/7/27,10:00:00,5,23.4,52.3
28,0,22,160.0,45.0,17.58,0.94,1,-1,0,1.0,1,0.0,0,2021/7/27,10:30:00,5,23.7,51.4
28,0,22,160.0,45.0,17.58,0.94,1,-1,0,1.0,1,0.0,0,2021/7/27,11:00:00,5,23.9,50.9
28,0,22,160.0,45.0,17.58,0.94,1,-1,0,1.0,1,0.0,0,2021/7/27,11:30:00,5,24.5,52.2
28,0,22,160.0,45.0,17.58,0.94,1,-1,0,1.0,1,0.0,0,2021/7/27,12:00:00,5,24.9,54.8
28,0,22,160.0,45.0,17.58,0.94,1,-1,0,1.0,1,0.0,0,2021/7/27,14:30:00,5,24.9,61.0
28,0,22,160.0,45.0,17.58,0.94,1,-1,0,1.0,1,0.0,0,2021/7/27,15:00:00,5,25.8,58.6
28,0,22,160.0,45.0,17.58,0.94,1,-1,0,1.0,1,0.0,0,2021/7/27,15:30:00,5,26.3,59.4
28,0,22,160.0,45.0,17.58,0.94,1,-1,0,2.0,0,-1.0,0,2021/7/27,16:00:00,5,26.9,57.7
28,0,22,160.0,45.0,17.58,0.94,1,-1,0,2.0,0,-1.0,0,2021/7/27,16:30:00,5,27.1,57.1
28,0,22,160.0,45.0,17.58,0.94,1,-1,0,2.0,0,-1.0,0,2021/7/27,17:00:00,5,27.2,57.2
28,0,22,160.0,45.0,17.58,0.94,1,-1,0,2.0,0,-1.0,0,2021/7/27,17:30:00,5,26.9,58.1
33,0,27,165.0,48.0,17.63,0.57,1,1,0,2.0,1,-1.0,0,2021/7/27,09:00:00,5,23.0,52.3
33,0,27,165.0,48.0,17.63,0.57,1,1,0,1.0,1,0.0,0,2021/7/27,09:30:00,5,23.4,52.6
33,0,27,165.0,48.0,17.63,0.57,1,1,0,1.0,1,0.0,0,2021/7/27,10:00:00,5,23.4,52.3
33,0,27,165.0,48.0,17.63,0.57,1,1,0,1.0,1,0.0,0,2021/7/27,10:30:00,5,23.7,51.4
33,0,27,165.0,48.0,17.63,0.57,1,1,0,0.0,0,1.0,0,2021/7/27,11:00:00,5,23.9,50.9
33,0,27,165.0,48.0,17.63,0.57,1,1,0,1.0,1,0.0,0,2021/7/27,11:30:00,5,24.5,52.2
33,0,27,165.0,48.0,17.63,0.57,1,1,0,1.0,0,1.0,0,2021/7/27,12:00:00,5,24.9,54.8
33,0,27,165.0,48.0,17.63,0.57,1,1,0,2.0,0,-1.0,0,2021/7/27,14:30:00,5,24.9,61.0
33,0,27,165.0,48.0,17.63,0.57,1,1,0,2.0,0,-1.0,0,2021/7/27,15:00:00,5,25.8,58.6
33,0,27,165.0,48.0,17.63,0.57,1,1,0,2.0,0,-1.0,0,2021/7/27,15:30:00,5,26.3,59.4
33,0,27,165.0,48.0,17.63,0.57,1,1,0,2.0,0,-1.0,0,2021/7/27,16:00:00,5,26.9,57.7
33,0,27,165.0,48.0,17.63,0.57,1,1,0,2.0,0,-1.0,0,2021/7/27,16:30:00,5,27.1,57.1
33,0,27,165.0,48.0,17.63,0.57,1,1,0,2.0,0,-1.0,0,2021/7/27,17:00:00,5,27.2,57.2
