no,gender,age,height,weight,bmi,griffith,sensitivity,environment,thermal sensation,thermal comfort,thermal preference,room,seat,season,date,time,ta,hr
8,0,28,165,55,0,0.64,2,1,-0.5,1,2,217,1,summer,2019/7/24,15:59:00,25.5,54.11
8,0,28,165,55,0,0.64,2,1,0,1,2,217,1,summer,2019/7/24,15:30:00,25.9,54.53
8,0,28,165,55,0,0.64,2,1,1,1,1,217,1,summer,2019/7/24,15:00:00,27.2,61.9
8,0,28,165,55,0,0.64,2,1,0.5,1,2,217,1,summer,2019/7/24,14:27:00,26.7,61.55
8,0,28,165,55,0,0.64,2,1,-1,2,3,217,1,summer,2019/7/24,12:00:00,24.3,55.81
8,0,28,165,55,0,0.64,2,1,-1,2,3,217,1,summer,2019/7/24,11:30:00,24.7,56.88
8,0,28,165,55,0,0.64,2,1,0,1,2,217,1,summer,2019/7/24,11:00:00,25.5,61.97
8,0,28,165,55,0,0.64,2,1,-0.5,1,2,217,1,summer,2019/7/24,10:29:00,24.8,60.71
8,0,28,165,55,0,0.64,2,1,-1.5,2,3,217,1,summer,2019/7/24,10:01:00,23.5,57.14
8,0,28,165,55,0,0.64,2,1,-1.5,2,3,217,1,summer,2019/7/24,9:30:00,23.4,58.86
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,217,4,summer,2019/7/8,12:01:00,25.1,46.73
8,0,28,165,55,0,0.64,2,1,-0.5,1,2,202,3,summer,2019/7/22,17:00:00,25.6,62.14
8,0,28,165,55,0,0.64,2,1,0,1,2,224,2,summer,2019/7/23,17:00:00,25.6,62.14
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,224,2,summer,2019/7/23,16:30:00,25.6,62.14
8,0,28,165,55,0,0.64,2,1,-1.5,2,3,224,2,summer,2019/7/23,16:00:00,25.6,62.14
8,0,28,165,55,0,0.64,2,1,-0.5,2,3,224,2,summer,2019/7/23,15:30:00,25.6,62.14
8,0,28,165,55,0,0.64,2,1,-1.5,2,3,224,2,summer,2019/7/23,15:01:00,25.6,62.14
8,0,28,165,55,0,0.64,2,1,-1,2,3,224,2,summer,2019/7/23,14:31:00,25.6,62.14
8,0,28,165,55,0,0.64,2,1,0,1,2,224,2,summer,2019/7/23,11:59:00,25.6,62.14
8,0,28,165,55,0,0.64,2,1,0,1,2,224,2,summer,2019/7/23,11:30:00,25.6,62.14
8,0,28,165,55,0,0.64,2,1,-1.5,2,3,224,2,summer,2019/7/23,10:30:00,25.6,62.14
8,0,28,165,55,0,0.64,2,1,-1.5,2,3,224,2,summer,2019/7/23,10:00:00,25.6,62.14
8,0,28,165,55,0,0.64,2,1,-1,2,3,224,2,summer,2019/7/23,9:31:00,25.6,62.14
8,0,28,165,55,0,0.64,2,1,-1,2,3,224,2,summer,2019/7/23,9:00:00,25.6,62.14
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,217,1,summer,2019/7/24,17:30:00,25.3,54.66
8,0,28,165,55,0,0.64,2,1,0,1,2,202,2,summer,2019/7/15,14:33:00,24.5,56.94
8,0,28,165,55,0,0.64,2,1,-1,2,3,202,2,summer,2019/7/15,12:00:00,24.8,54.84
8,0,28,165,55,0,0.64,2,1,-1,2,3,202,2,summer,2019/7/15,11:30:00,24.9,54.21
8,0,28,165,55,0,0.64,2,1,0,1,2,217,4,summer,2019/7/8,15:00:00,25.6,50.71
8,0,28,165,55,0,0.64,2,1,0,1,2,217,4,summer,2019/7/8,15:30:00,26.2,53.5
8,0,28,165,55,0,0.64,2,1,-1,2,3,217,4,summer,2019/7/8,16:01:00,25.5,51.95
8,0,28,165,55,0,0.64,2,1,-1,2,3,217,4,summer,2019/7/8,16:31:00,25.1,50.96
8,0,28,165,55,0,0.64,2,1,-1,2,3,217,4,summer,2019/7/8,17:00:00,25.1,53.65
8,0,28,165,55,0,0.64,2,1,-1,2,3,217,4,summer,2019/7/8,17:30:00,25.1,53.86
8,0,28,165,55,0,0.64,2,1,0.5,1,1,202,3,summer,2019/7/9,9:00:00,25.8,60.71
8,0,28,165,55,0,0.64,2,1,0,1,2,202,3,summer,2019/7/9,9:30:00,25.3,58.78
8,0,28,165,55,0,0.64,2,1,-1,1,3,202,3,summer,2019/7/9,10:00:00,24.6,55.85
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,202,3,summer,2019/7/9,10:30:00,24.2,53.95
8,0,28,165,55,0,0.64,2,1,0,1,3,202,3,summer,2019/7/9,11:00:00,24.1,55.13
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,202,3,summer,2019/7/9,11:30:00,24,54.63
8,0,28,165,55,0,0.64,2,1,0,1,2,202,3,summer,2019/7/9,12:00:00,24.9,56.45
8,0,28,165,55,0,0.64,2,1,0.5,1,1,202,3,summer,2019/7/9,14:34:00,24.8,57.53
8,0,28,165,55,0,0.64,2,1,-0.5,1,2,202,3,summer,2019/7/9,15:05:00,24.6,56.48
8,0,28,165,55,0,0.64,2,1,-1,2,3,202,3,summer,2019/7/9,15:30:00,24.3,57.75
8,0,28,165,55,0,0.64,2,1,0,1,2,202,3,summer,2019/7/9,16:00:00,24.5,56.25
8,0,28,165,55,0,0.64,2,1,0,1,2,202,3,summer,2019/7/9,16:30:00,25.1,57.13
8,0,28,165,55,0,0.64,2,1,0.5,1,2,202,3,summer,2019/7/9,17:00:00,25.4,58.05
8,0,28,165,55,0,0.64,2,1,0,1,2,202,3,summer,2019/7/9,17:30:00,25.6,58.59
8,0,28,165,55,0,0.64,2,1,-1,1,3,202,2,summer,2019/7/15,9:05:00,26.4,55.41
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,202,2,summer,2019/7/15,9:30:00,26,55.56
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,202,2,summer,2019/7/15,10:00:00,25.5,54.51
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,202,2,summer,2019/7/15,10:31:00,25.2,53.71
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,202,2,summer,2019/7/15,11:00:00,25,53.71
8,0,28,165,55,0,0.64,2,1,0.5,1,2,202,3,summer,2019/7/22,17:30:00,25.4,63.43
8,0,28,165,55,0,0.64,2,1,-1,2,3,224,2,summer,2019/7/23,11:00:00,25.4,63.43
8,0,28,165,55,0,0.64,2,1,0,1,2,202,3,summer,2019/7/22,16:30:00,25.6,61.86
8,0,28,165,55,0,0.64,2,1,-1.5,2,3,202,3,summer,2019/7/4,15:30:00,23.7,53.98
8,0,28,165,55,0,0.64,2,1,0.5,1,1,202,2,summer,2019/7/15,16:00:00,25.8,56.66
8,0,28,165,55,0,0.64,2,1,0,1,2,202,2,summer,2019/7/15,15:30:00,25.6,57.9
8,0,28,165,55,0,0.64,2,1,0,1,3,217,4,summer,2019/7/8,11:32:00,25.3,46.36
8,0,28,165,55,0,0.64,2,1,0,1,3,217,4,summer,2019/7/8,11:01:00,25.5,45.77
8,0,28,165,55,0,0.64,2,1,0,1,2,202,3,summer,2019/7/22,16:00:00,25.5,61.84
8,0,28,165,55,0,0.64,2,1,0.5,1,1,217,4,summer,2019/7/8,10:00:00,25.9,45.84
8,0,28,165,55,0,0.64,2,1,0,1,3,217,4,summer,2019/7/8,9:29:00,26.3,46.01
8,0,28,165,55,0,0.64,2,1,0.5,1,1,217,4,summer,2019/7/8,9:00:00,27.2,46.26
8,0,28,165,55,0,0.64,2,1,0.5,1,1,202,3,summer,2019/7/4,17:31:00,25.4,53.59
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,202,3,summer,2019/7/4,17:00:00,25.1,53.41
8,0,28,165,55,0,0.64,2,1,0,1,2,202,3,summer,2019/7/4,16:31:00,24.6,53.22
8,0,28,165,55,0,0.64,2,1,-1.5,2,3,202,3,summer,2019/7/4,16:00:00,23.7,53.29
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,202,3,summer,2019/7/4,14:59:00,23.8,54.05
8,0,28,165,55,0,0.64,2,1,0.5,1,2,202,2,summer,2019/7/15,17:00:00,26.1,56.01
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,202,3,summer,2019/7/4,14:29:00,23.9,55.05
8,0,28,165,55,0,0.64,2,1,0,1,2,202,3,summer,2019/7/4,12:12:00,25.6,59.84
8,0,28,165,55,0,0.64,2,1,0,1,2,202,3,summer,2019/7/4,11:41:00,25.3,59.84
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,202,3,summer,2019/7/4,11:11:00,24.9,59.28
8,0,28,165,55,0,0.64,2,1,-1.5,2,3,202,3,summer,2019/7/4,10:40:00,24.1,57.64
8,0,28,165,55,0,0.64,2,1,-2,2,3,202,3,summer,2019/7/4,10:09:00,24.2,57.27
8,0,28,165,55,0,0.64,2,1,-1.5,2,3,202,3,summer,2019/7/4,9:44:00,24.4,58.34
8,0,28,165,55,0,0.64,2,1,-1,1,3,202,3,summer,2019/7/4,9:38:00,24.4,58.77
8,0,28,165,55,0,0.64,2,1,-1.5,1,3,202,3,summer,2019/7/4,9:37:00,24.4,58.69
8,0,28,165,55,0,0.64,2,1,-1.5,1,3,202,3,summer,2019/7/4,9:37:00,24.4,58.69
8,0,28,165,55,0,0.64,2,1,0,1,2,202,3,summer,2019/7/4,9:37:00,24.4,58.69
8,0,28,165,55,0,0.64,2,1,0,1,2,202,3,summer,2019/7/4,9:03:00,25.1,62.27
8,0,28,165,55,0,0.64,2,1,0,1,2,202,2,summer,2019/7/15,16:31:00,26,56.49
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,217,4,summer,2019/7/8,10:31:00,25.7,45.6
8,0,28,165,55,0,0.64,2,1,0,1,2,202,2,summer,2019/7/15,17:30:00,26.2,54.8
8,0,28,165,55,0,0.64,2,1,0,1,2,224,2,summer,2019/7/17,17:00:00,25.6,59.25
8,0,28,165,55,0,0.64,2,1,-0.5,1,2,202,3,summer,2019/7/22,15:30:00,25.4,60.39
8,0,28,165,55,0,0.64,2,1,0,1,2,202,3,summer,2019/7/22,15:00:00,25.7,61.98
8,0,28,165,55,0,0.64,2,1,0,1,2,202,3,summer,2019/7/22,14:30:00,25.6,61.91
8,0,28,165,55,0,0.64,2,1,0,1,2,202,3,summer,2019/7/22,12:00:00,24.9,67.76
8,0,28,165,55,0,0.64,2,1,-1,1,3,202,3,summer,2019/7/22,11:30:00,24.3,61.03
8,0,28,165,55,0,0.64,2,1,0.5,1,1,224,2,summer,2019/7/17,9:00:00,26.5,64.04
8,0,28,165,55,0,0.64,2,1,-0.5,1,2,202,3,summer,2019/7/22,10:30:00,24.8,62.91
8,0,28,165,55,0,0.64,2,1,0,1,2,202,3,summer,2019/7/22,10:00:00,25.1,67
8,0,28,165,55,0,0.64,2,1,0.5,1,2,202,2,summer,2019/7/15,15:00:00,25.2,58.52
8,0,28,165,55,0,0.64,2,1,0,1,2,202,3,summer,2019/7/22,9:30:00,25.4,68.98
8,0,28,165,55,0,0.64,2,1,0.5,1,2,202,3,summer,2019/7/22,9:01:00,26,74.19
8,0,28,165,55,0,0.64,2,1,0.5,1,2,224,2,summer,2019/7/17,17:30:00,26.1,60.81
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,202,3,summer,2019/7/22,11:00:00,24.6,62.03
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,224,2,summer,2019/7/17,16:30:00,24.3,55.13
8,0,28,165,55,0,0.64,2,1,0,1,2,224,2,summer,2019/7/17,11:31:00,25.8,65.83
8,0,28,165,55,0,0.64,2,1,-1,1,3,224,2,summer,2019/7/17,16:00:00,24.4,55.34
8,0,28,165,55,0,0.64,2,1,0,1,2,224,2,summer,2019/7/17,9:30:00,25.7,61.47
8,0,28,165,55,0,0.64,2,1,0,1,2,224,2,summer,2019/7/17,10:00:00,25.4,60.51
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,224,2,summer,2019/7/17,10:30:00,24.7,56.7
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,224,2,summer,2019/7/17,11:00:00,24.4,56.56
8,0,28,165,55,0,0.64,2,1,0,1,2,224,2,summer,2019/7/17,12:00:00,26.5,64.54
8,0,28,165,55,0,0.64,2,1,0,1,2,224,2,summer,2019/7/17,14:30:00,24.9,59.55
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,224,2,summer,2019/7/17,14:59:00,25,59.21
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,224,2,summer,2019/7/17,15:26:00,24.6,56.23
8,0,28,165,55,0,0.64,2,1,-0.5,1,3,224,2,summer,2019/7/17,15:30:00,24.5,54.32
9,1,23,174,65,0,1.16,2,1,0.5,1,2,224,4,summer,2019/7/25,15:31:00,27.7,58.04
9,1,23,174,65,0,1.16,2,1,0.5,1,2,224,4,summer,2019/7/25,10:29:00,26.9,59.64
9,1,23,174,65,0,1.16,2,1,1,2,1,224,4,summer,2019/7/25,15:00:00,27.5,58.91
9,1,23,174,65,0,1.16,2,1,0.5,2,1,224,4,summer,2019/7/25,14:30:00,27.2,58.41
9,1,23,174,65,0,1.16,2,1,0,1,2,224,4,summer,2019/7/25,12:00:00,27.2,58.13
9,1,23,174,65,0,1.16,2,1,0.5,2,1,224,4,summer,2019/7/25,11:30:00,27.1,58.46
9,1,23,174,65,0,1.16,2,1,0,1,2,224,4,summer,2019/7/25,11:00:00,27,59.31
9,1,23,174,65,0,1.16,2,1,0,1,2,217,3,summer,2019/7/24,16:29:00,25.3,53.97
9,1,23,174,65,0,1.16,2,1,0,1,2,224,4,summer,2019/7/25,9:59:00,26.6,60.49
9,1,23,174,65,0,1.16,2,1,0,1,2,224,4,summer,2019/7/25,9:29:00,26.3,62.13
9,1,23,174,65,0,1.16,2,1,0,1,2,224,4,summer,2019/7/25,8:59:00,26.1,62.13
9,1,23,174,65,0,1.16,2,1,0.5,1,2,217,3,summer,2019/7/24,17:30:00,25.3,54.66
9,1,23,174,65,0,1.16,2,1,0,1,2,217,3,summer,2019/7/24,16:59:00,25.2,53.96
9,1,23,174,65,0,1.16,2,1,0.5,2,1,224,4,summer,2019/7/25,16:33:00,27.3,52.56
9,1,23,174,65,0,1.16,2,1,0,1,2,224,4,summer,2019/7/25,16:01:00,27.8,56.78
9,1,23,174,65,0,1.16,2,1,0,1,2,217,3,summer,2019/7/24,15:29:00,25.9,54.49
9,1,23,174,65,0,1.16,2,1,0.5,1,2,224,4,summer,2019/7/25,17:03:00,27,52.28
9,1,23,174,65,0,1.16,2,1,0,1,2,224,4,summer,2019/7/25,17:34:00,26.8,52.18
9,1,23,174,65,0,1.16,2,1,-0.5,1,2,224,4,summer,2019/7/28,8:58:00,25,64.01
9,1,23,174,65,0,1.16,2,1,-0.5,1,2,224,4,summer,2019/7/28,9:28:00,24.6,59.3
9,1,23,174,65,0,1.16,2,1,0,1,2,224,4,summer,2019/7/28,9:59:00,24.4,60.42
9,1,23,174,65,0,1.16,2,1,-0.5,1,1,224,4,summer,2019/7/28,10:29:00,24.2,58.22
9,1,23,174,65,0,1.16,2,1,0,1,2,224,4,summer,2019/7/28,10:59:00,25.5,62.09
9,1,23,174,65,0,1.16,2,1,0.5,2,1,224,4,summer,2019/7/28,11:30:00,26.1,63.54
9,1,23,174,65,0,1.16,2,1,0.5,1,2,224,4,summer,2019/7/28,12:01:00,26.5,65.22
9,1,23,174,65,0,1.16,2,1,0,1,2,224,4,summer,2019/7/28,14:26:00,25.1,67.14
9,1,23,174,65,0,1.16,2,1,0,1,2,224,4,summer,2019/7/28,15:22:00,24.5,65.38
9,1,23,174,65,0,1.16,2,1,0,1,2,224,4,summer,2019/7/28,15:56:00,24.4,58.7
9,1,23,174,65,0,1.16,2,1,0,1,2,224,4,summer,2019/7/28,16:34:00,25.8,61.48
9,1,23,174,65,0,1.16,2,1,0,1,2,224,4,summer,2019/7/28,17:04:00,26.3,62.18
9,1,23,174,65,0,1.16,2,1,0,1,2,224,4,summer,2019/7/28,17:34:00,26.7,63.13
9,1,23,174,65,0,1.16,2,1,0,1,2,217,3,summer,2019/7/24,15:59:00,25.5,54.11
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/23,17:02:00,25.5,54.11
9,1,23,174,65,0,1.16,2,1,0.5,2,1,217,3,summer,2019/7/24,14:59:00,27.1,61.81
9,1,23,174,65,0,1.16,2,1,0.5,1,2,202,2,summer,2019/7/4,16:29:00,24.6,53.26
9,1,23,174,65,0,1.16,2,1,1,2,1,202,2,summer,2019/7/4,18:42:00,25.6,53.59
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/9,8:59:00,24.2,60.13
9,1,23,174,65,0,1.16,2,1,-0.5,1,2,224,3,summer,2019/7/9,9:32:00,24.2,59.52
9,1,23,174,65,0,1.16,2,1,-0.5,2,3,224,3,summer,2019/7/9,10:03:00,24,58.63
9,1,23,174,65,0,1.16,2,1,0.5,1,2,224,3,summer,2019/7/9,10:34:00,25.1,58.52
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/9,11:07:00,25.6,58.54
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/9,11:37:00,25.9,58.14
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/9,12:07:00,26.1,58.12
9,1,23,174,65,0,1.16,2,1,-0.5,2,3,224,3,summer,2019/7/9,14:30:00,23.5,53.67
9,1,23,174,65,0,1.16,2,1,-0.5,1,3,224,3,summer,2019/7/9,15:00:00,23.5,54.37
9,1,23,174,65,0,1.16,2,1,-1,2,3,224,3,summer,2019/7/9,15:30:00,23.5,54.2
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/9,16:13:00,25.2,54.82
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/9,16:44:00,25.7,55.15
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/9,17:14:00,26,54.68
9,1,23,174,65,0,1.16,2,1,0.5,2,2,224,3,summer,2019/7/9,17:44:00,25.9,51.91
9,1,23,174,65,0,1.16,2,1,0.5,1,2,217,3,summer,2019/7/11,9:02:00,25.9,57.74
9,1,23,174,65,0,1.16,2,1,0,1,2,217,3,summer,2019/7/11,9:33:00,25.5,53.31
9,1,23,174,65,0,1.16,2,1,0.5,1,1,217,3,summer,2019/7/11,10:05:00,25.4,52.18
9,1,23,174,65,0,1.16,2,1,1,2,1,217,3,summer,2019/7/11,10:35:00,26.4,54.32
9,1,23,174,65,0,1.16,2,1,0.5,1,2,202,2,summer,2019/7/4,16:59:00,25.1,53.44
9,1,23,174,65,0,1.16,2,1,-0.5,1,2,202,2,summer,2019/7/4,15:58:00,23.7,53.36
9,1,23,174,65,0,1.16,2,1,0.5,1,1,217,3,summer,2019/7/11,11:36:00,27.2,56.07
9,1,23,174,65,0,1.16,2,1,-0.5,1,3,202,2,summer,2019/7/4,15:28:00,23.7,53.57
9,1,23,174,65,0,1.16,2,1,1,2,1,217,3,summer,2019/7/24,14:29:00,26.7,61.52
9,1,23,174,65,0,1.16,2,0,0,1,2,202,1,summer,2019/7/29,11:14:00,26.2,61.67
9,1,23,174,65,0,1.16,2,0,0,1,2,202,1,summer,2019/7/29,11:14:00,26.2,61.67
9,1,23,174,65,0,1.16,2,0,1,2,1,202,1,summer,2019/7/29,11:38:00,26.3,62.79
9,1,23,174,65,0,1.16,2,0,0.5,2,1,202,1,summer,2019/7/29,12:03:00,26.4,63.41
9,1,23,174,65,0,1.16,2,0,0,1,2,202,1,summer,2019/7/29,17:06:00,24.8,56.48
9,1,23,174,65,0,1.16,2,0,0,1,2,202,1,summer,2019/7/29,17:07:00,24.8,56.51
9,1,23,174,65,0,1.16,2,0,0,1,2,202,1,summer,2019/7/29,17:07:00,24.8,56.51
9,1,23,174,65,0,1.16,2,0,0,1,2,202,1,summer,2019/7/29,17:07:00,24.8,56.51
9,1,23,174,65,0,1.16,2,0,0,1,2,202,1,summer,2019/7/29,17:07:00,24.8,56.51
9,1,23,174,65,0,1.16,2,0,0.5,1,1,202,1,summer,2019/7/29,17:31:00,25.5,58.07
9,1,23,174,65,0,1.16,2,1,1,1,1,202,2,summer,2019/7/4,9:02:00,25.1,62.45
9,1,23,174,65,0,1.16,2,1,-1,1,3,202,2,summer,2019/7/4,9:33:00,24.5,58.54
9,1,23,174,65,0,1.16,2,1,0,1,2,202,2,summer,2019/7/4,10:34:00,24,57.3
9,1,23,174,65,0,1.16,2,1,0,1,2,202,2,summer,2019/7/4,11:04:00,24.8,58.99
9,1,23,174,65,0,1.16,2,1,0,1,2,202,2,summer,2019/7/4,11:34:00,25.2,59.87
9,1,23,174,65,0,1.16,2,1,1,2,1,202,2,summer,2019/7/4,12:04:00,25.5,60.07
9,1,23,174,65,0,1.16,2,1,0,1,2,202,2,summer,2019/7/4,14:28:00,23.9,54.8
9,1,23,174,65,0,1.16,2,1,-0.5,1,2,202,2,summer,2019/7/4,14:58:00,23.8,53.92
9,1,23,174,65,0,1.16,2,1,0.5,2,1,217,3,summer,2019/7/11,11:06:00,26.9,55.75
9,1,23,174,65,0,1.16,2,1,0,1,2,202,2,summer,2019/7/4,10:03:00,24.2,57.75
9,1,23,174,65,0,1.16,2,1,0.5,2,2,217,3,summer,2019/7/11,12:06:00,27.2,59.2
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/23,15:32:00,27.2,59.2
9,1,23,174,65,0,1.16,2,1,-1,2,3,224,3,summer,2019/7/23,9:28:00,27.2,59.2
9,1,23,174,65,0,1.16,2,1,-0.5,1,2,224,3,summer,2019/7/23,10:01:00,27.2,59.2
9,1,23,174,65,0,1.16,2,1,-0.5,1,2,224,3,summer,2019/7/23,10:31:00,27.2,59.2
9,1,23,174,65,0,1.16,2,1,-1,2,3,224,3,summer,2019/7/23,11:01:00,27.2,59.2
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/23,12:01:00,27.2,59.2
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/23,14:30:00,27.2,59.2
9,1,23,174,65,0,1.16,2,1,0,1,2,217,3,summer,2019/7/24,14:25:00,26.6,61.39
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/23,15:02:00,26.6,61.39
9,1,23,174,65,0,1.16,2,1,0,1,2,217,3,summer,2019/7/24,11:30:00,24.7,56.88
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/22,17:38:00,24.7,58.9
9,1,23,174,65,0,1.16,2,1,0,1,2,217,3,summer,2019/7/24,11:00:00,25.5,61.97
9,1,23,174,65,0,1.16,2,1,0,1,2,217,3,summer,2019/7/24,10:30:00,24.8,60.82
9,1,23,174,65,0,1.16,2,1,-0.5,1,3,217,3,summer,2019/7/24,9:59:00,23.5,57.05
9,1,23,174,65,0,1.16,2,1,0,1,2,217,3,summer,2019/7/24,9:29:00,23.4,58.94
9,1,23,174,65,0,1.16,2,1,-0.5,1,2,217,3,summer,2019/7/24,8:59:00,23.5,66.25
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/23,17:32:00,23.5,66.25
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/23,16:32:00,23.5,66.25
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/23,16:02:00,23.5,66.25
9,1,23,174,65,0,1.16,2,1,-0.5,1,2,224,3,summer,2019/7/23,8:58:00,23.5,66.25
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/23,11:31:00,23.5,66.25
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/22,17:08:00,25.9,55.79
9,1,23,174,65,0,1.16,2,1,-0.5,1,2,224,3,summer,2019/7/22,10:01:00,24.1,59.29
9,1,23,174,65,0,1.16,2,1,0,1,2,217,3,summer,2019/7/11,14:59:00,25.6,48.52
9,1,23,174,65,0,1.16,2,1,0.5,1,2,217,3,summer,2019/7/11,15:29:00,25.4,49.27
9,1,23,174,65,0,1.16,2,1,0.5,2,1,217,3,summer,2019/7/11,15:59:00,26.1,57.84
9,1,23,174,65,0,1.16,2,1,0,1,2,217,3,summer,2019/7/11,16:29:00,26.6,57.65
9,1,23,174,65,0,1.16,2,1,0,1,2,217,3,summer,2019/7/11,16:59:00,26.8,57.62
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/22,16:37:00,26.5,61.98
9,1,23,174,65,0,1.16,2,1,-0.5,1,2,224,3,summer,2019/7/22,9:01:00,25.3,66.02
9,1,23,174,65,0,1.16,2,1,-0.5,1,2,224,3,summer,2019/7/22,9:31:00,24.4,59.07
9,1,23,174,65,0,1.16,2,1,0.5,2,2,217,3,summer,2019/7/11,17:29:00,27.1,57.13
9,1,23,174,65,0,1.16,2,1,0.5,1,2,224,3,summer,2019/7/22,15:36:00,25.7,59.57
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/22,12:01:00,26.4,64.38
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/22,16:06:00,26.2,61.32
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/22,15:06:00,24.6,57.31
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/22,14:36:00,24.4,55.74
9,1,23,174,65,0,1.16,2,1,0.5,1,2,217,3,summer,2019/7/11,14:29:00,26.1,49.32
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/22,11:31:00,26,63.82
9,1,23,174,65,0,1.16,2,1,0,1,2,224,3,summer,2019/7/22,11:01:00,25.2,61.98
9,1,23,174,65,0,1.16,2,1,-0.5,1,2,224,3,summer,2019/7/22,10:31:00,23.8,56.69
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,15:24:00,23.1,57.06
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,8:59:00,24.3,54.64
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/23,17:36:00,24.3,54.64
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,9:35:00,24.5,57.56
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,10:10:00,24.8,55.87
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,10:32:00,24.9,55.22
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,11:03:00,25,55
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,11:40:00,25,54.94
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,11:59:00,25,55.04
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,14:30:00,23.1,57.62
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,14:59:00,23.2,57.32
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/23,17:17:00,23.2,57.32
10,1,23,177,60,0,0.97,2,1,0,1,2,224,3,summer,2019/7/30,17:33:00,23.2,57.32
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,16:00:00,23,56.59
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,16:46:00,22.9,57.48
10,1,23,177,60,0,0.97,2,1,-0.5,2,3,224,5,summer,2019/7/24,17:06:00,22.9,56.91
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,17:33:00,22.8,57.43
10,1,23,177,60,0,0.97,2,1,0.5,2,1,202,4,summer,2019/7/26,9:03:00,26.1,64.68
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/26,9:45:00,25.1,56.31
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/26,9:53:00,25,59.63
