no,gender,age,height,weight,bmi,griffith,sensitivity,preference,environment,thermal sensation,thermal comfort,thermal preference,season,date,time,room,ta,hr
27,1,23,175,65,21.22,1.2,0,1,1,0,1,0,summer,2021/7/27,14:30:00,1,23,69.3
27,1,23,175,65,21.22,1.2,0,1,1,-0.5,1,0,summer,2021/7/27,15:00:00,1,22.2,67.3
27,1,23,175,65,21.22,1.2,0,1,1,0,1,0,summer,2021/7/27,15:30:00,1,24.3,67.3
27,1,23,175,65,21.22,1.2,0,1,1,0,1,0,summer,2021/7/27,16:00:00,1,24.7,68
27,1,23,175,65,21.22,1.2,0,1,1,-0.2,1,0,summer,2021/7/27,16:30:00,1,25,68.3
27,1,23,175,65,21.22,1.2,0,1,1,0,1,0,summer,2021/7/27,17:00:00,1,25,67.2
27,1,23,175,65,21.22,1.2,0,1,1,0,1,0,summer,2021/7/27,17:30:00,1,23.3,67.1
27,1,23,175,65,21.22,1.2,0,1,1,-0.5,1,1,summer,2021/7/27,18:00:00,1,22.8,66.5
27,1,23,175,65,21.22,1.2,0,1,1,0,1,0,summer,2021/7/31,9:00:00,5,25.8,54.7
27,1,23,175,65,21.22,1.2,0,1,1,0,1,0,summer,2021/7/31,9:30:00,5,24,54.2
27,1,23,175,65,21.22,1.2,0,1,1,-0.2,1,0,summer,2021/7/31,10:00:00,5,23.9,53.4
27,1,23,175,65,21.22,1.2,0,1,1,-2,0,1,summer,2021/7/31,10:30:00,5,23,57.9
27,1,23,175,65,21.22,1.2,0,1,1,-1.5,0,1,summer,2021/7/31,11:00:00,5,23.6,54.5
27,1,23,175,65,21.22,1.2,0,1,1,-0.5,1,1,summer,2021/7/31,11:30:00,5,24.6,56.4
27,1,23,175,65,21.22,1.2,0,1,1,0,1,1,summer,2021/7/31,12:00:00,5,24.3,58.2
27,1,23,175,65,21.22,1.2,0,1,1,0.5,1,-1,summer,2021/7/31,14:30:00,5,23.2,60
27,1,23,175,65,21.22,1.2,0,1,1,0,1,0,summer,2021/7/31,15:00:00,5,23.5,59.3
27,1,23,175,65,21.22,1.2,0,1,1,0,1,0,summer,2021/7/31,15:30:00,5,25.2,57.4
27,1,23,175,65,21.22,1.2,0,1,1,0.2,1,0,summer,2021/7/31,16:00:00,5,25.8,56.7
27,1,23,175,65,21.22,1.2,0,1,1,0.5,1,0,summer,2021/7/31,16:30:00,5,26.1,56.5
27,1,23,175,65,21.22,1.2,0,1,1,0.2,1,0,summer,2021/7/31,17:00:00,5,26.4,57.1
27,1,23,175,65,21.22,1.2,0,1,1,0,1,0,summer,2021/7/31,17:30:00,5,26.7,56.6
27,1,23,175,65,21.22,1.2,0,1,1,0,1,0,summer,2021/7/31,18:00:00,5,26.7,56.5
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/20,9:00:00,5,27.9,56.4
28,0,22,160,45,17.58,0.94,1,-1,0,3,0,-1,summer,2021/7/20,9:30:00,5,28.1,58.7
28,0,22,160,45,17.58,0.94,1,-1,0,3,0,-1,summer,2021/7/20,10:00:00,5,28.4,59.9
28,0,22,160,45,17.58,0.94,1,-1,0,2,0,-1,summer,2021/7/20,10:30:00,5,28.4,61.5
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/20,11:00:00,5,27.5,63.3
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/20,11:30:00,5,27.3,62.6
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/20,12:00:00,5,27.1,61.8
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/20,14:30:00,5,26.2,62
28,0,22,160,45,17.58,0.94,1,-1,0,1.5,0,-1,summer,2021/7/20,15:00:00,5,26.8,60.6
28,0,22,160,45,17.58,0.94,1,-1,0,1.5,0,-1,summer,2021/7/20,15:30:00,5,26.8,60.6
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/20,16:00:00,5,25.2,62.2
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/20,16:30:00,5,24.7,58.5
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/20,17:00:00,5,24.7,58.2
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/20,17:30:00,5,24.5,56.8
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/20,18:00:00,5,25,55.4
28,0,22,160,45,17.58,0.94,1,-1,0,-1,1,0,summer,2021/7/21,9:00:00,5,23.7,58.9
28,0,22,160,45,17.58,0.94,1,-1,0,-1,1,1,summer,2021/7/21,9:30:00,5,24,57.4
28,0,22,160,45,17.58,0.94,1,-1,0,-1,0,1,summer,2021/7/21,10:00:00,5,25.4,53
28,0,22,160,45,17.58,0.94,1,-1,0,-1,0,1,summer,2021/7/21,10:30:00,5,25.4,51.2
28,0,22,160,45,17.58,0.94,1,-1,0,-1,0,1,summer,2021/7/21,11:00:00,5,25.6,51.8
28,0,22,160,45,17.58,0.94,1,-1,0,-2,0,1,summer,2021/7/21,11:30:00,5,25.5,50.4
28,0,22,160,45,17.58,0.94,1,-1,0,-1,0,1,summer,2021/7/21,12:00:00,5,25.4,49.5
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/22,9:00:00,5,24.4,59.6
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/22,9:30:00,5,24.6,59.3
28,0,22,160,45,17.58,0.94,1,-1,0,-1,1,1,summer,2021/7/22,10:00:00,5,24.6,59.1
28,0,22,160,45,17.58,0.94,1,-1,0,-1,1,1,summer,2021/7/22,10:30:00,5,24.7,59.4
28,0,22,160,45,17.58,0.94,1,-1,0,-1,1,1,summer,2021/7/22,11:00:00,5,25.3,60.4
28,0,22,160,45,17.58,0.94,1,-1,0,-1,1,1,summer,2021/7/22,11:30:00,5,25.6,59.8
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/22,12:00:00,5,25.8,59.6
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/22,14:30:00,5,25.9,59
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/22,15:00:00,5,26.3,59.4
28,0,22,160,45,17.58,0.94,1,-1,0,1,1,0,summer,2021/7/22,15:30:00,5,26.4,59.7
28,0,22,160,45,17.58,0.94,1,-1,0,1,1,0,summer,2021/7/22,16:00:00,5,26.8,60.6
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/22,16:30:00,5,27,60.8
28,0,22,160,45,17.58,0.94,1,-1,0,1,0,-1,summer,2021/7/22,17:00:00,5,27,60.8
28,0,22,160,45,17.58,0.94,1,-1,0,2,0,-1,summer,2021/7/22,17:30:00,5,26.9,60.8
28,0,22,160,45,17.58,0.94,1,-1,0,2,0,-1,summer,2021/7/22,18:00:00,5,26.9,61.2
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/23,9:00:00,5,24.2,62.6
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/23,9:30:00,5,25.1,60.4
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/23,10:00:00,5,25.9,57.6
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/23,10:30:00,5,26.2,55.8
28,0,22,160,45,17.58,0.94,1,-1,0,0.5,1,0,summer,2021/7/23,11:00:00,5,26.3,54.2
28,0,22,160,45,17.58,0.94,1,-1,0,0.5,1,0,summer,2021/7/23,11:30:00,5,26.4,53.2
28,0,22,160,45,17.58,0.94,1,-1,0,0.5,1,0,summer,2021/7/23,12:00:00,5,26.3,54.5
28,0,22,160,45,17.58,0.94,1,-1,0,0.5,1,0,summer,2021/7/23,14:30:00,5,27.4,56.8
28,0,22,160,45,17.58,0.94,1,-1,0,0.5,1,0,summer,2021/7/23,15:00:00,5,27.5,58.6
28,0,22,160,45,17.58,0.94,1,-1,0,0.5,1,0,summer,2021/7/23,15:30:00,5,27.4,59.7
28,0,22,160,45,17.58,0.94,1,-1,0,0.5,1,-1,summer,2021/7/23,16:00:00,5,27.3,60
28,0,22,160,45,17.58,0.94,1,-1,0,0.5,1,-1,summer,2021/7/23,16:30:00,5,27,58.1
28,0,22,160,45,17.58,0.94,1,-1,0,0.5,1,-1,summer,2021/7/23,17:00:00,5,26.9,57.2
28,0,22,160,45,17.58,0.94,1,-1,0,1,1,-1,summer,2021/7/23,17:30:00,5,26.8,56.9
28,0,22,160,45,17.58,0.94,1,-1,0,1,0,-1,summer,2021/7/23,18:00:00,5,26.7,56.5
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/24,9:00:00,5,23.7,53.6
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/24,9:30:00,5,23.9,54.8
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/24,10:00:00,5,24,54.1
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/24,10:30:00,5,24,53.7
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/24,11:00:00,5,24.1,53.6
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/24,11:30:00,5,25.4,54.1
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/24,12:00:00,5,25.7,55
28,0,22,160,45,17.58,0.94,1,-1,0,1,1,0,summer,2021/7/24,14:30:00,5,25.6,60.3
28,0,22,160,45,17.58,0.94,1,-1,0,1,1,0,summer,2021/7/24,15:00:00,5,26.1,60.3
28,0,22,160,45,17.58,0.94,1,-1,0,1,0,-1,summer,2021/7/24,15:30:00,5,26.4,60.7
28,0,22,160,45,17.58,0.94,1,-1,0,1,0,-1,summer,2021/7/24,16:00:00,5,26.6,61.9
28,0,22,160,45,17.58,0.94,1,-1,0,1,0,-1,summer,2021/7/24,16:30:00,5,26.9,61.4
28,0,22,160,45,17.58,0.94,1,-1,0,2,0,-1,summer,2021/7/24,17:00:00,5,27.1,61
28,0,22,160,45,17.58,0.94,1,-1,0,2,0,-1,summer,2021/7/24,17:30:00,5,27.2,60.9
28,0,22,160,45,17.58,0.94,1,-1,0,1,0,-1,summer,2021/7/24,18:00:00,5,27.2,60.6
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/25,9:00:00,6,23.1,70.7
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/25,9:30:00,6,23.4,68.3
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/25,10:00:00,6,23.6,66.6
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/25,10:30:00,6,23.7,64.4
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/25,11:00:00,6,25.1,68.2
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/25,11:30:00,6,25.8,67.1
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/25,12:00:00,6,26.2,66.6
28,0,22,160,45,17.58,0.94,1,-1,0,1,0,-1,summer,2021/7/25,14:30:00,6,26.6,63.7
28,0,22,160,45,17.58,0.94,1,-1,0,2,0,-1,summer,2021/7/25,15:00:00,6,27.2,64.1
28,0,22,160,45,17.58,0.94,1,-1,0,2,0,-1,summer,2021/7/25,15:30:00,6,27.2,63
28,0,22,160,45,17.58,0.94,1,-1,0,2,0,-1,summer,2021/7/25,16:00:00,6,27.7,63.1
28,0,22,160,45,17.58,0.94,1,-1,0,2,0,-1,summer,2021/7/25,16:30:00,6,27.9,63.3
28,0,22,160,45,17.58,0.94,1,-1,0,2,0,-1,summer,2021/7/25,17:00:00,6,28,62.5
28,0,22,160,45,17.58,0.94,1,-1,0,2,0,-1,summer,2021/7/25,17:30:00,6,28,63
28,0,22,160,45,17.58,0.94,1,-1,0,2.5,0,-1,summer,2021/7/25,18:00:00,6,27.9,63
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/27,9:00:00,5,23,52.3
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/27,9:30:00,5,23.4,52.6
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/27,10:00:00,5,23.4,52.3
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/27,10:30:00,5,23.7,51.4
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/27,11:00:00,5,23.9,50.9
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/27,11:30:00,5,24.5,52.2
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/27,12:00:00,5,24.9,54.8
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/27,14:30:00,5,24.9,61
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/27,15:00:00,5,25.8,58.6
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/27,15:30:00,5,26.3,59.4
28,0,22,160,45,17.58,0.94,1,-1,0,1,0,-1,summer,2021/7/27,16:00:00,5,26.9,57.7
28,0,22,160,45,17.58,0.94,1,-1,0,1,0,-1,summer,2021/7/27,16:30:00,5,27.1,57.1
28,0,22,160,45,17.58,0.94,1,-1,0,2,0,-1,summer,2021/7/27,17:00:00,5,27.2,57.2
28,0,22,160,45,17.58,0.94,1,-1,0,3,0,-1,summer,2021/7/27,17:30:00,5,26.9,58.1
28,0,22,160,45,17.58,0.94,1,-1,0,3,0,-1,summer,2021/7/27,18:00:00,5,26,60.8
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/31,9:00:00,5,25.8,54.7
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/31,9:30:00,5,24,54.2
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/31,10:00:00,5,23.9,53.4
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/31,10:30:00,5,23,57.9
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/31,11:00:00,5,23.6,54.5
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/31,11:30:00,5,24.6,56.4
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/31,12:00:00,5,24.3,58.2
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/31,14:30:00,5,23.2,60
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/31,15:00:00,5,23.5,59.3
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/31,15:30:00,5,25.2,57.4
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/7/31,16:00:00,5,25.8,56.7
28,0,22,160,45,17.58,0.94,1,-1,0,0.5,1,0,summer,2021/7/31,16:30:00,5,26.1,56.5
28,0,22,160,45,17.58,0.94,1,-1,0,0.5,1,0,summer,2021/7/31,17:00:00,5,26.4,57.1
28,0,22,160,45,17.58,0.94,1,-1,0,0.5,1,0,summer,2021/7/31,17:30:00,5,26.7,56.6
28,0,22,160,45,17.58,0.94,1,-1,0,0.5,1,0,summer,2021/7/31,18:00:00,5,26.7,56.5
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/8/1,9:00:00,5,25.8,61.2
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/8/1,9:30:00,5,23.3,61.7
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/8/1,10:00:00,5,23.6,61.2
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/8/1,10:30:00,5,23.3,59.8
28,0,22,160,45,17.58,0.94,1,-1,0,-0.5,1,0,summer,2021/8/1,11:00:00,5,23.2,59.1
28,0,22,160,45,17.58,0.94,1,-1,0,-0.5,1,0,summer,2021/8/1,11:30:00,5,22.9,58.5
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/8/1,12:00:00,5,25.4,56.1
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/8/1,14:30:00,5,27.4,55
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/8/1,15:00:00,5,27.6,55.6
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/8/1,15:30:00,5,27.8,55.7
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/8/1,16:00:00,5,28,55.7
28,0,22,160,45,17.58,0.94,1,-1,0,0,1,0,summer,2021/8/1,16:30:00,5,28,55.7
28,0,22,160,45,17.58,0.94,1,-1,0,0.5,1,0,summer,2021/8/1,17:00:00,5,28.1,55.8
28,0,22,160,45,17.58,0.94,1,-1,0,0.5,1,0,summer,2021/8/1,17:30:00,5,28.2,55.9
28,0,22,160,45,17.58,0.94,1,-1,0,0.5,1,0,summer,2021/8/1,18:00:00,5,28,56.8
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/10,10:00:00,6,28.2,13.4
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/10,10:30:00,6,24.7,15.8
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/10,11:00:00,6,24,16.4
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/10,11:30:00,6,23.7,16.7
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/10,12:00:00,6,23.4,16.7
29,0,24,164,47,17.47,0.94,1,0,1,-0.5,1,3,winter,2021/1/10,14:30:00,6,22,16.8
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/10,15:00:00,6,22.4,17.3
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/10,15:30:00,6,22.6,17.6
29,0,24,164,47,17.47,0.94,1,0,1,0.5,1,1,winter,2021/1/10,16:00:00,6,28,13.3
29,0,24,164,47,17.47,0.94,1,0,1,1,0,1,winter,2021/1/10,16:30:00,6,28.8,12.9
29,0,24,164,47,17.47,0.94,1,0,1,1,0,1,winter,2021/1/10,17:00:00,6,27.9,13.9
29,0,24,164,47,17.47,0.94,1,0,1,1,0,1,winter,2021/1/10,17:30:00,6,28,13.9
29,0,24,164,47,17.47,0.94,1,0,1,1,0,1,winter,2021/1/10,9:00:00,6,27.1,12.5
29,0,24,164,47,17.47,0.94,1,0,1,1,0,1,winter,2021/1/10,9:30:00,6,27.6,13.4
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/13,10:00:00,6,26.5,13.1
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/13,10:30:00,6,24.7,14.5
29,0,24,164,47,17.47,0.94,1,0,1,1,0,1,winter,2021/1/13,11:00:00,6,24.3,15.2
29,0,24,164,47,17.47,0.94,1,0,1,1,0,1,winter,2021/1/13,11:30:00,6,24.1,15.6
29,0,24,164,47,17.47,0.94,1,0,1,1,0,1,winter,2021/1/13,12:00:00,6,24.1,15.9
29,0,24,164,47,17.47,0.94,1,0,1,2,0,1,winter,2021/1/13,14:30:00,6,24.5,14.9
29,0,24,164,47,17.47,0.94,1,0,1,1.5,0,1,winter,2021/1/13,15:00:00,6,24.9,15
29,0,24,164,47,17.47,0.94,1,0,1,1,0,1,winter,2021/1/13,15:30:00,6,25.2,15.5
29,0,24,164,47,17.47,0.94,1,0,1,1,0,1,winter,2021/1/13,16:00:00,6,25.4,15.5
29,0,24,164,47,17.47,0.94,1,0,1,0.5,1,1,winter,2021/1/13,16:30:00,6,25.5,15.7
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/13,17:00:00,6,25.3,16
29,0,24,164,47,17.47,0.94,1,0,1,1.5,0,1,winter,2021/1/13,17:30:00,6,25.1,16
29,0,24,164,47,17.47,0.94,1,0,1,2,0,1,winter,2021/1/13,9:00:00,6,24.5,12.5
29,0,24,164,47,17.47,0.94,1,0,1,1,0,1,winter,2021/1/13,9:30:00,6,26.1,12.5
29,0,24,164,47,17.47,0.94,1,0,1,-1,1,3,winter,2021/1/15,10:00:00,6,22.8,18.3
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/15,10:30:00,6,26.2,16.2
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/15,11:00:00,6,26.9,15.6
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/15,11:30:00,6,27,15.9
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/15,12:00:00,6,27.4,16
29,0,24,164,47,17.47,0.94,1,0,1,2,0,1,winter,2021/1/15,14:30:00,6,28.3,13.7
29,0,24,164,47,17.47,0.94,1,0,1,1,0,1,winter,2021/1/15,15:00:00,6,26.3,16
29,0,24,164,47,17.47,0.94,1,0,1,0.5,1,1,winter,2021/1/15,15:30:00,6,26,16.8
29,0,24,164,47,17.47,0.94,1,0,1,0.5,1,1,winter,2021/1/15,16:00:00,6,25.8,17
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/15,16:30:00,6,25.7,17.4
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/15,17:00:00,6,25.5,17.5
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/15,17:30:00,6,25.3,17.3
29,0,24,164,47,17.47,0.94,1,0,1,-1,1,3,winter,2021/1/15,9:00:00,6,21.8,17.7
29,0,24,164,47,17.47,0.94,1,0,1,-1,1,3,winter,2021/1/15,9:30:00,6,22.4,18
29,0,24,164,47,17.47,0.94,1,0,1,-0.5,1,3,winter,2021/1/17,10:00:00,4,23,16.8
29,0,24,164,47,17.47,0.94,1,0,1,-1,0,3,winter,2021/1/17,10:30:00,4,23.4,17.4
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/17,11:00:00,4,25.6,15.6
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/17,11:30:00,4,26.6,15.3
29,0,24,164,47,17.47,0.94,1,0,1,0.5,1,2,winter,2021/1/17,12:00:00,4,27.1,14.6
29,0,24,164,47,17.47,0.94,1,0,1,3,0,1,winter,2021/1/17,14:30:00,4,27.5,11.3
29,0,24,164,47,17.47,0.94,1,0,1,2,0,1,winter,2021/1/17,15:00:00,4,27.9,13.2
29,0,24,164,47,17.47,0.94,1,0,1,1,0,1,winter,2021/1/17,15:30:00,4,27.6,11
29,0,24,164,47,17.47,0.94,1,0,1,1,0,1,winter,2021/1/17,16:00:00,4,25.9,11.9
29,0,24,164,47,17.47,0.94,1,0,1,0.5,1,1,winter,2021/1/17,16:30:00,4,25.9,15.2
29,0,24,164,47,17.47,0.94,1,0,1,0.5,1,1,winter,2021/1/17,17:00:00,4,25.8,16.1
29,0,24,164,47,17.47,0.94,1,0,1,0.5,1,1,winter,2021/1/17,17:30:00,4,25.6,16.6
29,0,24,164,47,17.47,0.94,1,0,1,0.5,1,2,winter,2021/1/17,9:00:00,4,22.1,13.4
29,0,24,164,47,17.47,0.94,1,0,1,-0.5,1,3,winter,2021/1/17,9:30:00,4,22.5,14.9
29,0,24,164,47,17.47,0.94,1,0,1,-0.3,1,2,winter,2021/1/9,10:00:00,5,22.5,15.1
29,0,24,164,47,17.47,0.94,1,0,1,0.5,1,2,winter,2021/1/9,10:30:00,5,23.2,14.4
29,0,24,164,47,17.47,0.94,1,0,1,1,0,1,winter,2021/1/9,11:00:00,5,23.9,14.4
29,0,24,164,47,17.47,0.94,1,0,1,2,0,1,winter,2021/1/9,11:30:00,5,24.4,14.3
29,0,24,164,47,17.47,0.94,1,0,1,2,0,1,winter,2021/1/9,12:00:00,5,24.8,14.3
29,0,24,164,47,17.47,0.94,1,0,1,2,0,1,winter,2021/1/9,14:30:00,5,24.9,13.5
29,0,24,164,47,17.47,0.94,1,0,1,1,0,1,winter,2021/1/9,15:00:00,5,25.2,14.1
29,0,24,164,47,17.47,0.94,1,0,1,0.5,1,1,winter,2021/1/9,15:30:00,5,24.8,14.9
29,0,24,164,47,17.47,0.94,1,0,1,0.5,1,1,winter,2021/1/9,16:00:00,5,24.5,15.5
29,0,24,164,47,17.47,0.94,1,0,1,0.2,1,2,winter,2021/1/9,16:30:00,5,24.3,15.8
29,0,24,164,47,17.47,0.94,1,0,1,0.5,0,1,winter,2021/1/9,17:00:00,5,24.4,16.1
29,0,24,164,47,17.47,0.94,1,0,1,0.5,0,1,winter,2021/1/9,17:30:00,5,24.4,16.2
29,0,24,164,47,17.47,0.94,1,0,1,0.5,1,2,winter,2021/1/9,9:00:00,5,21.5,13.9
29,0,24,164,47,17.47,0.94,1,0,1,0,1,2,winter,2021/1/9,9:30:00,5,22,14.8
30,1,31,180,66,20.37,0.59,1,0,1,1,0,-1,summer,2021/7/20,9:00:00,5,27.9,56.4
30,1,31,180,66,20.37,0.59,1,0,1,2,0,-1,summer,2021/7/20,9:30:00,5,28.1,58.7
30,1,31,180,66,20.37,0.59,1,0,1,1,0,-1,summer,2021/7/20,10:00:00,5,28.4,59.9
30,1,31,180,66,20.37,0.59,1,0,1,1,0,-1,summer,2021/7/20,10:30:00,5,28.4,61.5
30,1,31,180,66,20.37,0.59,1,0,1,0,0,-1,summer,2021/7/20,11:00:00,5,27.5,63.3
30,1,31,180,66,20.37,0.59,1,0,1,0,1,0,summer,2021/7/20,11:30:00,5,27.3,62.6
30,1,31,180,66,20.37,0.59,1,0,1,0,1,0,summer,2021/7/20,12:00:00,5,27.1,61.8
30,1,31,180,66,20.37,0.59,1,0,1,1,0,-1,summer,2021/7/20,14:30:00,5,26.2,62
30,1,31,180,66,20.37,0.59,1,0,1,0.5,1,-1,summer,2021/7/20,15:00:00,5,26.8,60.6
30,1,31,180,66,20.37,0.59,1,0,1,0.5,1,-1,summer,2021/7/20,15:30:00,5,26.8,60.6
30,1,31,180,66,20.37,0.59,1,0,1,0,1,0,summer,2021/7/20,16:00:00,5,25.2,62.2
30,1,31,180,66,20.37,0.59,1,0,1,0,1,0,summer,2021/7/20,16:30:00,5,24.7,58.5
30,1,31,180,66,20.37,0.59,1,0,1,-1,1,0,summer,2021/7/20,17:00:00,5,24.7,58.2
30,1,31,180,66,20.37,0.59,1,0,1,-1,0,1,summer,2021/7/20,17:30:00,5,24.5,56.8
30,1,31,180,66,20.37,0.59,1,0,1,-1,0,1,summer,2021/7/20,18:00:00,5,25,55.4
30,1,31,180,66,20.37,0.59,1,0,1,0,1,0,summer,2021/7/21,9:00:00,5,23.7,58.9
30,1,31,180,66,20.37,0.59,1,0,1,0,1,0,summer,2021/7/21,9:30:00,5,24,57.4
30,1,31,180,66,20.37,0.59,1,0,1,-0.5,1,0,summer,2021/7/21,10:00:00,5,25.4,53
30,1,31,180,66,20.37,0.59,1,0,1,-1,1,1,summer,2021/7/21,10:30:00,5,25.4,51.2
30,1,31,180,66,20.37,0.59,1,0,1,-0.5,1,0,summer,2021/7/21,11:00:00,5,25.6,51.8
30,1,31,180,66,20.37,0.59,1,0,1,-1,1,1,summer,2021/7/21,11:30:00,5,25.5,50.4
30,1,31,180,66,20.37,0.59,1,0,1,-1,1,1,summer,2021/7/21,12:00:00,5,25.4,49.5
30,1,31,180,66,20.37,0.59,1,0,1,1,1,-1,summer,2021/7/22,9:00:00,5,24.4,59.6
30,1,31,180,66,20.37,0.59,1,0,1,1,0,-1,summer,2021/7/22,9:30:00,5,24.6,59.3
30,1,31,180,66,20.37,0.59,1,0,1,1,0,-1,summer,2021/7/22,10:00:00,5,24.6,59.1
