no,gender,age,height,weight,bmi,griffith,sensitivity,preference,environment,thermal sensation,thermal comfort,thermal preference,season,date,time,room,ta,hr
14,1,24,181,70,21.37,1.16,1,-1,1,1,1,-1,summer,2021/7/27,14:30:00,5,24.9,61
14,1,24,181,70,21.37,1.16,1,-1,1,0.5,1,0,summer,2021/7/27,15:00:00,5,25.8,58.6
14,1,24,181,70,21.37,1.16,1,-1,1,0.4,1,0,summer,2021/7/27,15:30:00,5,26.3,59.4
14,1,24,181,70,21.37,1.16,1,-1,1,1,1,-1,summer,2021/7/27,16:00:00,5,26.9,57.7
14,1,24,181,70,21.37,1.16,1,-1,1,1.2,0,-1,summer,2021/7/27,16:30:00,5,27.1,57.1
14,1,24,181,70,21.37,1.16,1,-1,1,0.8,0,-1,summer,2021/7/27,17:00:00,5,27.2,57.2
14,1,24,181,70,21.37,1.16,1,-1,1,0.7,0,-1,summer,2021/7/27,17:30:00,5,26.9,58.1
14,1,24,181,70,21.37,1.16,1,-1,1,0.3,1,0,summer,2021/7/27,18:00:00,5,26,60.8
14,1,24,181,70,21.37,1.16,1,-1,1,1.3,0,-1,summer,2021/7/31,9:00:00,5,25.8,54.7
14,1,24,181,70,21.37,1.16,1,-1,1,0.8,0,-1,summer,2021/7/31,9:30:00,5,24,54.2
14,1,24,181,70,21.37,1.16,1,-1,1,0,1,-1,summer,2021/7/31,10:00:00,5,23.9,53.4
14,1,24,181,70,21.37,1.16,1,-1,1,-0.5,1,0,summer,2021/7/31,10:30:00,5,23,57.9
14,1,24,181,70,21.37,1.16,1,-1,1,-1,0,1,summer,2021/7/31,11:00:00,5,23.6,54.5
14,1,24,181,70,21.37,1.16,1,-1,1,-0.6,1,0,summer,2021/7/31,11:30:00,5,24.6,56.4
14,1,24,181,70,21.37,1.16,1,-1,1,1.5,0,1,summer,2021/7/31,12:00:00,5,24.3,58.2
14,1,24,181,70,21.37,1.16,1,-1,1,0,1,0,summer,2021/7/31,14:30:00,5,23.2,60
14,1,24,181,70,21.37,1.16,1,-1,1,-0.5,1,0,summer,2021/7/31,15:00:00,5,23.5,59.3
14,1,24,181,70,21.37,1.16,1,-1,1,0.1,1,-1,summer,2021/7/31,15:30:00,5,25.2,57.4
14,1,24,181,70,21.37,1.16,1,-1,1,0.3,1,-1,summer,2021/7/31,16:00:00,5,25.8,56.7
14,1,24,181,70,21.37,1.16,1,-1,1,0.3,1,-1,summer,2021/7/31,16:30:00,5,26.1,56.5
14,1,24,181,70,21.37,1.16,1,-1,1,0.5,0,-1,summer,2021/7/31,17:00:00,5,26.4,57.1
14,1,24,181,70,21.37,1.16,1,-1,1,0.8,0,-1,summer,2021/7/31,17:30:00,5,26.7,56.6
14,1,24,181,70,21.37,1.16,1,-1,1,0.6,1,-1,summer,2021/7/31,18:00:00,5,26.7,56.5
14,1,24,181,70,21.37,1.16,1,-1,1,1,0,-1,summer,2021/8/1,9:00:00,5,25.8,61.2
14,1,24,181,70,21.37,1.16,1,-1,1,0.8,0,-1,summer,2021/8/1,9:30:00,5,23.3,61.7
14,1,24,181,70,21.37,1.16,1,-1,1,0.3,1,-1,summer,2021/8/1,10:00:00,5,23.6,61.2
14,1,24,181,70,21.37,1.16,1,-1,1,0,1,-1,summer,2021/8/1,10:30:00,5,23.3,59.8
14,1,24,181,70,21.37,1.16,1,-1,1,-0.3,1,0,summer,2021/8/1,11:00:00,5,23.2,59.1
14,1,24,181,70,21.37,1.16,1,-1,1,-0.5,1,0,summer,2021/8/1,11:30:00,5,22.9,58.5
14,1,24,181,70,21.37,1.16,1,-1,1,-0.1,1,0,summer,2021/8/1,12:00:00,5,25.4,56.1
14,1,24,181,70,21.37,1.16,1,-1,1,0.8,0,-1,summer,2021/8/1,14:30:00,5,27.4,55
14,1,24,181,70,21.37,1.16,1,-1,1,1,0,-1,summer,2021/8/1,15:00:00,5,27.8,55.7
14,1,24,181,70,21.37,1.16,1,-1,1,1.2,0,-1,summer,2021/8/1,15:30:00,5,27.8,55.7
14,1,24,181,70,21.37,1.16,1,-1,1,1.5,0,-1,summer,2021/8/1,16:00:00,5,28,55.7
14,1,24,181,70,21.37,1.16,1,-1,1,1.5,0,-1,summer,2021/8/1,16:30:00,5,28,55.7
14,1,24,181,70,21.37,1.16,1,-1,1,1.5,0,-1,summer,2021/8/1,17:00:00,5,28.1,55.8
14,1,24,181,70,21.37,1.16,1,-1,1,1.8,0,-1,summer,2021/8/1,17:30:00,5,28.2,55.9
14,1,24,181,70,21.37,1.16,1,-1,1,2,0,-1,summer,2021/8/1,18:00:00,5,28,56.8
15,1,25,179.5,61,18.93,1.55,0,-1,1,0,1,2,winter,2021/1/16,10:00:00,6,22.9,20
15,1,25,179.5,61,18.93,1.55,0,-1,1,0,1,2,winter,2021/1/16,10:30:00,6,23.1,19.6
15,1,25,179.5,61,18.93,1.55,0,-1,1,0,1,2,winter,2021/1/16,11:00:00,6,23.2,19.6
15,1,25,179.5,61,18.93,1.55,0,-1,1,0,1,2,winter,2021/1/16,11:30:00,6,23.3,20
15,1,25,179.5,61,18.93,1.55,0,-1,1,0,1,2,winter,2021/1/16,12:00:00,6,23.4,20.2
15,1,25,179.5,61,18.93,1.55,0,-1,1,0,1,2,winter,2021/1/16,14:30:00,6,22.7,18.6
15,1,25,179.5,61,18.93,1.55,0,-1,1,0,1,2,winter,2021/1/16,15:00:00,6,26.1,16.7
15,1,25,179.5,61,18.93,1.55,0,-1,1,0,0,1,winter,2021/1/16,15:30:00,6,27,16.3
15,1,25,179.5,61,18.93,1.55,0,-1,1,0,1,2,winter,2021/1/16,16:00:00,6,27.6,16
15,1,25,179.5,61,18.93,1.55,0,-1,1,1,0,1,winter,2021/1/16,16:30:00,6,27.7,15.9
15,1,25,179.5,61,18.93,1.55,0,-1,1,1,0,1,winter,2021/1/16,17:00:00,6,27.8,15.9
15,1,25,179.5,61,18.93,1.55,0,-1,1,0,1,2,winter,2021/1/16,17:30:00,6,28,15.7
15,1,25,179.5,61,18.93,1.55,0,-1,1,0,1,2,winter,2021/1/16,9:00:00,6,22,18.5
15,1,25,179.5,61,18.93,1.55,0,-1,1,1,1,3,winter,2021/1/16,9:30:00,6,22.6,20.2
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/10,10:00:00,5,22.9,16.8
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/10,10:30:00,5,24,16.4
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/10,11:00:00,5,24.6,16.3
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/10,11:30:00,5,24.9,16.2
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/10,12:00:00,5,25,16.3
16,1,22,180,66,20.37,2.27,1,-1,1,0.5,1,1,winter,2021/1/10,14:30:00,5,25.3,13.6
16,1,22,180,66,20.37,2.27,1,-1,1,0.5,1,1,winter,2021/1/10,15:00:00,5,25.4,14.7
16,1,22,180,66,20.37,2.27,1,-1,1,0.5,1,1,winter,2021/1/10,15:30:00,5,25.7,15.2
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/10,16:00:00,5,25.3,15.9
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/10,16:30:00,5,25,16.5
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/10,17:00:00,5,24.9,16.8
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/10,17:30:00,5,24.7,16.8
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/10,9:00:00,5,22.2,15.7
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/10,9:30:00,5,22.6,16.3
16,1,22,180,66,20.37,2.27,1,-1,1,0.2,1,2,winter,2021/1/13,10:00:00,5,22.9,16.6
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/13,10:30:00,5,23.7,16.2
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/13,11:00:00,5,24.3,16.4
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/13,11:30:00,5,24.8,16.5
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/13,12:00:00,5,25.1,16.5
16,1,22,180,66,20.37,2.27,1,-1,1,0.5,1,1,winter,2021/1/13,14:30:00,5,25.6,14.4
16,1,22,180,66,20.37,2.27,1,-1,1,0.5,1,1,winter,2021/1/13,15:00:00,5,25.8,15.2
16,1,22,180,66,20.37,2.27,1,-1,1,0.5,1,1,winter,2021/1/13,15:30:00,5,25.9,16
16,1,22,180,66,20.37,2.27,1,-1,1,0.5,1,1,winter,2021/1/13,16:00:00,5,25.6,17
16,1,22,180,66,20.37,2.27,1,-1,1,1,1,1,winter,2021/1/13,16:30:00,5,25.4,17.4
16,1,22,180,66,20.37,2.27,1,-1,1,0.2,1,2,winter,2021/1/13,17:00:00,5,25.3,18
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/13,17:30:00,5,25.2,18.4
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/13,9:00:00,5,22.2,15.3
16,1,22,180,66,20.37,2.27,1,-1,1,0.2,1,2,winter,2021/1/13,9:30:00,5,22.6,16.3
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/15,10:00:00,5,23.2,18.4
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/15,10:30:00,5,24.2,17.8
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/15,11:00:00,5,24.5,17.9
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/15,11:30:00,5,24.9,17.9
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/15,12:00:00,5,25.2,17.8
16,1,22,180,66,20.37,2.27,1,-1,1,0.2,1,2,winter,2021/1/15,14:30:00,5,25.8,15
16,1,22,180,66,20.37,2.27,1,-1,1,0.2,1,2,winter,2021/1/15,15:00:00,5,25.4,16.4
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/15,15:30:00,5,25.2,17
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/15,16:00:00,5,25.2,17.6
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/15,16:30:00,5,25.1,18.2
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/15,17:00:00,5,25.1,18.5
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/15,17:30:00,5,25.1,19.2
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/15,9:00:00,5,22.5,16.7
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/15,9:30:00,5,22.9,17.9
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/16,10:00:00,6,22.9,20
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/16,10:30:00,6,23.1,19.6
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/16,11:00:00,6,23.2,19.6
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/16,11:30:00,6,23.3,20
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/16,12:00:00,6,23.4,20.2
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/16,14:30:00,6,22.7,18.6
16,1,22,180,66,20.37,2.27,1,-1,1,0.3,1,2,winter,2021/1/16,15:00:00,6,26.1,16.7
16,1,22,180,66,20.37,2.27,1,-1,1,0.5,1,1,winter,2021/1/16,15:30:00,6,27,16.3
16,1,22,180,66,20.37,2.27,1,-1,1,0.5,1,1,winter,2021/1/16,16:00:00,6,27.6,16
16,1,22,180,66,20.37,2.27,1,-1,1,0.2,1,2,winter,2021/1/16,16:30:00,6,27.7,15.9
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/16,17:00:00,6,27.8,15.9
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/16,17:30:00,6,28,15.7
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/16,9:00:00,6,22,18.5
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/16,9:30:00,6,22.6,20.2
16,1,22,180,66,20.37,2.27,1,-1,1,-0.2,1,2,winter,2021/1/17,10:00:00,5,22.8,14.1
16,1,22,180,66,20.37,2.27,1,-1,1,0.5,1,3,winter,2021/1/17,10:30:00,5,23.1,14.7
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/17,11:00:00,5,24.1,14.1
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/17,11:30:00,5,24.6,14.1
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/17,12:00:00,5,25,13.9
16,1,22,180,66,20.37,2.27,1,-1,1,0.5,1,1,winter,2021/1/17,14:30:00,5,25.8,13.3
16,1,22,180,66,20.37,2.27,1,-1,1,0.3,1,2,winter,2021/1/17,15:00:00,5,25.4,14.3
16,1,22,180,66,20.37,2.27,1,-1,1,0.3,1,2,winter,2021/1/17,15:30:00,5,25.2,14.9
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/17,16:00:00,5,25.2,15.3
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/17,16:30:00,5,25.1,15.7
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/17,17:00:00,5,25.1,16.1
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/17,17:30:00,5,25,16.2
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/17,9:00:00,5,21.9,11.8
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/17,9:30:00,5,22.5,13.2
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/18,10:00:00,5,23.1,17.1
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/18,10:30:00,5,23.3,17.3
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/18,11:00:00,5,24.4,16.3
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/18,11:30:00,5,24.8,16.8
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/18,12:00:00,5,25.1,17
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/18,14:30:00,5,25.8,14.4
16,1,22,180,66,20.37,2.27,1,-1,1,0.5,1,1,winter,2021/1/18,15:00:00,5,25.4,16.3
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/18,15:30:00,5,25.3,17.4
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/18,16:00:00,5,25.2,18.1
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/18,16:30:00,5,25.1,18
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/18,17:00:00,5,25.1,18.4
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/18,17:30:00,5,25,18.9
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/18,9:00:00,5,22.5,14.9
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/18,9:30:00,5,22.9,16.7
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/9,10:00:00,5,22.5,15.1
16,1,22,180,66,20.37,2.27,1,-1,1,0.2,1,1,winter,2021/1/9,10:30:00,5,23.2,14.4
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/9,11:00:00,5,23.9,14.4
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/9,11:30:00,5,24.4,14.3
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/9,12:00:00,5,24.8,14.3
16,1,22,180,66,20.37,2.27,1,-1,1,0.5,1,1,winter,2021/1/9,14:30:00,5,24.9,13.5
16,1,22,180,66,20.37,2.27,1,-1,1,0.5,1,1,winter,2021/1/9,15:00:00,5,25.2,14.1
16,1,22,180,66,20.37,2.27,1,-1,1,0.5,1,1,winter,2021/1/9,15:30:00,5,24.8,14.9
16,1,22,180,66,20.37,2.27,1,-1,1,0.2,1,2,winter,2021/1/9,16:00:00,5,24.5,15.5
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/9,16:30:00,5,24.3,15.8
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/9,17:00:00,5,24.4,16.1
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/9,17:30:00,5,24.4,16.2
16,1,22,180,66,20.37,2.27,1,-1,1,0,1,2,winter,2021/1/9,9:00:00,5,21.5,13.9
16,1,22,180,66,20.37,2.27,1,-1,1,0.2,1,2,winter,2021/1/9,9:30:00,5,22,14.8
16,1,23,180,70,21.6,2.27,1,-1,-1,1,0,-1,summer,2021/7/20,9:00:00,5,27.9,56.4
16,1,23,180,70,21.6,2.27,1,-1,-1,1.5,0,-1,summer,2021/7/20,9:30:00,5,28.1,58.7
16,1,23,180,70,21.6,2.27,1,-1,-1,1,0,-1,summer,2021/7/20,10:00:00,5,28.4,59.9
16,1,23,180,70,21.6,2.27,1,-1,-1,1.5,0,-1,summer,2021/7/20,10:30:00,5,28.4,61.5
16,1,23,180,70,21.6,2.27,1,-1,-1,0.8,0,-1,summer,2021/7/20,11:00:00,5,27.5,63.3
16,1,23,180,70,21.6,2.27,1,-1,-1,0.5,1,-1,summer,2021/7/20,11:30:00,5,27.3,62.6
16,1,23,180,70,21.6,2.27,1,-1,-1,0.3,1,-1,summer,2021/7/20,12:00:00,5,27.1,61.8
16,1,23,180,70,21.6,2.27,1,-1,-1,0.2,1,-1,summer,2021/7/20,14:30:00,5,26.2,62
16,1,23,180,70,21.6,2.27,1,-1,-1,0.3,1,-1,summer,2021/7/20,15:00:00,5,26.8,60.6
16,1,23,180,70,21.6,2.27,1,-1,-1,0.3,1,-1,summer,2021/7/20,15:30:00,5,26.8,60.6
16,1,23,180,70,21.6,2.27,1,-1,-1,-0.5,1,0,summer,2021/7/20,16:00:00,5,25.2,62.2
16,1,23,180,70,21.6,2.27,1,-1,-1,-0.5,1,0,summer,2021/7/20,16:30:00,5,24.7,58.5
16,1,23,180,70,21.6,2.27,1,-1,-1,-0.5,1,0,summer,2021/7/20,17:00:00,5,24.7,58.2
16,1,23,180,70,21.6,2.27,1,-1,-1,-0.5,1,0,summer,2021/7/20,17:30:00,5,24.5,56.8
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/20,18:00:00,5,25,55.4
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,1,summer,2021/7/21,9:00:00,5,23.7,58.9
16,1,23,180,70,21.6,2.27,1,-1,-1,-0.8,1,1,summer,2021/7/21,9:30:00,5,24,57.4
16,1,23,180,70,21.6,2.27,1,-1,-1,-0.8,1,1,summer,2021/7/21,10:00:00,5,25.4,53
16,1,23,180,70,21.6,2.27,1,-1,-1,-0.4,1,1,summer,2021/7/21,10:30:00,5,25.4,51.2
16,1,23,180,70,21.6,2.27,1,-1,-1,-0.2,1,1,summer,2021/7/21,11:00:00,5,25.6,51.8
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,1,summer,2021/7/21,11:30:00,5,25.5,50.4
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,1,summer,2021/7/21,12:00:00,5,25.4,49.5
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/22,9:00:00,5,24.4,59.6
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/22,9:30:00,5,24.6,59.3
16,1,23,180,70,21.6,2.27,1,-1,-1,0.5,1,0,summer,2021/7/22,10:00:00,5,24.6,59.1
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/22,10:30:00,5,24.7,59.4
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/22,11:00:00,5,25.3,60.4
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/22,11:30:00,5,25.6,59.8
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/22,12:00:00,5,25.8,59.6
16,1,23,180,70,21.6,2.27,1,-1,-1,0.8,1,0,summer,2021/7/22,14:30:00,5,25.9,59
16,1,23,180,70,21.6,2.27,1,-1,-1,0.8,1,0,summer,2021/7/22,15:00:00,5,26.3,59.4
16,1,23,180,70,21.6,2.27,1,-1,-1,1,0,0,summer,2021/7/22,15:30:00,5,26.4,59.7
16,1,23,180,70,21.6,2.27,1,-1,-1,1,0,0,summer,2021/7/22,16:00:00,5,26.8,60.6
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,-1,summer,2021/7/22,16:30:00,5,27,60.8
16,1,23,180,70,21.6,2.27,1,-1,-1,0.2,1,-1,summer,2021/7/22,17:00:00,5,27,60.8
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,-1,summer,2021/7/22,17:30:00,5,26.9,60.8
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,-1,summer,2021/7/22,18:00:00,5,26.9,61.2
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/23,9:00:00,1,23.2,69
16,1,23,180,70,21.6,2.27,1,-1,-1,-0.5,1,0,summer,2021/7/23,9:30:00,1,23.3,68.3
16,1,23,180,70,21.6,2.27,1,-1,-1,-0.5,1,0,summer,2021/7/23,10:00:00,1,23.8,70.7
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/23,10:30:00,1,25.2,71.1
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/23,11:00:00,1,25.7,71.2
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/23,11:30:00,1,25.8,70.8
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/23,12:00:00,1,26,70.9
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/23,14:30:00,1,26.4,68.9
16,1,23,180,70,21.6,2.27,1,-1,-1,0.8,1,-1,summer,2021/7/23,15:00:00,1,26.5,69.1
16,1,23,180,70,21.6,2.27,1,-1,-1,0.8,1,-1,summer,2021/7/23,15:30:00,1,26.6,69
16,1,23,180,70,21.6,2.27,1,-1,-1,1,0,-1,summer,2021/7/23,16:00:00,1,26.7,69
16,1,23,180,70,21.6,2.27,1,-1,-1,0.8,1,-1,summer,2021/7/23,16:30:00,1,26.8,68.7
16,1,23,180,70,21.6,2.27,1,-1,-1,0.5,0,-1,summer,2021/7/23,17:00:00,1,26.8,69.5
16,1,23,180,70,21.6,2.27,1,-1,-1,0.5,0,-1,summer,2021/7/23,17:30:00,1,26.6,69.5
16,1,23,180,70,21.6,2.27,1,-1,-1,0.5,0,-1,summer,2021/7/23,18:00:00,1,26.5,68.2
16,1,23,180,70,21.6,2.27,1,-1,-1,0.8,0,-1,summer,2021/7/26,9:00:00,5,26.8,64.8
16,1,23,180,70,21.6,2.27,1,-1,-1,0.8,0,-1,summer,2021/7/26,9:30:00,5,27.7,62.7
16,1,23,180,70,21.6,2.27,1,-1,-1,1,0,-1,summer,2021/7/26,10:00:00,5,28,62.6
16,1,23,180,70,21.6,2.27,1,-1,-1,1.5,0,-1,summer,2021/7/26,10:30:00,5,28.1,62.4
16,1,23,180,70,21.6,2.27,1,-1,-1,1,0,-1,summer,2021/7/26,11:00:00,5,27.9,63.5
16,1,23,180,70,21.6,2.27,1,-1,-1,1.5,0,-1,summer,2021/7/26,11:30:00,5,27.9,63.7
16,1,23,180,70,21.6,2.27,1,-1,-1,1.5,0,-1,summer,2021/7/26,12:00:00,5,27.9,64
16,1,23,180,70,21.6,2.27,1,-1,-1,0.5,1,-1,summer,2021/7/26,14:30:00,5,26.9,62.8
16,1,23,180,70,21.6,2.27,1,-1,-1,0.3,1,-1,summer,2021/7/26,15:00:00,5,26.3,63.5
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/26,15:30:00,5,25.9,62.5
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/26,16:00:00,5,24.7,60.6
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/26,16:30:00,5,24.2,58.5
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/26,17:00:00,5,24.4,59.3
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/26,17:30:00,5,25.2,55.6
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/26,18:00:00,5,25.2,54.7
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/31,9:00:00,6,24.7,60.3
16,1,23,180,70,21.6,2.27,1,-1,-1,-0.2,1,0,summer,2021/7/31,9:30:00,6,25.2,59.9
16,1,23,180,70,21.6,2.27,1,-1,-1,-0.3,1,0,summer,2021/7/31,10:00:00,6,25.4,58.7
16,1,23,180,70,21.6,2.27,1,-1,-1,-0.5,1,-1,summer,2021/7/31,10:30:00,6,24.5,60.1
16,1,23,180,70,21.6,2.27,1,-1,-1,-0.5,1,-1,summer,2021/7/31,11:00:00,6,24.1,59.6
16,1,23,180,70,21.6,2.27,1,-1,-1,-0.5,1,-1,summer,2021/7/31,11:30:00,6,24.2,64.2
16,1,23,180,70,21.6,2.27,1,-1,-1,-0.2,1,0,summer,2021/7/31,12:00:00,6,24.6,65
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/31,14:30:00,6,24.3,62.4
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/31,15:00:00,6,24.7,61.7
16,1,23,180,70,21.6,2.27,1,-1,-1,0.3,1,-1,summer,2021/7/31,15:30:00,6,26.5,60
16,1,23,180,70,21.6,2.27,1,-1,-1,0.3,1,-1,summer,2021/7/31,16:00:00,6,27.4,58.3
16,1,23,180,70,21.6,2.27,1,-1,-1,0.8,1,-1,summer,2021/7/31,16:30:00,6,27.9,57.4
16,1,23,180,70,21.6,2.27,1,-1,-1,1,1,-1,summer,2021/7/31,17:00:00,6,28.2,56.7
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/31,17:30:00,6,26.6,56
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/7/31,18:00:00,6,26.4,58
16,1,23,180,70,21.6,2.27,1,-1,-1,0.3,1,0,summer,2021/8/1,9:00:00,5,25.8,61.2
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/8/1,9:30:00,5,23.3,61.7
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/8/1,10:00:00,5,23.6,61.2
16,1,23,180,70,21.6,2.27,1,-1,-1,-0.3,1,0,summer,2021/8/1,10:30:00,5,23.3,59.8
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/8/1,11:00:00,5,23.2,59.1
16,1,23,180,70,21.6,2.27,1,-1,-1,-0.2,1,0,summer,2021/8/1,11:30:00,5,22.9,58.5
16,1,23,180,70,21.6,2.27,1,-1,-1,0,1,0,summer,2021/8/1,12:00:00,5,25.4,56.1
