no,gender,age,height,weight,bmi,griffith,sensitivity,environment,thermal sensation,thermal comfort,thermal preference,room,seat,season,date,time,ta,hr
1,1,25,186,90,0,0.84,2,1,0.5,1,1,217,2,summer,2019/7/4,9:00:00,25.9,53.07
1,1,25,186,90,0,0.84,2,1,0.5,1,1,217,2,summer,2019/7/4,9:30:00,25.9,53.07
1,1,25,186,90,0,0.84,2,1,0,1,2,217,2,summer,2019/7/4,10:00:00,25.7,52.44
1,1,25,186,90,0,0.84,2,1,0,1,2,217,2,summer,2019/7/4,10:30:00,25.5,51.8
1,1,25,186,90,0,0.84,2,1,-1,2,3,217,2,summer,2019/7/4,11:00:00,25.3,50.93
1,1,25,186,90,0,0.84,2,1,-1,2,3,217,2,summer,2019/7/4,11:30:00,25.3,50.79
1,1,25,186,90,0,0.84,2,1,-1,2,3,217,2,summer,2019/7/4,12:00:00,25.3,50.33
1,1,25,186,90,0,0.84,2,1,-0.5,2,3,217,2,summer,2019/7/4,13:00:00,24.8,49.72
1,1,25,186,90,0,0.84,2,1,-0.5,2,3,217,2,summer,2019/7/4,14:30:00,24.7,49.91
1,1,25,186,90,0,0.84,2,1,-0.5,2,3,217,2,summer,2019/7/4,15:00:00,24.8,48.67
1,1,25,186,90,0,0.84,2,1,-0.5,1,2,217,2,summer,2019/7/4,15:30:00,24.8,49.37
1,1,25,186,90,0,0.84,2,1,-0.5,1,2,217,2,summer,2019/7/4,16:00:00,25.2,49.59
1,1,25,186,90,0,0.84,2,1,0,1,2,217,2,summer,2019/7/4,16:30:00,25.5,48.21
1,1,25,186,90,0,0.84,2,1,-0.5,1,2,217,2,summer,2019/7/4,17:00:00,25.8,46.93
1,1,25,186,90,0,0.84,2,1,0,1,2,217,2,summer,2019/7/4,17:30:00,26,46.71
1,1,25,186,90,0,0.84,2,1,1.5,2,1,217,2,summer,2019/7/8,9:00:00,27.2,46.26
1,1,25,186,90,0,0.84,2,1,0,1,2,217,2,summer,2019/7/8,9:30:00,26.2,46.26
1,1,25,186,90,0,0.84,2,1,0,1,2,217,2,summer,2019/7/8,10:00:00,25.9,45.71
1,1,25,186,90,0,0.84,2,1,-0.5,1,2,217,2,summer,2019/7/8,10:30:00,25.6,45.76
1,1,25,186,90,0,0.84,2,1,-1,2,3,217,2,summer,2019/7/8,11:00:00,25.4,46.13
1,1,25,186,90,0,0.84,2,1,-1,2,3,217,2,summer,2019/7/8,11:30:00,25.2,46.4
1,1,25,186,90,0,0.84,2,1,-1.5,2,3,217,2,summer,2019/7/8,12:00:00,25.1,46.82
1,1,25,186,90,0,0.84,2,1,-2,2,3,217,2,summer,2019/7/8,14:30:00,24.3,50.08
1,1,25,186,90,0,0.84,2,1,0,1,2,217,2,summer,2019/7/8,15:00:00,25.6,50.71
1,1,25,186,90,0,0.84,2,1,0,1,2,217,2,summer,2019/7/8,15:30:00,26.2,53.5
1,1,25,186,90,0,0.84,2,1,-0.5,1,2,217,2,summer,2019/7/8,16:00:00,25.5,52.04
1,1,25,186,90,0,0.84,2,1,-0.5,1,2,217,2,summer,2019/7/8,16:30:00,25.1,50.96
1,1,25,186,90,0,0.84,2,1,-0.5,1,2,217,2,summer,2019/7/8,17:00:00,25.1,53.72
1,1,25,186,90,0,0.84,2,1,-0.5,1,3,217,2,summer,2019/7/8,17:30:00,25.1,54.37
1,1,25,186,90,0,0.84,2,1,2.5,2,1,217,2,summer,2019/7/15,9:00:00,28.5,55.01
1,1,25,186,90,0,0.84,2,1,2,2,1,217,2,summer,2019/7/15,9:30:00,28.5,53.66
1,1,25,186,90,0,0.84,2,1,2,2,1,217,2,summer,2019/7/15,10:00:00,28.5,53.66
1,1,25,186,90,0,0.84,2,1,0,1,2,217,2,summer,2019/7/15,10:30:00,26.8,47.23
1,1,25,186,90,0,0.84,2,1,0,1,2,217,2,summer,2019/7/15,11:00:00,26.4,46.61
1,1,25,186,90,0,0.84,2,1,-0.5,1,2,217,2,summer,2019/7/15,11:30:00,26.4,46.83
1,1,25,186,90,0,0.84,2,1,0,1,2,217,2,summer,2019/7/15,12:00:00,26.2,47.1
1,1,25,186,90,0,0.84,2,1,0,1,2,217,2,summer,2019/7/15,14:30:00,25.7,46.74
1,1,25,186,90,0,0.84,2,1,-0.5,1,3,217,2,summer,2019/7/15,15:00:00,25.8,46.67
1,1,25,186,90,0,0.84,2,1,-0.5,1,3,217,2,summer,2019/7/15,15:30:00,25.8,46.67
1,1,25,186,90,0,0.84,2,1,-0.5,1,2,217,2,summer,2019/7/15,16:00:00,25.8,47.05
1,1,25,186,90,0,0.84,2,1,-0.5,1,2,217,2,summer,2019/7/15,16:30:00,25.5,46.81
1,1,25,186,90,0,0.84,2,1,-0.5,2,3,217,2,summer,2019/7/15,17:00:00,25.6,47.54
1,1,25,186,90,0,0.84,2,1,-0.5,2,3,217,2,summer,2019/7/15,17:30:00,25.5,47.23
1,1,25,186,90,0,0.84,2,1,0.5,1,1,202,2,summer,2019/7/16,9:00:00,26.4,53.89
1,1,25,186,90,0,0.84,2,1,-0.5,1,2,202,2,summer,2019/7/16,9:30:00,25.3,50.51
1,1,25,186,90,0,0.84,2,1,-1,2,3,202,2,summer,2019/7/16,10:00:00,24.9,50.67
1,1,25,186,90,0,0.84,2,1,-1,2,3,202,2,summer,2019/7/16,10:30:00,24.5,50.84
1,1,25,186,90,0,0.84,2,1,-1,2,3,202,2,summer,2019/7/16,11:00:00,24.4,51.99
1,1,25,186,90,0,0.84,2,1,0,1,2,202,2,summer,2019/7/16,11:30:00,25.5,53.62
1,1,25,186,90,0,0.84,2,1,0,1,2,202,2,summer,2019/7/16,12:00:00,26,55.47
1,1,25,186,90,0,0.84,2,1,0,1,2,202,2,summer,2019/7/16,14:30:00,24,52.44
1,1,25,186,90,0,0.84,2,1,-0.5,2,3,202,2,summer,2019/7/16,15:00:00,23.9,52.14
1,1,25,186,90,0,0.84,2,1,-0.5,2,3,202,2,summer,2019/7/16,15:30:00,23.8,52.39
1,1,25,186,90,0,0.84,2,1,-1,2,3,202,2,summer,2019/7/16,16:00:00,23.7,51.84
1,1,25,186,90,0,0.84,2,1,-1.5,2,3,202,2,summer,2019/7/16,16:30:00,23.7,52.25
1,1,25,186,90,0,0.84,2,1,0,1,2,202,2,summer,2019/7/16,17:00:00,24.8,53.4
1,1,25,186,90,0,0.84,2,1,0,1,2,202,2,summer,2019/7/16,17:30:00,25.2,55.4
1,1,25,186,90,0,0.84,2,1,1.5,2,1,202,4,summer,2019/7/17,9:00:00,26.2,63.48
1,1,25,186,90,0,0.84,2,1,-0.5,1,2,202,4,summer,2019/7/17,9:30:00,25.2,56.04
1,1,25,186,90,0,0.84,2,1,-1.5,2,3,202,4,summer,2019/7/17,10:00:00,25,55.3
1,1,25,186,90,0,0.84,2,1,0,1,2,202,4,summer,2019/7/17,10:30:00,25.8,57.86
1,1,25,186,90,0,0.84,2,1,0,1,2,202,4,summer,2019/7/17,11:00:00,26.1,60
1,1,25,186,90,0,0.84,2,1,0,1,2,202,4,summer,2019/7/17,11:30:00,26.2,61.48
1,1,25,186,90,0,0.84,2,1,0,1,2,202,4,summer,2019/7/17,12:00:00,26.4,62.3
1,1,25,186,90,0,0.84,2,1,-2,2,3,202,4,summer,2019/7/17,14:30:00,24.8,54.95
1,1,25,186,90,0,0.84,2,1,0,1,2,202,4,summer,2019/7/17,15:00:00,25.6,58.05
1,1,25,186,90,0,0.84,2,1,0.5,1,2,202,4,summer,2019/7/17,15:30:00,26,60.26
1,1,25,186,90,0,0.84,2,1,1,2,1,202,4,summer,2019/7/17,16:00:00,26.1,60.19
1,1,25,186,90,0,0.84,2,1,-1,2,3,202,4,summer,2019/7/17,16:30:00,25.1,54.39
1,1,25,186,90,0,0.84,2,1,-1,2,3,202,4,summer,2019/7/17,17:00:00,24.8,54.23
1,1,25,186,90,0,0.84,2,1,-2,2,3,202,4,summer,2019/7/17,17:30:00,24.5,53.1
1,1,25,186,90,0,0.84,2,1,0.5,1,2,224,3,summer,2019/7/19,9:00:00,25.7,58.36
1,1,25,186,90,0,0.84,2,1,0,1,2,224,3,summer,2019/7/19,9:30:00,24.9,61.27
1,1,25,186,90,0,0.84,2,1,-1,2,3,224,3,summer,2019/7/19,10:00:00,24.3,55.74
1,1,25,186,90,0,0.84,2,1,-1.5,2,3,224,3,summer,2019/7/19,10:30:00,24,56.66
1,1,25,186,90,0,0.84,2,1,0,1,2,224,3,summer,2019/7/19,11:00:00,25.6,59.38
1,1,25,186,90,0,0.84,2,1,0,1,2,224,3,summer,2019/7/19,11:30:00,26.2,60.58
1,1,25,186,90,0,0.84,2,1,0,1,2,224,3,summer,2019/7/19,12:00:00,26.5,61.76
1,1,25,186,90,0,0.84,2,1,-0.5,1,2,224,3,summer,2019/7/19,14:30:00,24.1,56.82
1,1,25,186,90,0,0.84,2,1,-0.5,2,3,224,3,summer,2019/7/19,15:00:00,23.9,56.41
1,1,25,186,90,0,0.84,2,1,-1.5,2,3,224,3,summer,2019/7/19,15:30:00,23.8,57.01
1,1,25,186,90,0,0.84,2,1,0,1,2,224,3,summer,2019/7/19,16:00:00,25.4,58.44
1,1,25,186,90,0,0.84,2,1,0,1,2,224,3,summer,2019/7/19,16:30:00,26.1,59.82
1,1,25,186,90,0,0.84,2,1,0.5,1,2,224,3,summer,2019/7/19,17:00:00,26.5,60.78
1,1,25,186,90,0,0.84,2,1,1,2,1,224,3,summer,2019/7/19,17:30:00,26.8,61.35
1,1,25,186,90,0,0.84,2,1,0,1,2,224,2,summer,2019/7/22,9:00:00,25.1,63.97
1,1,25,186,90,0,0.84,2,1,-1,2,3,224,2,summer,2019/7/22,9:30:00,24.3,59.6
1,1,25,186,90,0,0.84,2,1,0,2,3,224,2,summer,2019/7/22,10:00:00,24,58.04
1,1,25,186,90,0,0.84,2,1,-1.5,2,3,224,2,summer,2019/7/22,10:30:00,23.9,58.73
1,1,25,186,90,0,0.84,2,1,0,1,2,224,2,summer,2019/7/22,11:00:00,25.4,62.54
1,1,25,186,90,0,0.84,2,1,0,1,2,224,2,summer,2019/7/22,11:30:00,26,63.9
1,1,25,186,90,0,0.84,2,1,0,1,2,224,2,summer,2019/7/22,12:00:00,26.4,64.44
1,1,25,186,90,0,0.84,2,1,-2,2,3,224,2,summer,2019/7/22,14:30:00,24.5,54.96
1,1,25,186,90,0,0.84,2,1,-2.5,2,3,224,2,summer,2019/7/22,15:00:00,24.1,55.93
1,1,25,186,90,0,0.84,2,1,0.5,1,2,224,2,summer,2019/7/22,15:30:00,25.6,59.34
1,1,25,186,90,0,0.84,2,1,0,1,2,224,2,summer,2019/7/22,16:00:00,26.1,61.03
1,1,25,186,90,0,0.84,2,1,0.5,1,2,224,2,summer,2019/7/22,16:30:00,26.5,61.82
1,1,25,186,90,0,0.84,2,1,1,2,1,224,2,summer,2019/7/22,17:00:00,26.7,60.01
1,1,25,186,90,0,0.84,2,1,-1.5,2,3,224,2,summer,2019/7/22,17:30:00,24.8,54.39
1,1,25,186,90,0,0.84,2,1,0,1,2,217,2,summer,2019/7/24,9:00:00,23.6,65.48
1,1,25,186,90,0,0.84,2,1,-1,2,3,217,2,summer,2019/7/24,9:30:00,23.4,58.72
1,1,25,186,90,0,0.84,2,1,-2,2,3,217,2,summer,2019/7/24,10:00:00,23.5,57.14
1,1,25,186,90,0,0.84,2,1,0,1,2,217,2,summer,2019/7/24,10:30:00,24.9,60.94
1,1,25,186,90,0,0.84,2,1,1,1,2,217,2,summer,2019/7/24,11:00:00,25.5,62
1,1,25,186,90,0,0.84,2,1,-1.5,2,3,217,2,summer,2019/7/24,11:30:00,24.6,56.78
1,1,25,186,90,0,0.84,2,1,-2.5,2,3,217,2,summer,2019/7/24,12:00:00,24.3,55.84
1,1,25,186,90,0,0.84,2,1,0,1,2,217,2,summer,2019/7/24,14:30:00,26.7,61.48
1,1,25,186,90,0,0.84,2,1,0.5,1,2,217,2,summer,2019/7/24,15:00:00,27.2,61.9
1,1,25,186,90,0,0.84,2,1,0,1,2,217,2,summer,2019/7/24,15:30:00,25.9,54.53
1,1,25,186,90,0,0.84,2,1,-0.5,1,2,217,2,summer,2019/7/24,16:00:00,25.5,54.16
1,1,25,186,90,0,0.84,2,1,-1,2,3,217,2,summer,2019/7/24,16:30:00,25.3,53.99
1,1,25,186,90,0,0.84,2,1,-0.5,1,2,217,2,summer,2019/7/24,17:00:00,25.2,53.96
1,1,25,186,90,0,0.84,2,1,-1,2,3,217,2,summer,2019/7/24,17:30:00,25.3,54.66
1,1,25,186,90,0,0.84,2,1,0,1,2,202,1,summer,2019/7/26,9:00:00,26.1,65.03
1,1,25,186,90,0,0.84,2,1,0,1,2,202,1,summer,2019/7/26,9:30:00,25.3,57.56
1,1,25,186,90,0,0.84,2,1,0,1,2,202,1,summer,2019/7/26,10:00:00,23.3,56.05
1,1,25,186,90,0,0.84,2,1,-0.5,2,3,202,1,summer,2019/7/26,10:30:00,24.4,56.94
1,1,25,186,90,0,0.84,2,1,-1,2,3,202,1,summer,2019/7/26,11:00:00,24.4,57.95
1,1,25,186,90,0,0.84,2,1,0,1,2,202,1,summer,2019/7/26,11:30:00,25.3,58.96
1,1,25,186,90,0,0.84,2,1,0,1,2,202,1,summer,2019/7/26,12:00:00,25.7,59.84
1,1,25,186,90,0,0.84,2,1,-1,2,3,202,1,summer,2019/7/26,14:30:00,24.4,56.69
1,1,25,186,90,0,0.84,2,1,-1,2,3,202,1,summer,2019/7/26,15:00:00,24.5,57.03
1,1,25,186,90,0,0.84,2,1,-1,2,3,202,1,summer,2019/7/26,15:30:00,24.4,56.75
1,1,25,186,90,0,0.84,2,1,-1,2,3,202,1,summer,2019/7/26,16:00:00,24.4,56.97
1,1,25,186,90,0,0.84,2,1,-1,2,3,202,1,summer,2019/7/26,16:30:00,24.4,57.65
1,1,25,186,90,0,0.84,2,1,-1.5,2,3,202,1,summer,2019/7/26,17:00:00,24.4,57.83
1,1,25,186,90,0,0.84,2,1,0.5,1,2,202,1,summer,2019/7/26,17:30:00,25.3,60.1
10,1,21,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/12,14:30:00,25.3,59.48
10,1,21,177,60,0,0.97,2,1,1,2,1,202,5,summer,2019/7/12,15:00:00,25.5,60.84
10,1,21,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/12,15:30:00,24.7,55.79
10,1,21,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/12,16:00:00,24.3,54.26
10,1,21,177,60,0,0.97,2,1,0.5,1,2,202,5,summer,2019/7/12,16:30:00,24.2,55.46
10,1,21,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/12,17:00:00,24.2,55.99
10,1,21,177,60,0,0.97,2,1,0.5,1,2,202,5,summer,2019/7/12,17:30:00,24.1,55.14
10,1,23,177,60,0,0.97,2,1,0,1,2,224,2,summer,2019/7/18,9:00:00,26.2,61.88
10,1,23,177,60,0,0.97,2,1,0,1,2,224,2,summer,2019/7/18,9:30:00,25.7,63.12
10,1,23,177,60,0,0.97,2,1,-0.5,1,3,224,2,summer,2019/7/18,10:00:00,24.9,58.64
10,1,23,177,60,0,0.97,2,1,-0.5,1,3,224,2,summer,2019/7/18,10:30:00,24.8,60.71
10,1,23,177,60,0,0.97,2,1,0,1,2,224,2,summer,2019/7/18,11:00:00,26.2,64.51
10,1,23,177,60,0,0.97,2,1,0,1,2,224,2,summer,2019/7/18,11:30:00,26.7,61.97
10,1,23,177,60,0,0.97,2,1,0,1,2,224,2,summer,2019/7/18,12:00:00,26.8,61.16
10,1,23,177,60,0,0.97,2,1,0,1,2,224,2,summer,2019/7/18,14:30:00,23.9,57.55
10,1,23,177,60,0,0.97,2,1,-0.5,1,2,224,2,summer,2019/7/18,15:00:00,24.3,59.22
10,1,23,177,60,0,0.97,2,1,-0.5,1,2,224,2,summer,2019/7/18,15:30:00,24.3,60.74
10,1,23,177,60,0,0.97,2,1,0,1,2,224,2,summer,2019/7/18,16:00:00,24.6,57.43
10,1,23,177,60,0,0.97,2,1,0,1,3,224,2,summer,2019/7/18,16:30:00,24.8,56.17
10,1,23,177,60,0,0.97,2,1,0,1,2,224,2,summer,2019/7/18,17:00:00,25.3,59.11
10,1,23,177,60,0,0.97,2,1,0,1,2,224,2,summer,2019/7/18,17:30:00,25.9,60.32
10,1,23,177,60,0,0.97,2,1,0,1,3,202,4,summer,2019/7/19,9:00:00,24.9,66.89
10,1,23,177,60,0,0.97,2,1,0,1,3,202,4,summer,2019/7/19,9:30:00,24.5,61.14
10,1,23,177,60,0,0.97,2,1,0,1,3,202,4,summer,2019/7/19,10:00:00,24.1,58.01
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/19,10:30:00,24.6,63.63
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/19,11:00:00,24.3,58.25
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/19,11:30:00,24.6,59.7
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/19,12:00:00,24.5,62.73
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/19,14:30:00,24.1,67.08
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/19,15:00:00,24.1,68.39
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/19,15:30:00,23.8,59.54
10,1,23,177,60,0,0.97,2,1,-0.5,2,3,202,4,summer,2019/7/19,16:00:00,23.6,57.29
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/19,16:30:00,23.6,57.68
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/19,17:00:00,23.4,56.57
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/19,17:30:00,23.4,57.81
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/23,9:00:00,24.5,62.73
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/23,9:30:00,24.5,62.73
10,1,23,177,60,0,0.97,2,1,-0.5,2,3,224,4,summer,2019/7/23,10:00:00,24.5,62.73
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/23,10:30:00,24.5,62.73
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/23,11:00:00,24.5,62.73
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/23,11:30:00,24.5,62.73
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/23,12:00:00,24.5,62.73
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/23,14:30:00,24.5,62.73
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/23,15:00:00,24.5,56.91
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/23,15:30:00,24.6,59.7
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/23,16:00:00,24.1,68.39
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/23,16:30:00,26.2,61.88
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/23,17:00:00,26.2,61.88
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/23,17:30:00,23.2,57.32
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,9:00:00,24.3,54.64
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,9:30:00,24.5,57.56
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,10:00:00,24.8,55.87
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,10:30:00,24.9,55.22
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,11:00:00,25,55
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,11:30:00,25,54.94
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,12:00:00,25,55.04
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,14:30:00,23.1,57.62
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,15:00:00,23.2,57.32
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,15:30:00,23.1,57.06
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,16:00:00,23,56.59
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,16:30:00,22.9,57.2
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,17:00:00,22.9,57.48
10,1,23,177,60,0,0.97,2,1,0,1,2,224,5,summer,2019/7/24,17:30:00,22.8,57.43
10,1,23,177,60,0,0.97,2,1,0.5,2,1,202,4,summer,2019/7/26,9:00:00,26.1,64.68
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/26,9:30:00,25.1,56.31
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/26,10:00:00,25,59.63
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/26,10:30:00,23.5,56.85
10,1,23,177,60,0,0.97,2,1,0,1,3,202,4,summer,2019/7/26,11:00:00,24.4,58.52
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/26,11:30:00,25.2,58.81
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/26,12:00:00,25.7,59.81
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/26,14:30:00,24.5,56.98
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/26,15:00:00,24.5,56.75
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/26,15:30:00,24.4,56.82
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/26,16:00:00,24.4,56.84
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/26,16:30:00,24.4,57.53
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/26,17:00:00,24.4,57.82
10,1,23,177,60,0,0.97,2,1,0,1,2,202,4,summer,2019/7/26,17:30:00,25.3,60.03
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/27,9:00:00,25.1,65.04
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/27,9:30:00,24.5,61.1
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/27,10:00:00,24.1,60.27
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/27,10:30:00,24,58.95
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/27,11:00:00,24,60.99
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/27,11:30:00,24,60.99
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/27,12:00:00,25.4,64.17
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/27,14:30:00,24.5,65.09
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/27,15:00:00,24.6,62.62
10,1,23,177,60,0,0.97,2,1,0,2,1,224,4,summer,2019/7/27,15:30:00,24.5,62.25
10,1,23,177,60,0,0.97,2,1,0,2,1,224,4,summer,2019/7/27,16:00:00,25.5,64.96
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/27,16:30:00,24.6,58.1
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/27,17:00:00,24.3,58.78
10,1,23,177,60,0,0.97,2,1,0,1,2,224,4,summer,2019/7/27,17:30:00,24.3,59.67
10,1,23,177,60,0,0.97,2,1,0,2,1,202,5,summer,2019/7/28,9:00:00,26.6,63.45
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/28,9:30:00,25.4,56.25
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/28,10:00:00,25.1,55.32
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/28,10:30:00,24.9,55.25
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/28,11:00:00,25.9,57.89
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/28,11:30:00,26.2,58.96
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/28,12:00:00,26.6,61.29
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/28,14:30:00,24.4,57.03
10,1,23,177,60,0,0.97,2,1,0,2,3,202,5,summer,2019/7/28,15:00:00,24.5,57.09
10,1,23,177,60,0,0.97,2,1,0,2,3,202,5,summer,2019/7/28,15:30:00,24.6,57.62
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/28,16:00:00,24.4,56.86
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/28,16:30:00,25.5,59.28
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/28,17:00:00,25.9,61.62
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/28,17:30:00,26.3,63.38
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/29,9:00:00,25.3,56.67
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/29,9:30:00,24.9,56.31
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/29,10:00:00,24.8,55.92
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/29,10:30:00,25.6,58.36
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/29,11:00:00,26.1,60.78
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/29,11:30:00,26.2,62.13
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/29,12:00:00,26.4,63.39
10,1,23,177,60,0,0.97,2,1,0,2,1,202,5,summer,2019/7/29,14:30:00,24.9,57.46
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/29,15:00:00,25.7,59.37
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/29,15:30:00,26,60.41
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/29,16:00:00,25.1,56.72
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/29,16:30:00,24.8,56.48
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/29,17:00:00,24.6,55.59
10,1,23,177,60,0,0.97,2,1,0,1,2,202,5,summer,2019/7/29,17:30:00,25.4,57.77
10,1,23,177,60,0,0.97,2,1,0,1,2,224,3,summer,2019/7/30,9:00:00,25.4,57.77
10,1,23,177,60,0,0.97,2,1,0,1,2,224,3,summer,2019/7/30,9:30:00,25.4,57.77
10,1,23,177,60,0,0.97,2,1,0,1,2,224,3,summer,2019/7/30,10:00:00,24.7,56.22
10,1,23,177,60,0,0.97,2,1,0,1,3,224,3,summer,2019/7/30,10:30:00,25.4,57.77
10,1,23,177,60,0,0.97,2,1,0,1,3,224,3,summer,2019/7/30,11:00:00,24.7,56.22
10,1,23,177,60,0,0.97,2,1,0,1,2,224,3,summer,2019/7/30,11:30:00,25.4,57.77
10,1,23,177,60,0,0.97,2,1,0,1,2,224,3,summer,2019/7/30,12:00:00,25.4,57.77
10,1,23,177,60,0,0.97,2,1,0,1,2,224,3,summer,2019/7/30,14:30:00,25.7,59.37
10,1,23,177,60,0,0.97,2,1,0,1,2,224,3,summer,2019/7/30,15:00:00,24.3,59.98
