no,gender,age,height,weight,bmi,griffith,sensitivity,preference,environment,tsv,thermal comfort,thermal preference,season,date,time,room,ta,hr
2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.0,0,1.0,0,2021/7/21,09:00:00,5,23.7,58.9
2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.0,0,1.0,0,2021/7/21,09:30:00,5,24.0,57.4
2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.0,0,1.0,0,2021/7/21,10:00:00,5,25.4,53.0
2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.0,0,1.0,0,2021/7/21,10:30:00,5,25.4,51.2
2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.0,1,1.0,0,2021/7/21,11:00:00,5,25.6,51.8
2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.0,1,0.0,0,2021/7/21,11:30:00,5,25.5,50.4
2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.0,1,0.0,0,2021/7/21,12:00:00,5,25.4,49.5
4,1,24,183.0,80.0,23.89,0.96,1,1,1,1.0,1,1.0,0,2021/7/21,09:00:00,5,23.7,58.9
4,1,24,183.0,80.0,23.89,0.96,1,1,1,0.0,0,1.0,0,2021/7/21,09:30:00,5,24.0,57.4
4,1,24,183.0,80.0,23.89,0.96,1,1,1,0.0,0,1.0,0,2021/7/21,10:00:00,5,25.4,53.0
4,1,24,183.0,80.0,23.89,0.96,1,1,1,0.0,0,1.0,0,2021/7/21,10:30:00,5,25.4,51.2
4,1,24,183.0,80.0,23.89,0.96,1,1,1,0.0,0,1.0,0,2021/7/21,11:00:00,5,25.6,51.8
4,1,24,183.0,80.0,23.89,0.96,1,1,1,0.0,0,1.0,0,2021/7/21,11:30:00,5,25.5,50.4
4,1,24,183.0,80.0,23.89,0.96,1,1,1,0.0,0,1.0,0,2021/7/21,12:00:00,5,25.4,49.5
9,1,22,180.0,65.0,20.06,1.05,1,-1,-1,1.0,1,0.0,0,2021/7/21,09:00:00,5,23.7,58.9
9,1,22,180.0,65.0,20.06,1.05,1,-1,-1,1.0,1,-1.0,0,2021/7/21,09:30:00,5,24.0,57.4
9,1,22,180.0,65.0,20.06,1.05,1,-1,-1,2.0,1,-1.0,0,2021/7/21,10:00:00,5,25.4,53.0
9,1,22,180.0,65.0,20.06,1.05,1,-1,-1,1.0,1,0.0,0,2021/7/21,10:30:00,5,25.4,51.2
9,1,22,180.0,65.0,20.06,1.05,1,-1,-1,1.0,1,0.0,0,2021/7/21,11:00:00,5,25.6,51.8
9,1,22,180.0,65.0,20.06,1.05,1,-1,-1,1.0,1,0.0,0,2021/7/21,11:30:00,5,25.5,50.4
9,1,22,180.0,65.0,20.06,1.05,1,-1,-1,1.0,1,0.0,0,2021/7/21,12:00:00,5,25.4,49.5
