no,gender,age,height,weight,bmi,griffith,sensitivity,preference,environment,tsv,thermal comfort,thermal preference,season,date,time,room,ta,hr
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/10,09:00:00,5,22.2,15.7
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/10,09:30:00,5,22.6,16.3
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/10,10:00:00,5,22.9,16.8
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/10,10:30:00,5,24.0,16.4
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/10,11:00:00,5,24.6,16.3
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/10,11:30:00,5,24.9,16.2
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/10,12:00:00,5,25.0,16.3
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,1.0,1,2021/1/10,14:30:00,5,25.3,13.6
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,1.0,1,2021/1/10,15:00:00,5,25.4,14.7
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,1.0,1,2021/1/10,15:30:00,5,25.7,15.2
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/10,16:00:00,5,25.3,15.9
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/10,16:30:00,5,25.0,16.5
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/10,17:00:00,5,24.9,16.8
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/10,17:30:00,5,24.7,16.8
22,1,23,175.0,67.0,21.88,0.83,1,0,0,0.0,1,3.0,1,2021/1/10,09:00:00,5,22.2,15.7
22,1,23,175.0,67.0,21.88,0.83,1,0,0,0.0,1,3.0,1,2021/1/10,09:30:00,5,22.6,16.3
22,1,23,175.0,67.0,21.88,0.83,1,0,0,1.0,1,3.0,1,2021/1/10,10:00:00,5,22.9,16.8
22,1,23,175.0,67.0,21.88,0.83,1,0,0,1.0,1,2.0,1,2021/1/10,10:30:00,5,24.0,16.4
22,1,23,175.0,67.0,21.88,0.83,1,0,0,1.0,1,2.0,1,2021/1/10,11:00:00,5,24.6,16.3
22,1,23,175.0,67.0,21.88,0.83,1,0,0,1.0,1,2.0,1,2021/1/10,11:30:00,5,24.9,16.2
22,1,23,175.0,67.0,21.88,0.83,1,0,0,1.0,1,2.0,1,2021/1/10,12:00:00,5,25.0,16.3
22,1,23,175.0,67.0,21.88,0.83,1,0,0,1.0,1,2.0,1,2021/1/10,14:30:00,5,25.3,13.6
22,1,23,175.0,67.0,21.88,0.83,1,0,0,2.0,1,1.0,1,2021/1/10,15:00:00,5,25.4,14.7
22,1,23,175.0,67.0,21.88,0.83,1,0,0,2.0,0,1.0,1,2021/1/10,15:30:00,5,25.7,15.2
22,1,23,175.0,67.0,21.88,0.83,1,0,0,2.0,0,1.0,1,2021/1/10,16:00:00,5,25.3,15.9
22,1,23,175.0,67.0,21.88,0.83,1,0,0,1.0,1,2.0,1,2021/1/10,16:30:00,5,25.0,16.5
22,1,23,175.0,67.0,21.88,0.83,1,0,0,1.0,1,2.0,1,2021/1/10,17:00:00,5,24.9,16.8
22,1,23,175.0,67.0,21.88,0.83,1,0,0,1.0,1,2.0,1,2021/1/10,17:30:00,5,24.7,16.8
25,0,24,160.0,50.0,19.53,0.73,2,0,0,1.0,1,2.0,1,2021/1/10,09:00:00,6,27.1,12.5
25,0,24,160.0,50.0,19.53,0.73,2,0,0,1.0,1,2.0,1,2021/1/10,09:30:00,6,27.6,13.4
25,0,24,160.0,50.0,19.53,0.73,2,0,0,1.0,1,2.0,1,2021/1/10,10:00:00,6,28.2,13.4
25,0,24,160.0,50.0,19.53,0.73,2,0,0,2.0,0,1.0,1,2021/1/10,10:30:00,6,24.7,15.8
25,0,24,160.0,50.0,19.53,0.73,2,0,0,1.0,1,2.0,1,2021/1/10,11:00:00,6,24.0,16.4
25,0,24,160.0,50.0,19.53,0.73,2,0,0,0.0,0,3.0,1,2021/1/10,11:30:00,6,23.7,16.7
25,0,24,160.0,50.0,19.53,0.73,2,0,0,0.0,0,3.0,1,2021/1/10,12:00:00,6,23.4,16.7
25,0,24,160.0,50.0,19.53,0.73,2,0,0,1.0,1,2.0,1,2021/1/10,14:30:00,6,22.0,16.8
25,0,24,160.0,50.0,19.53,0.73,2,0,0,1.0,1,2.0,1,2021/1/10,15:00:00,6,22.4,17.3
25,0,24,160.0,50.0,19.53,0.73,2,0,0,1.0,1,2.0,1,2021/1/10,15:30:00,6,22.6,17.6
25,0,24,160.0,50.0,19.53,0.73,2,0,0,1.0,1,2.0,1,2021/1/10,16:00:00,6,28.0,13.3
25,0,24,160.0,50.0,19.53,0.73,2,0,0,1.0,1,2.0,1,2021/1/10,16:30:00,6,28.8,12.9
25,0,24,160.0,50.0,19.53,0.73,2,0,0,1.0,1,2.0,1,2021/1/10,17:00:00,6,27.9,13.9
25,0,24,160.0,50.0,19.53,0.73,2,0,0,0.0,0,3.0,1,2021/1/10,17:30:00,6,28.0,13.9
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/10,09:00:00,4,28.2,11.8
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,2.0,0,1.0,1,2021/1/10,09:30:00,4,28.8,12.9
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,2.0,1,2.0,1,2021/1/10,10:00:00,4,29.4,13.6
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/10,10:30:00,4,27.7,15.9
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/10,11:00:00,4,26.9,16.8
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/10,11:30:00,4,26.4,17.4
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/10,12:00:00,4,26.1,17.4
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,2.0,1,2.0,1,2021/1/10,14:30:00,4,25.3,14.1
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,2.0,0,1.0,1,2021/1/10,15:00:00,4,29.3,13.2
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,2.0,0,1.0,1,2021/1/10,15:30:00,4,30.3,13.8
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,2.0,1,1.0,1,2021/1/10,16:00:00,4,30.9,13.9
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/10,16:30:00,4,31.2,13.5
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/10,17:00:00,4,30.7,13.7
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,2.0,1,1.0,1,2021/1/10,17:30:00,4,31.0,13.7
35,0,22,163.0,60.0,22.58,2.4,1,-1,0,2.0,0,1.0,1,2021/1/10,09:00:00,4,28.2,11.8
35,0,22,163.0,60.0,22.58,2.4,1,-1,0,2.0,0,1.0,1,2021/1/10,09:30:00,4,28.8,12.9
35,0,22,163.0,60.0,22.58,2.4,1,-1,0,2.0,0,1.0,1,2021/1/10,10:00:00,4,29.4,13.6
35,0,22,163.0,60.0,22.58,2.4,1,-1,0,2.0,0,1.0,1,2021/1/10,10:30:00,4,27.7,15.9
35,0,22,163.0,60.0,22.58,2.4,1,-1,0,2.0,1,1.0,1,2021/1/10,11:00:00,4,26.9,16.8
35,0,22,163.0,60.0,22.58,2.4,1,-1,0,2.0,1,1.0,1,2021/1/10,11:30:00,4,26.4,17.4
35,0,22,163.0,60.0,22.58,2.4,1,-1,0,1.0,1,1.0,1,2021/1/10,12:00:00,4,26.1,17.4
35,0,22,163.0,60.0,22.58,2.4,1,-1,0,2.0,1,1.0,1,2021/1/10,14:30:00,4,25.3,14.1
35,0,22,163.0,60.0,22.58,2.4,1,-1,0,2.0,0,1.0,1,2021/1/10,15:00:00,4,29.3,13.2
35,0,22,163.0,60.0,22.58,2.4,1,-1,0,2.0,0,1.0,1,2021/1/10,15:30:00,4,30.3,13.8
35,0,22,163.0,60.0,22.58,2.4,1,-1,0,2.0,0,1.0,1,2021/1/10,16:00:00,4,30.9,13.9
35,0,22,163.0,60.0,22.58,2.4,1,-1,0,2.0,0,1.0,1,2021/1/10,16:30:00,4,31.2,13.5
35,0,22,163.0,60.0,22.58,2.4,1,-1,0,2.0,0,1.0,1,2021/1/10,17:00:00,4,30.7,13.7
35,0,22,163.0,60.0,22.58,2.4,1,-1,0,2.0,0,1.0,1,2021/1/10,17:30:00,4,31.0,13.7
38,0,23,167.0,53.0,19.0,2.39,0,1,1,1.0,1,2.0,1,2021/1/10,09:00:00,4,28.2,11.8
38,0,23,167.0,53.0,19.0,2.39,0,1,1,1.0,1,2.0,1,2021/1/10,09:30:00,4,28.8,12.9
38,0,23,167.0,53.0,19.0,2.39,0,1,1,2.0,0,1.0,1,2021/1/10,10:00:00,4,29.4,13.6
38,0,23,167.0,53.0,19.0,2.39,0,1,1,2.0,0,1.0,1,2021/1/10,10:30:00,4,27.7,15.9
38,0,23,167.0,53.0,19.0,2.39,0,1,1,2.0,0,1.0,1,2021/1/10,11:00:00,4,26.9,16.8
38,0,23,167.0,53.0,19.0,2.39,0,1,1,2.0,1,2.0,1,2021/1/10,11:30:00,4,26.4,17.4
38,0,23,167.0,53.0,19.0,2.39,0,1,1,2.0,1,2.0,1,2021/1/10,12:00:00,4,26.1,17.4
38,0,23,167.0,53.0,19.0,2.39,0,1,1,2.0,0,1.0,1,2021/1/10,14:30:00,4,25.3,14.1
38,0,23,167.0,53.0,19.0,2.39,0,1,1,2.0,0,1.0,1,2021/1/10,15:00:00,4,29.3,13.2
38,0,23,167.0,53.0,19.0,2.39,0,1,1,2.0,0,1.0,1,2021/1/10,15:30:00,4,30.3,13.8
38,0,23,167.0,53.0,19.0,2.39,0,1,1,2.0,0,1.0,1,2021/1/10,16:00:00,4,30.9,13.9
38,0,23,167.0,53.0,19.0,2.39,0,1,1,2.0,0,1.0,1,2021/1/10,16:30:00,4,31.2,13.5
38,0,23,167.0,53.0,19.0,2.39,0,1,1,2.0,0,1.0,1,2021/1/10,17:00:00,4,30.7,13.7
38,0,23,167.0,53.0,19.0,2.39,0,1,1,2.0,0,1.0,1,2021/1/10,17:30:00,4,31.0,13.7
39,1,21,185.0,74.0,21.62,-0.83,1,-1,0,1.0,1,2.0,1,2021/1/10,09:00:00,5,22.2,15.7
39,1,21,185.0,74.0,21.62,-0.83,1,-1,0,1.0,1,2.0,1,2021/1/10,09:30:00,5,22.6,16.3
39,1,21,185.0,74.0,21.62,-0.83,1,-1,0,1.0,1,2.0,1,2021/1/10,10:00:00,5,22.9,16.8
39,1,21,185.0,74.0,21.62,-0.83,1,-1,0,1.0,1,2.0,1,2021/1/10,10:30:00,5,24.0,16.4
39,1,21,185.0,74.0,21.62,-0.83,1,-1,0,1.0,1,2.0,1,2021/1/10,11:00:00,5,24.6,16.3
39,1,21,185.0,74.0,21.62,-0.83,1,-1,0,1.0,1,2.0,1,2021/1/10,11:30:00,5,24.9,16.2
39,1,21,185.0,74.0,21.62,-0.83,1,-1,0,1.0,1,2.0,1,2021/1/10,12:00:00,5,25.0,16.3
39,1,21,185.0,74.0,21.62,-0.83,1,-1,0,1.0,1,2.0,1,2021/1/10,14:30:00,5,25.3,13.6
39,1,21,185.0,74.0,21.62,-0.83,1,-1,0,1.0,1,2.0,1,2021/1/10,15:00:00,5,25.4,14.7
39,1,21,185.0,74.0,21.62,-0.83,1,-1,0,1.0,1,2.0,1,2021/1/10,15:30:00,5,25.7,15.2
39,1,21,185.0,74.0,21.62,-0.83,1,-1,0,1.0,1,2.0,1,2021/1/10,16:00:00,5,25.3,15.9
39,1,21,185.0,74.0,21.62,-0.83,1,-1,0,1.0,1,2.0,1,2021/1/10,16:30:00,5,25.0,16.5
39,1,21,185.0,74.0,21.62,-0.83,1,-1,0,1.0,1,2.0,1,2021/1/10,17:00:00,5,24.9,16.8
39,1,21,185.0,74.0,21.62,-0.83,1,-1,0,1.0,1,2.0,1,2021/1/10,17:30:00,5,24.7,16.8
47,0,23,174.0,51.0,16.85,0.16,1,1,1,2.0,1,1.0,1,2021/1/10,09:00:00,5,22.2,15.7
47,0,23,174.0,51.0,16.85,0.16,1,1,1,1.0,1,2.0,1,2021/1/10,09:30:00,5,22.6,16.3
47,0,23,174.0,51.0,16.85,0.16,1,1,1,1.0,1,2.0,1,2021/1/10,10:00:00,5,22.9,16.8
47,0,23,174.0,51.0,16.85,0.16,1,1,1,2.0,1,1.0,1,2021/1/10,10:30:00,5,24.0,16.4
47,0,23,174.0,51.0,16.85,0.16,1,1,1,1.0,1,2.0,1,2021/1/10,11:00:00,5,24.6,16.3
47,0,23,174.0,51.0,16.85,0.16,1,1,1,1.0,1,2.0,1,2021/1/10,11:30:00,5,24.9,16.2
47,0,23,174.0,51.0,16.85,0.16,1,1,1,1.0,1,2.0,1,2021/1/10,12:00:00,5,25.0,16.3
47,0,23,174.0,51.0,16.85,0.16,1,1,1,1.0,1,2.0,1,2021/1/10,14:30:00,5,25.3,13.6
47,0,23,174.0,51.0,16.85,0.16,1,1,1,1.0,1,2.0,1,2021/1/10,15:00:00,5,25.4,14.7
