0,1,0
22,40,0
22.5,40,0
23,40,0
23.5,40,0
24,40,0
24.5,40,0
25,40,0
25.5,40,0
26,40,1
26.5,40,1
27,40,1
27.5,40,2
28,40,1
28.5,40,2
29,40,2
29.5,40,2
22,41,0
22.5,41,0
23,41,0
23.5,41,0
24,41,0
24.5,41,0
25,41,1
25.5,41,0
26,41,1
26.5,41,1
27,41,1
27.5,41,2
28,41,2
28.5,41,2
29,41,2
29.5,41,2
22,42,0
22.5,42,0
23,42,0
23.5,42,0
24,42,0
24.5,42,1
25,42,0
25.5,42,1
26,42,1
26.5,42,1
27,42,2
27.5,42,2
28,42,2
28.5,42,2
29,42,2
29.5,42,2
22,43,0
22.5,43,0
23,43,0
23.5,43,0
24,43,0
24.5,43,0
25,43,0
25.5,43,0
26,43,1
26.5,43,1
27,43,1
27.5,43,2
28,43,2
28.5,43,2
29,43,2
29.5,43,2
22,44,0
22.5,44,0
23,44,0
23.5,44,0
24,44,0
24.5,44,0
25,44,0
25.5,44,1
26,44,1
26.5,44,1
27,44,2
27.5,44,1
28,44,2
28.5,44,2
29,44,2
29.5,44,2
22,45,0
22.5,45,0
23,45,0
23.5,45,0
24,45,0
24.5,45,1
25,45,1
25.5,45,1
26,45,1
26.5,45,1
27,45,1
27.5,45,2
28,45,2
28.5,45,2
29,45,2
29.5,45,2
22,46,0
22.5,46,0
23,46,0
23.5,46,0
24,46,0
24.5,46,0
25,46,1
25.5,46,1
26,46,1
26.5,46,1
27,46,1
27.5,46,2
28,46,2
28.5,46,2
29,46,2
29.5,46,2
22,47,0
22.5,47,0
23,47,0
23.5,47,0
24,47,1
24.5,47,0
25,47,0
25.5,47,1
26,47,1
26.5,47,1
27,47,2
27.5,47,2
28,47,2
28.5,47,2
29,47,2
29.5,47,2
22,48,0
22.5,48,0
23,48,0
23.5,48,0
24,48,0
24.5,48,1
25,48,1
25.5,48,1
26,48,1
26.5,48,1
27,48,1
27.5,48,2
28,48,2
28.5,48,2
29,48,2
29.5,48,2
22,49,0
22.5,49,0
23,49,0
23.5,49,0
24,49,0
24.5,49,0
25,49,1
25.5,49,1
26,49,1
26.5,49,1
27,49,1
27.5,49,1
28,49,2
28.5,49,2
29,49,2
29.5,49,2
22,50,0
22.5,50,0
23,50,0
23.5,50,0
24,50,1
24.5,50,1
25,50,1
25.5,50,1
26,50,1
26.5,50,1
27,50,2
27.5,50,2
28,50,2
28.5,50,2
29,50,2
29.5,50,2
22,51,0
22.5,51,0
23,51,0
23.5,51,0
24,51,0
24.5,51,0
25,51,1
25.5,51,1
26,51,1
26.5,51,1
27,51,2
27.5,51,2
28,51,2
28.5,51,2
29,51,2
29.5,51,2
22,52,0
22.5,52,0
23,52,0
23.5,52,0
24,52,1
24.5,52,1
25,52,1
25.5,52,1
26,52,1
26.5,52,2
27,52,1
27.5,52,2
28,52,2
28.5,52,2
29,52,2
29.5,52,2
22,53,0
22.5,53,0
23,53,0
23.5,53,1
24,53,0
24.5,53,1
25,53,1
25.5,53,1
26,53,1
26.5,53,1
27,53,2
27.5,53,2
28,53,2
28.5,53,2
29,53,2
29.5,53,2
22,54,0
22.5,54,0
23,54,0
23.5,54,0
24,54,1
24.5,54,1
25,54,1
25.5,54,1
26,54,1
26.5,54,2
27,54,2
27.5,54,2
28,54,2
28.5,54,2
29,54,2
29.5,54,2
22,55,0
22.5,55,0
23,55,0
23.5,55,0
24,55,1
24.5,55,1
25,55,1
25.5,55,1
26,55,1
26.5,55,1
27,55,2
27.5,55,2
28,55,2
28.5,55,2
29,55,2
29.5,55,2
22,56,0
22.5,56,0
23,56,0
23.5,56,0
24,56,1
24.5,56,1
25,56,1
25.5,56,1
26,56,1
26.5,56,1
27,56,2
27.5,56,2
28,56,2
28.5,56,2
29,56,2
29.5,56,2
22,57,0
22.5,57,0
23,57,0
23.5,57,1
24,57,1
24.5,57,1
25,57,1
25.5,57,1
26,57,1
26.5,57,2
27,57,2
27.5,57,2
28,57,2
28.5,57,2
29,57,2
29.5,57,2
22,58,0
22.5,58,0
23,58,0
23.5,58,0
24,58,1
24.5,58,1
25,58,1
25.5,58,1
26,58,1
26.5,58,1
27,58,2
27.5,58,2
28,58,2
28.5,58,2
29,58,2
29.5,58,2
22,59,0
22.5,59,0
23,59,0
23.5,59,0
24,59,1
24.5,59,1
25,59,1
25.5,59,1
26,59,2
26.5,59,2
27,59,2
27.5,59,2
28,59,2
28.5,59,2
29,59,2
29.5,59,2
22,60,0
22.5,60,0
23,60,0
23.5,60,0
24,60,1
24.5,60,1
25,60,1
25.5,60,1
26,60,1
26.5,60,2
27,60,2
27.5,60,2
28,60,2
28.5,60,2
29,60,2
29.5,60,2
22,61,0
22.5,61,0
23,61,0
23.5,61,1
24,61,1
24.5,61,1
25,61,1
25.5,61,2
26,61,2
26.5,61,2
27,61,2
27.5,61,2
28,61,2
28.5,61,2
29,61,2
29.5,61,2
22,62,0
22.5,62,0
23,62,0
23.5,62,1
24,62,1
24.5,62,1
25,62,1
25.5,62,1
26,62,2
26.5,62,2
27,62,2
27.5,62,2
28,62,2
28.5,62,2
29,62,2
29.5,62,2
22,63,0
22.5,63,0
23,63,0
23.5,63,0
24,63,1
24.5,63,1
25,63,1
25.5,63,2
26,63,1
26.5,63,2
27,63,2
27.5,63,2
28,63,2
28.5,63,2
29,63,2
29.5,63,2
22,64,0
22.5,64,0
23,64,0
23.5,64,0
24,64,1
24.5,64,2
25,64,1
25.5,64,1
26,64,2
26.5,64,2
27,64,2
27.5,64,2
28,64,2
28.5,64,2
29,64,2
29.5,64,2
22,65,0
22.5,65,0
23,65,0
23.5,65,0
24,65,0
24.5,65,1
25,65,1
25.5,65,2
26,65,2
26.5,65,2
27,65,2
27.5,65,2
28,65,2
28.5,65,2
29,65,2
29.5,65,2
22,66,0
22.5,66,0
23,66,0
23.5,66,0
24,66,0
24.5,66,1
25,66,1
25.5,66,2
26,66,2
26.5,66,2
27,66,2
27.5,66,2
28,66,2
28.5,66,2
29,66,2
29.5,66,2
22,67,0
22.5,67,0
23,67,0
23.5,67,0
24,67,0
24.5,67,0
25,67,2
25.5,67,2
26,67,2
26.5,67,2
27,67,2
27.5,67,2
28,67,2
28.5,67,2
29,67,2
29.5,67,2
22,68,0
22.5,68,0
23,68,0
23.5,68,0
24,68,1
24.5,68,1
25,68,1
25.5,68,2
26,68,2
26.5,68,2
27,68,2
27.5,68,2
28,68,2
28.5,68,2
29,68,2
29.5,68,2
22,69,0
22.5,69,0
23,69,0
23.5,69,0
24,69,0
24.5,69,2
25,69,2
25.5,69,2
26,69,2
26.5,69,2
27,69,2
27.5,69,2
28,69,2
28.5,69,2
29,69,2
29.5,69,2
22,70,0
22.5,70,0
23,70,0
23.5,70,0
24,70,0
24.5,70,2
25,70,2
25.5,70,2
26,70,2
26.5,70,2
27,70,2
27.5,70,2
28,70,2
28.5,70,2
29,70,2
29.5,70,2
