0,1,0
20,10,0
20.5,10,0
21,10,0
21.5,10,0
22,10,0
22.5,10,0
23,10,0
23.5,10,0
24,10,1
24.5,10,1
25,10,1
25.5,10,1
26,10,2
26.5,10,1
27,10,2
27.5,10,2
20,11,0
20.5,11,0
21,11,0
21.5,11,0
22,11,0
22.5,11,1
23,11,0
23.5,11,0
24,11,1
24.5,11,1
25,11,1
25.5,11,1
26,11,1
26.5,11,2
27,11,2
27.5,11,2
20,12,0
20.5,12,0
21,12,0
21.5,12,0
22,12,0
22.5,12,0
23,12,0
23.5,12,1
24,12,1
24.5,12,1
25,12,1
25.5,12,1
26,12,2
26.5,12,1
27,12,2
27.5,12,2
20,13,0
20.5,13,0
21,13,0
21.5,13,0
22,13,0
22.5,13,0
23,13,1
23.5,13,1
24,13,1
24.5,13,1
25,13,1
25.5,13,1
26,13,1
26.5,13,2
27,13,2
27.5,13,2
20,14,0
20.5,14,0
21,14,0
21.5,14,0
22,14,0
22.5,14,0
23,14,0
23.5,14,1
24,14,1
24.5,14,1
25,14,1
25.5,14,1
26,14,2
26.5,14,1
27,14,2
27.5,14,2
20,15,0
20.5,15,0
21,15,0
21.5,15,0
22,15,1
22.5,15,1
23,15,1
23.5,15,1
24,15,1
24.5,15,1
25,15,1
25.5,15,1
26,15,2
26.5,15,2
27,15,2
27.5,15,2
20,16,0
20.5,16,0
21,16,0
21.5,16,0
22,16,1
22.5,16,0
23,16,1
23.5,16,1
24,16,1
24.5,16,1
25,16,1
25.5,16,1
26,16,1
26.5,16,1
27,16,2
27.5,16,2
20,17,0
20.5,17,0
21,17,0
21.5,17,0
22,17,0
22.5,17,1
23,17,1
23.5,17,1
24,17,1
24.5,17,1
25,17,1
25.5,17,2
26,17,1
26.5,17,2
27,17,2
27.5,17,2
20,18,0
20.5,18,0
21,18,0
21.5,18,0
22,18,1
22.5,18,1
23,18,1
23.5,18,1
24,18,1
24.5,18,1
25,18,1
25.5,18,1
26,18,2
26.5,18,2
27,18,2
27.5,18,2
20,19,0
20.5,19,0
21,19,0
21.5,19,0
22,19,1
22.5,19,0
23,19,1
23.5,19,1
24,19,1
24.5,19,1
25,19,2
25.5,19,2
26,19,1
26.5,19,2
27,19,2
27.5,19,2
20,20,0
20.5,20,0
21,20,0
21.5,20,0
22,20,0
22.5,20,1
23,20,1
23.5,20,1
24,20,1
24.5,20,2
25,20,1
25.5,20,1
26,20,2
26.5,20,2
27,20,2
27.5,20,2
20,21,0
20.5,21,0
21,21,0
21.5,21,0
22,21,1
22.5,21,1
23,21,1
23.5,21,1
24,21,1
24.5,21,2
25,21,2
25.5,21,2
26,21,1
26.5,21,2
27,21,2
27.5,21,2
20,22,0
20.5,22,0
21,22,0
21.5,22,0
22,22,1
22.5,22,1
23,22,1
23.5,22,1
24,22,2
24.5,22,1
25,22,2
25.5,22,2
26,22,2
26.5,22,2
27,22,2
27.5,22,2
20,23,0
20.5,23,0
21,23,0
21.5,23,1
22,23,1
22.5,23,0
23,23,2
23.5,23,1
24,23,1
24.5,23,2
25,23,2
25.5,23,2
26,23,2
26.5,23,2
27,23,2
27.5,23,2
20,24,0
20.5,24,0
21,24,0
21.5,24,0
22,24,0
22.5,24,1
23,24,1
23.5,24,2
24,24,2
24.5,24,2
25,24,2
25.5,24,2
26,24,2
26.5,24,2
27,24,2
27.5,24,2
20,25,0
20.5,25,0
21,25,0
21.5,25,0
22,25,1
22.5,25,1
23,25,2
23.5,25,2
24,25,2
24.5,25,2
25,25,2
25.5,25,2
26,25,2
26.5,25,2
27,25,2
27.5,25,2
