no,gender,age,height,weight,bmi,griffith,sensitivity,preference,environment,tsv,thermal comfort,thermal preference,season,date,time,room,ta,hr
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/13,09:00:00,5,22.2,15.3
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/13,09:30:00,5,22.6,16.3
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/13,10:00:00,5,22.9,16.6
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/13,10:30:00,5,23.7,16.2
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/13,11:00:00,5,24.3,16.4
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/13,11:30:00,5,24.8,16.5
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/13,12:00:00,5,25.1,16.5
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,1.0,1,2021/1/13,14:30:00,5,25.6,14.4
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,1.0,1,2021/1/13,15:00:00,5,25.8,15.2
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,1.0,1,2021/1/13,15:30:00,5,25.9,16.0
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,1.0,1,2021/1/13,16:00:00,5,25.6,17.0
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,2.0,1,1.0,1,2021/1/13,16:30:00,5,25.4,17.4
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/13,17:00:00,5,25.3,18.0
16,1,22,180.0,66.0,20.37,2.27,1,-1,1,1.0,1,2.0,1,2021/1/13,17:30:00,5,25.2,18.4
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/13,09:00:00,5,22.2,15.3
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/13,09:30:00,5,22.6,16.3
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/13,10:00:00,5,22.9,16.6
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/13,10:30:00,5,23.7,16.2
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/13,11:00:00,5,24.3,16.4
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/13,11:30:00,5,24.8,16.5
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/13,12:00:00,5,25.1,16.5
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,2.0,1,1.0,1,2021/1/13,14:30:00,5,25.6,14.4
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/13,15:00:00,5,25.8,15.2
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/13,15:30:00,5,25.9,16.0
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/13,16:00:00,5,25.6,17.0
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/13,16:30:00,5,25.4,17.4
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/13,17:00:00,5,25.3,18.0
27,1,22,175.0,65.0,21.22,1.2,0,-1,1,1.0,1,2.0,1,2021/1/13,17:30:00,5,25.2,18.4
33,0,27,165.0,48.0,17.63,0.57,0,1,1,1.0,1,2.0,1,2021/1/13,09:00:00,6,24.5,12.5
33,0,27,165.0,48.0,17.63,0.57,0,1,1,1.0,1,1.0,1,2021/1/13,09:30:00,6,26.1,12.5
33,0,27,165.0,48.0,17.63,0.57,0,1,1,2.0,1,1.0,1,2021/1/13,10:00:00,6,26.5,13.1
33,0,27,165.0,48.0,17.63,0.57,0,1,1,2.0,1,1.0,1,2021/1/13,10:30:00,6,24.7,14.5
33,0,27,165.0,48.0,17.63,0.57,0,1,1,1.0,1,2.0,1,2021/1/13,11:00:00,6,24.3,15.2
33,0,27,165.0,48.0,17.63,0.57,0,1,1,2.0,0,1.0,1,2021/1/13,11:30:00,6,24.1,15.6
33,0,27,165.0,48.0,17.63,0.57,0,1,1,2.0,0,1.0,1,2021/1/13,12:00:00,6,24.1,15.9
33,0,27,165.0,48.0,17.63,0.57,0,1,1,1.0,1,2.0,1,2021/1/13,14:30:00,6,24.5,14.9
33,0,27,165.0,48.0,17.63,0.57,0,1,1,2.0,0,1.0,1,2021/1/13,15:00:00,6,24.9,15.0
33,0,27,165.0,48.0,17.63,0.57,0,1,1,1.0,1,2.0,1,2021/1/13,15:30:00,6,25.2,15.5
33,0,27,165.0,48.0,17.63,0.57,0,1,1,2.0,0,1.0,1,2021/1/13,16:00:00,6,25.4,15.5
33,0,27,165.0,48.0,17.63,0.57,0,1,1,2.0,0,1.0,1,2021/1/13,16:30:00,6,25.5,15.7
33,0,27,165.0,48.0,17.63,0.57,0,1,1,2.0,0,1.0,1,2021/1/13,17:00:00,6,25.3,16.0
33,0,27,165.0,48.0,17.63,0.57,0,1,1,2.0,0,1.0,1,2021/1/13,17:30:00,6,25.1,16.0
37,0,25,162.0,50.0,19.05,1.24,2,-1,1,1.0,1,2.0,1,2021/1/13,09:00:00,4,22.0,14.8
37,0,25,162.0,50.0,19.05,1.24,2,-1,1,2.0,1,1.0,1,2021/1/13,09:30:00,4,22.3,16.2
37,0,25,162.0,50.0,19.05,1.24,2,-1,1,0.0,0,3.0,1,2021/1/13,10:00:00,4,22.9,17.6
37,0,25,162.0,50.0,19.05,1.24,2,-1,1,1.0,0,2.0,1,2021/1/13,10:30:00,4,25.1,16.6
37,0,25,162.0,50.0,19.05,1.24,2,-1,1,2.0,0,1.0,1,2021/1/13,11:00:00,4,26.2,16.2
37,0,25,162.0,50.0,19.05,1.24,2,-1,1,2.0,0,1.0,1,2021/1/13,11:30:00,4,27.0,16.0
37,0,25,162.0,50.0,19.05,1.24,2,-1,1,2.0,0,1.0,1,2021/1/13,12:00:00,4,27.5,15.8
37,0,25,162.0,50.0,19.05,1.24,2,-1,1,2.0,0,1.0,1,2021/1/13,14:30:00,4,26.5,12.8
37,0,25,162.0,50.0,19.05,1.24,2,-1,1,2.0,0,1.0,1,2021/1/13,15:00:00,4,27.1,14.0
37,0,25,162.0,50.0,19.05,1.24,2,-1,1,2.0,0,1.0,1,2021/1/13,15:30:00,4,27.6,15.4
37,0,25,162.0,50.0,19.05,1.24,2,-1,1,2.0,0,1.0,1,2021/1/13,16:00:00,4,26.4,15.2
37,0,25,162.0,50.0,19.05,1.24,2,-1,1,2.0,0,1.0,1,2021/1/13,16:30:00,4,26.1,16.0
37,0,25,162.0,50.0,19.05,1.24,2,-1,1,1.0,1,2.0,1,2021/1/13,17:00:00,4,25.6,15.9
37,0,25,162.0,50.0,19.05,1.24,2,-1,1,1.0,1,2.0,1,2021/1/13,17:30:00,4,25.6,16.7
38,0,23,167.0,53.0,19.0,2.39,0,1,1,1.0,0,3.0,1,2021/1/13,09:00:00,5,22.2,15.3
38,0,23,167.0,53.0,19.0,2.39,0,1,1,1.0,0,3.0,1,2021/1/13,09:30:00,5,22.6,16.3
38,0,23,167.0,53.0,19.0,2.39,0,1,1,1.0,1,2.0,1,2021/1/13,10:00:00,5,22.9,16.6
38,0,23,167.0,53.0,19.0,2.39,0,1,1,1.0,1,2.0,1,2021/1/13,10:30:00,5,23.7,16.2
38,0,23,167.0,53.0,19.0,2.39,0,1,1,1.0,1,2.0,1,2021/1/13,11:00:00,5,24.3,16.4
38,0,23,167.0,53.0,19.0,2.39,0,1,1,1.0,1,2.0,1,2021/1/13,11:30:00,5,24.8,16.5
38,0,23,167.0,53.0,19.0,2.39,0,1,1,1.0,1,2.0,1,2021/1/13,12:00:00,5,25.1,16.5
38,0,23,167.0,53.0,19.0,2.39,0,1,1,2.0,0,1.0,1,2021/1/13,14:30:00,5,25.6,14.4
38,0,23,167.0,53.0,19.0,2.39,0,1,1,1.0,1,2.0,1,2021/1/13,15:00:00,5,25.8,15.2
38,0,23,167.0,53.0,19.0,2.39,0,1,1,1.0,1,2.0,1,2021/1/13,15:30:00,5,25.9,16.0
38,0,23,167.0,53.0,19.0,2.39,0,1,1,1.0,1,2.0,1,2021/1/13,16:00:00,5,25.6,17.0
38,0,23,167.0,53.0,19.0,2.39,0,1,1,1.0,1,2.0,1,2021/1/13,16:30:00,5,25.4,17.4
38,0,23,167.0,53.0,19.0,2.39,0,1,1,1.0,1,2.0,1,2021/1/13,17:00:00,5,25.3,18.0
38,0,23,167.0,53.0,19.0,2.39,0,1,1,1.0,1,2.0,1,2021/1/13,17:30:00,5,25.2,18.4
44,1,23,181.0,76.0,23.2,1.24,1,1,0,2.0,0,1.0,1,2021/1/13,09:00:00,5,22.2,15.3
44,1,23,181.0,76.0,23.2,1.24,1,1,0,1.0,1,2.0,1,2021/1/13,09:30:00,5,22.6,16.3
44,1,23,181.0,76.0,23.2,1.24,1,1,0,1.0,1,2.0,1,2021/1/13,10:00:00,5,22.9,16.6
44,1,23,181.0,76.0,23.2,1.24,1,1,0,1.0,1,2.0,1,2021/1/13,10:30:00,5,23.7,16.2
44,1,23,181.0,76.0,23.2,1.24,1,1,0,1.0,1,2.0,1,2021/1/13,11:00:00,5,24.3,16.4
