no,gender,age,height,weight,bmi,griffith,ta,hr,tsv
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,62.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,62.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,63.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,63.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,64.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,64.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,65.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,65.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,66.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,66.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,67.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,67.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,68.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,68.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,69.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,69.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,70.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,70.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,71.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,71.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,72.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,72.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,73.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,73.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,74.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,74.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.0,75.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,50.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,50.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,51.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,51.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,52.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,52.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,53.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,53.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,54.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,54.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,55.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,55.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,56.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,56.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,57.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,57.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,58.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,58.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,59.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,59.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,60.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,60.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,61.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,61.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,62.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,62.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,63.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,63.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,64.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,64.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,65.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,65.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,66.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,66.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,67.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,67.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,68.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,68.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,69.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,69.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,70.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,70.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,71.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,71.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,72.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,72.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,73.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,73.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,74.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,74.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,20.5,75.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,50.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,50.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,51.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,51.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,52.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,52.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,53.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,53.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,54.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,54.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,55.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,55.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,56.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,56.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,57.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,57.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,58.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,58.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,59.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,59.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,60.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,60.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,61.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,61.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,62.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,62.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,63.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,63.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,64.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,64.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,65.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,65.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,66.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,66.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,67.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,67.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,68.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,68.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,69.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,69.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,70.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,70.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,71.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,71.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,72.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,72.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,73.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,73.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,74.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,74.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.0,75.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,50.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,50.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,51.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,51.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,52.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,52.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,53.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,53.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,54.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,54.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,55.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,55.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,56.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,56.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,57.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,57.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,58.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,58.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,59.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,59.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,60.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,60.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,61.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,61.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,62.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,62.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,63.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,63.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,64.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,64.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,65.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,65.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,66.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,66.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,67.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,67.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,68.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,68.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,69.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,69.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,70.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,70.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,71.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,71.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,72.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,72.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,73.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,73.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,74.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,74.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,21.5,75.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,50.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,50.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,51.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,51.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,52.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,52.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,53.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,53.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,54.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,54.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,55.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,55.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,56.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,56.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,57.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,57.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,58.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,58.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,59.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,59.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,60.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,60.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,61.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,61.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,62.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,62.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,63.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,63.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,64.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,64.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,65.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,65.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,66.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,66.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,67.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,67.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,68.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,68.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,69.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,69.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,70.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,70.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,71.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,71.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,72.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,72.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,73.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,73.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,74.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,74.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.0,75.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,50.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,50.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,51.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,51.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,52.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,52.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,53.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,53.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,54.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,54.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,55.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,55.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,56.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,56.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,57.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,57.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,58.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,58.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,59.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,59.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,60.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,60.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,61.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,61.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,62.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,62.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,63.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,63.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,64.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,64.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,65.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,65.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,66.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,66.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,67.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,67.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,68.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,68.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,69.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,69.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,70.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,70.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,71.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,71.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,72.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,72.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,73.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,73.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,74.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,74.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,22.5,75.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,50.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,50.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,51.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,51.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,52.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,52.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,53.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,53.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,54.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,54.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,55.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,55.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,56.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,56.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,57.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,57.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,58.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,58.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,59.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,59.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,60.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,60.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,61.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,61.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,62.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,62.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,63.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,63.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,64.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,64.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,65.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,65.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,66.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,66.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,67.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,67.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,68.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,68.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,69.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,69.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,70.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,70.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,71.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,71.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,72.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,72.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,73.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,73.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,74.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,74.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.0,75.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.5,50.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.5,50.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.5,51.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.5,51.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.5,52.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.5,52.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.5,53.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.5,53.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.5,54.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.5,54.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.5,55.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.5,55.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.5,56.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.5,56.5,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.5,57.0,1.0
56.0,1.0,22.0,185.0,73.0,21.33,3.43,23.5,57.5,1.0
