no,gender,age,height,weight,bmi,griffith,ta,hr,tsv
31.0,0.0,21.0,163.0,55.0,20.7,2.49,27.5,74.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,27.5,75.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,50.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,50.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,51.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,51.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,52.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,52.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,53.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,53.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,54.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,54.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,55.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,55.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,56.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,56.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,57.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,57.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,58.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,58.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,59.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,59.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,60.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,60.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,61.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,61.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,62.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,62.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,63.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,63.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,64.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,64.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,65.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,65.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,66.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,66.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,67.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,67.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,68.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,68.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,69.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,69.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,70.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,70.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,71.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,71.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,72.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,72.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,73.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,73.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,74.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,74.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.0,75.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,50.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,50.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,51.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,51.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,52.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,52.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,53.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,53.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,54.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,54.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,55.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,55.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,56.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,56.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,57.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,57.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,58.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,58.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,59.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,59.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,60.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,60.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,61.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,61.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,62.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,62.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,63.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,63.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,64.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,64.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,65.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,65.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,66.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,66.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,67.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,67.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,68.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,68.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,69.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,69.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,70.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,70.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,71.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,71.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,72.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,72.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,73.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,73.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,74.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,74.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,28.5,75.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,50.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,50.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,51.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,51.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,52.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,52.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,53.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,53.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,54.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,54.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,55.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,55.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,56.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,56.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,57.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,57.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,58.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,58.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,59.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,59.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,60.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,60.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,61.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,61.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,62.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,62.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,63.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,63.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,64.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,64.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,65.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,65.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,66.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,66.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,67.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,67.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,68.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,68.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,69.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,69.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,70.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,70.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,71.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,71.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,72.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,72.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,73.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,73.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,74.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,74.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.0,75.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,50.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,50.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,51.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,51.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,52.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,52.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,53.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,53.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,54.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,54.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,55.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,55.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,56.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,56.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,57.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,57.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,58.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,58.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,59.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,59.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,60.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,60.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,61.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,61.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,62.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,62.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,63.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,63.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,64.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,64.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,65.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,65.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,66.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,66.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,67.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,67.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,68.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,68.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,69.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,69.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,70.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,70.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,71.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,71.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,72.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,72.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,73.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,73.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,74.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,74.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,29.5,75.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,50.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,50.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,51.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,51.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,52.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,52.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,53.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,53.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,54.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,54.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,55.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,55.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,56.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,56.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,57.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,57.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,58.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,58.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,59.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,59.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,60.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,60.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,61.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,61.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,62.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,62.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,63.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,63.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,64.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,64.5,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,65.0,1.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,65.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,66.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,66.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,67.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,67.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,68.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,68.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,69.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,69.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,70.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,70.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,71.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,71.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,72.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,72.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,73.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,73.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,74.0,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,74.5,2.0
31.0,0.0,21.0,163.0,55.0,20.7,2.49,30.0,75.0,2.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,50.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,50.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,51.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,51.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,52.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,52.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,53.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,53.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,54.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,54.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,55.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,55.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,56.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,56.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,57.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,57.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,58.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,58.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,59.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,59.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,60.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,60.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,61.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,61.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,62.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,62.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,63.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,63.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,64.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,64.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,65.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,65.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,66.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,66.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,67.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,67.5,0.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,68.0,0.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,68.5,0.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,69.0,0.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,69.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,70.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,70.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,71.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,71.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,72.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,72.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,73.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,73.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,74.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,74.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.0,75.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,50.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,50.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,51.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,51.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,52.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,52.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,53.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,53.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,54.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,54.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,55.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,55.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,56.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,56.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,57.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,57.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,58.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,58.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,59.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,59.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,60.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,60.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,61.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,61.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,62.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,62.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,63.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,63.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,64.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,64.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,65.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,65.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,66.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,66.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,67.0,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,67.5,0.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,68.0,0.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,68.5,0.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,69.0,0.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,69.5,1.0
32.0,1.0,23.0,173.0,71.4,23.86,0.69,20.5,70.0,1.0
