ta,hr,season
21.999999999999986,18,1
22.199999999999985,18,1
22.399999999999984,18,1
22.599999999999984,18,1
22.799999999999983,18,1
22.999999999999982,18,1
23.19999999999998,18,1
23.39999999999998,18,1
23.59999999999998,18,1
23.79999999999998,18,1
23.99999999999998,18,1
24.199999999999978,18,1
24.399999999999977,18,1
24.599999999999977,18,1
24.799999999999976,18,1
24.999999999999975,18,1
25.199999999999974,18,1
25.399999999999974,18,1
25.599999999999973,18,1
25.799999999999972,18,1
25.99999999999997,18,1
26.19999999999997,18,1
26.39999999999997,18,1
26.59999999999997,18,1
26.79999999999997,18,1
26.999999999999968,18,1
27.199999999999967,18,1
27.399999999999967,18,1
27.599999999999966,18,1
27.799999999999965,18,1
18.0,19,1
18.2,19,1
18.4,19,1
18.599999999999998,19,1
18.799999999999997,19,1
18.999999999999996,19,1
19.199999999999996,19,1
19.399999999999995,19,1
19.599999999999994,19,1
19.799999999999994,19,1
19.999999999999993,19,1
20.199999999999992,19,1
20.39999999999999,19,1
20.59999999999999,19,1
20.79999999999999,19,1
20.99999999999999,19,1
21.19999999999999,19,1
21.399999999999988,19,1
21.599999999999987,19,1
21.799999999999986,19,1
21.999999999999986,19,1
22.199999999999985,19,1
22.399999999999984,19,1
22.599999999999984,19,1
22.799999999999983,19,1
22.999999999999982,19,1
23.19999999999998,19,1
23.39999999999998,19,1
23.59999999999998,19,1
23.79999999999998,19,1
23.99999999999998,19,1
24.199999999999978,19,1
24.399999999999977,19,1
24.599999999999977,19,1
24.799999999999976,19,1
24.999999999999975,19,1
25.199999999999974,19,1
25.399999999999974,19,1
25.599999999999973,19,1
25.799999999999972,19,1
25.99999999999997,19,1
26.19999999999997,19,1
26.39999999999997,19,1
26.59999999999997,19,1
26.79999999999997,19,1
26.999999999999968,19,1
27.199999999999967,19,1
27.399999999999967,19,1
27.599999999999966,19,1
27.799999999999965,19,1
18.0,20,1
18.2,20,1
18.4,20,1
18.599999999999998,20,1
18.799999999999997,20,1
18.999999999999996,20,1
19.199999999999996,20,1
19.399999999999995,20,1
19.599999999999994,20,1
19.799999999999994,20,1
19.999999999999993,20,1
20.199999999999992,20,1
20.39999999999999,20,1
20.59999999999999,20,1
20.79999999999999,20,1
20.99999999999999,20,1
21.19999999999999,20,1
21.399999999999988,20,1
21.599999999999987,20,1
21.799999999999986,20,1
21.999999999999986,20,1
22.199999999999985,20,1
22.399999999999984,20,1
22.599999999999984,20,1
22.799999999999983,20,1
22.999999999999982,20,1
23.19999999999998,20,1
23.39999999999998,20,1
23.59999999999998,20,1
23.79999999999998,20,1
23.99999999999998,20,1
24.199999999999978,20,1
24.399999999999977,20,1
24.599999999999977,20,1
24.799999999999976,20,1
24.999999999999975,20,1
25.199999999999974,20,1
25.399999999999974,20,1
25.599999999999973,20,1
25.799999999999972,20,1
25.99999999999997,20,1
26.19999999999997,20,1
26.39999999999997,20,1
26.59999999999997,20,1
26.79999999999997,20,1
26.999999999999968,20,1
27.199999999999967,20,1
27.399999999999967,20,1
27.599999999999966,20,1
27.799999999999965,20,1
18.0,21,1
18.2,21,1
18.4,21,1
18.599999999999998,21,1
18.799999999999997,21,1
18.999999999999996,21,1
19.199999999999996,21,1
19.399999999999995,21,1
19.599999999999994,21,1
19.799999999999994,21,1
19.999999999999993,21,1
20.199999999999992,21,1
20.39999999999999,21,1
20.59999999999999,21,1
20.79999999999999,21,1
20.99999999999999,21,1
21.19999999999999,21,1
21.399999999999988,21,1
21.599999999999987,21,1
21.799999999999986,21,1
21.999999999999986,21,1
22.199999999999985,21,1
22.399999999999984,21,1
22.599999999999984,21,1
22.799999999999983,21,1
22.999999999999982,21,1
23.19999999999998,21,1
23.39999999999998,21,1
23.59999999999998,21,1
23.79999999999998,21,1
23.99999999999998,21,1
24.199999999999978,21,1
24.399999999999977,21,1
24.599999999999977,21,1
24.799999999999976,21,1
24.999999999999975,21,1
25.199999999999974,21,1
25.399999999999974,21,1
25.599999999999973,21,1
25.799999999999972,21,1
25.99999999999997,21,1
26.19999999999997,21,1
26.39999999999997,21,1
26.59999999999997,21,1
26.79999999999997,21,1
26.999999999999968,21,1
27.199999999999967,21,1
27.399999999999967,21,1
27.599999999999966,21,1
27.799999999999965,21,1
18.0,22,1
18.2,22,1
18.4,22,1
18.599999999999998,22,1
18.799999999999997,22,1
18.999999999999996,22,1
19.199999999999996,22,1
19.399999999999995,22,1
19.599999999999994,22,1
19.799999999999994,22,1
19.999999999999993,22,1
20.199999999999992,22,1
20.39999999999999,22,1
20.59999999999999,22,1
20.79999999999999,22,1
20.99999999999999,22,1
21.19999999999999,22,1
21.399999999999988,22,1
21.599999999999987,22,1
21.799999999999986,22,1
21.999999999999986,22,1
22.199999999999985,22,1
22.399999999999984,22,1
22.599999999999984,22,1
22.799999999999983,22,1
22.999999999999982,22,1
23.19999999999998,22,1
23.39999999999998,22,1
23.59999999999998,22,1
23.79999999999998,22,1
23.99999999999998,22,1
24.199999999999978,22,1
24.399999999999977,22,1
24.599999999999977,22,1
24.799999999999976,22,1
24.999999999999975,22,1
25.199999999999974,22,1
25.399999999999974,22,1
25.599999999999973,22,1
25.799999999999972,22,1
25.99999999999997,22,1
26.19999999999997,22,1
26.39999999999997,22,1
26.59999999999997,22,1
26.79999999999997,22,1
26.999999999999968,22,1
27.199999999999967,22,1
27.399999999999967,22,1
27.599999999999966,22,1
27.799999999999965,22,1
18.0,23,1
18.2,23,1
18.4,23,1
18.599999999999998,23,1
18.799999999999997,23,1
18.999999999999996,23,1
19.199999999999996,23,1
19.399999999999995,23,1
19.599999999999994,23,1
19.799999999999994,23,1
19.999999999999993,23,1
20.199999999999992,23,1
20.39999999999999,23,1
20.59999999999999,23,1
20.79999999999999,23,1
20.99999999999999,23,1
21.19999999999999,23,1
21.399999999999988,23,1
21.599999999999987,23,1
21.799999999999986,23,1
21.999999999999986,23,1
22.199999999999985,23,1
22.399999999999984,23,1
22.599999999999984,23,1
22.799999999999983,23,1
22.999999999999982,23,1
23.19999999999998,23,1
23.39999999999998,23,1
23.59999999999998,23,1
23.79999999999998,23,1
23.99999999999998,23,1
24.199999999999978,23,1
24.399999999999977,23,1
24.599999999999977,23,1
24.799999999999976,23,1
24.999999999999975,23,1
25.199999999999974,23,1
25.399999999999974,23,1
25.599999999999973,23,1
25.799999999999972,23,1
25.99999999999997,23,1
26.19999999999997,23,1
26.39999999999997,23,1
26.59999999999997,23,1
26.79999999999997,23,1
26.999999999999968,23,1
27.199999999999967,23,1
27.399999999999967,23,1
27.599999999999966,23,1
27.799999999999965,23,1
18.0,24,1
18.2,24,1
18.4,24,1
18.599999999999998,24,1
18.799999999999997,24,1
18.999999999999996,24,1
19.199999999999996,24,1
19.399999999999995,24,1
19.599999999999994,24,1
19.799999999999994,24,1
19.999999999999993,24,1
20.199999999999992,24,1
20.39999999999999,24,1
20.59999999999999,24,1
20.79999999999999,24,1
20.99999999999999,24,1
21.19999999999999,24,1
21.399999999999988,24,1
21.599999999999987,24,1
21.799999999999986,24,1
21.999999999999986,24,1
22.199999999999985,24,1
22.399999999999984,24,1
22.599999999999984,24,1
22.799999999999983,24,1
22.999999999999982,24,1
23.19999999999998,24,1
23.39999999999998,24,1
23.59999999999998,24,1
23.79999999999998,24,1
23.99999999999998,24,1
24.199999999999978,24,1
24.399999999999977,24,1
24.599999999999977,24,1
24.799999999999976,24,1
24.999999999999975,24,1
25.199999999999974,24,1
25.399999999999974,24,1
25.599999999999973,24,1
25.799999999999972,24,1
25.99999999999997,24,1
26.19999999999997,24,1
26.39999999999997,24,1
26.59999999999997,24,1
26.79999999999997,24,1
26.999999999999968,24,1
27.199999999999967,24,1
27.399999999999967,24,1
27.599999999999966,24,1
27.799999999999965,24,1
18.0,25,1
18.2,25,1
18.4,25,1
18.599999999999998,25,1
18.799999999999997,25,1
18.999999999999996,25,1
19.199999999999996,25,1
19.399999999999995,25,1
19.599999999999994,25,1
19.799999999999994,25,1
19.999999999999993,25,1
20.199999999999992,25,1
20.39999999999999,25,1
20.59999999999999,25,1
20.79999999999999,25,1
20.99999999999999,25,1
21.19999999999999,25,1
21.399999999999988,25,1
21.599999999999987,25,1
21.799999999999986,25,1
21.999999999999986,25,1
22.199999999999985,25,1
22.399999999999984,25,1
22.599999999999984,25,1
22.799999999999983,25,1
22.999999999999982,25,1
23.19999999999998,25,1
23.39999999999998,25,1
23.59999999999998,25,1
23.79999999999998,25,1
23.99999999999998,25,1
24.199999999999978,25,1
24.399999999999977,25,1
24.599999999999977,25,1
24.799999999999976,25,1
24.999999999999975,25,1
25.199999999999974,25,1
25.399999999999974,25,1
25.599999999999973,25,1
25.799999999999972,25,1
25.99999999999997,25,1
26.19999999999997,25,1
26.39999999999997,25,1
26.59999999999997,25,1
26.79999999999997,25,1
26.999999999999968,25,1
27.199999999999967,25,1
27.399999999999967,25,1
27.599999999999966,25,1
27.799999999999965,25,1
20.0,50,0
20.2,50,0
20.4,50,0
20.599999999999998,50,0
20.799999999999997,50,0
20.999999999999996,50,0
21.199999999999996,50,0
21.399999999999995,50,0
21.599999999999994,50,0
21.799999999999994,50,0
21.999999999999993,50,0
22.199999999999992,50,0
22.39999999999999,50,0
22.59999999999999,50,0
22.79999999999999,50,0
22.99999999999999,50,0
23.19999999999999,50,0
23.399999999999988,50,0
23.599999999999987,50,0
23.799999999999986,50,0
23.999999999999986,50,0
24.199999999999985,50,0
24.399999999999984,50,0
24.599999999999984,50,0
24.799999999999983,50,0
24.999999999999982,50,0
25.19999999999998,50,0
25.39999999999998,50,0
25.59999999999998,50,0
25.79999999999998,50,0
25.99999999999998,50,0
26.199999999999978,50,0
26.399999999999977,50,0
26.599999999999977,50,0
26.799999999999976,50,0
26.999999999999975,50,0
27.199999999999974,50,0
27.399999999999974,50,0
27.599999999999973,50,0
27.799999999999972,50,0
27.99999999999997,50,0
28.19999999999997,50,0
28.39999999999997,50,0
28.59999999999997,50,0
28.79999999999997,50,0
28.999999999999968,50,0
29.199999999999967,50,0
29.399999999999967,50,0
29.599999999999966,50,0
29.799999999999965,50,0
20.0,51,0
20.2,51,0
20.4,51,0
20.599999999999998,51,0
20.799999999999997,51,0
20.999999999999996,51,0
21.199999999999996,51,0
21.399999999999995,51,0
21.599999999999994,51,0
21.799999999999994,51,0
21.999999999999993,51,0
22.199999999999992,51,0
22.39999999999999,51,0
22.59999999999999,51,0
22.79999999999999,51,0
22.99999999999999,51,0
23.19999999999999,51,0
23.399999999999988,51,0
23.599999999999987,51,0
23.799999999999986,51,0
23.999999999999986,51,0
24.199999999999985,51,0
24.399999999999984,51,0
24.599999999999984,51,0
24.799999999999983,51,0
24.999999999999982,51,0
25.19999999999998,51,0
25.39999999999998,51,0
25.59999999999998,51,0
25.79999999999998,51,0
25.99999999999998,51,0
26.199999999999978,51,0
26.399999999999977,51,0
26.599999999999977,51,0
26.799999999999976,51,0
26.999999999999975,51,0
27.199999999999974,51,0
27.399999999999974,51,0
27.599999999999973,51,0
27.799999999999972,51,0
27.99999999999997,51,0
28.19999999999997,51,0
28.39999999999997,51,0
28.59999999999997,51,0
28.79999999999997,51,0
28.999999999999968,51,0
29.199999999999967,51,0
29.399999999999967,51,0
29.599999999999966,51,0
29.799999999999965,51,0
20.0,52,0
20.2,52,0
20.4,52,0
20.599999999999998,52,0
20.799999999999997,52,0
20.999999999999996,52,0
21.199999999999996,52,0
21.399999999999995,52,0
21.599999999999994,52,0
21.799999999999994,52,0
21.999999999999993,52,0
22.199999999999992,52,0
22.39999999999999,52,0
22.59999999999999,52,0
22.79999999999999,52,0
22.99999999999999,52,0
23.19999999999999,52,0
23.399999999999988,52,0
23.599999999999987,52,0
23.799999999999986,52,0
23.999999999999986,52,0
24.199999999999985,52,0
24.399999999999984,52,0
24.599999999999984,52,0
24.799999999999983,52,0
24.999999999999982,52,0
25.19999999999998,52,0
25.39999999999998,52,0
25.59999999999998,52,0
25.79999999999998,52,0
25.99999999999998,52,0
26.199999999999978,52,0
26.399999999999977,52,0
26.599999999999977,52,0
26.799999999999976,52,0
26.999999999999975,52,0
27.199999999999974,52,0
27.399999999999974,52,0
27.599999999999973,52,0
27.799999999999972,52,0
27.99999999999997,52,0
28.19999999999997,52,0
28.39999999999997,52,0
28.59999999999997,52,0
28.79999999999997,52,0
28.999999999999968,52,0
29.199999999999967,52,0
29.399999999999967,52,0
29.599999999999966,52,0
29.799999999999965,52,0
20.0,53,0
20.2,53,0
20.4,53,0
20.599999999999998,53,0
20.799999999999997,53,0
20.999999999999996,53,0
21.199999999999996,53,0
21.399999999999995,53,0
21.599999999999994,53,0
21.799999999999994,53,0
21.999999999999993,53,0
22.199999999999992,53,0
22.39999999999999,53,0
22.59999999999999,53,0
22.79999999999999,53,0
22.99999999999999,53,0
23.19999999999999,53,0
23.399999999999988,53,0
23.599999999999987,53,0
23.799999999999986,53,0
23.999999999999986,53,0
24.199999999999985,53,0
24.399999999999984,53,0
24.599999999999984,53,0
24.799999999999983,53,0
24.999999999999982,53,0
25.19999999999998,53,0
25.39999999999998,53,0
25.59999999999998,53,0
25.79999999999998,53,0
25.99999999999998,53,0
26.199999999999978,53,0
26.399999999999977,53,0
26.599999999999977,53,0
26.799999999999976,53,0
26.999999999999975,53,0
27.199999999999974,53,0
27.399999999999974,53,0
27.599999999999973,53,0
27.799999999999972,53,0
27.99999999999997,53,0
28.19999999999997,53,0
28.39999999999997,53,0
28.59999999999997,53,0
28.79999999999997,53,0
28.999999999999968,53,0
29.199999999999967,53,0
29.399999999999967,53,0
29.599999999999966,53,0
29.799999999999965,53,0
20.0,54,0
20.2,54,0
20.4,54,0
20.599999999999998,54,0
20.799999999999997,54,0
20.999999999999996,54,0
21.199999999999996,54,0
21.399999999999995,54,0
21.599999999999994,54,0
21.799999999999994,54,0
21.999999999999993,54,0
22.199999999999992,54,0
22.39999999999999,54,0
22.59999999999999,54,0
22.79999999999999,54,0
22.99999999999999,54,0
23.19999999999999,54,0
23.399999999999988,54,0
23.599999999999987,54,0
23.799999999999986,54,0
23.999999999999986,54,0
24.199999999999985,54,0
24.399999999999984,54,0
24.599999999999984,54,0
24.799999999999983,54,0
24.999999999999982,54,0
25.19999999999998,54,0
25.39999999999998,54,0
25.59999999999998,54,0
25.79999999999998,54,0
25.99999999999998,54,0
26.199999999999978,54,0
26.399999999999977,54,0
26.599999999999977,54,0
26.799999999999976,54,0
26.999999999999975,54,0
27.199999999999974,54,0
27.399999999999974,54,0
27.599999999999973,54,0
27.799999999999972,54,0
27.99999999999997,54,0
28.19999999999997,54,0
28.39999999999997,54,0
28.59999999999997,54,0
28.79999999999997,54,0
28.999999999999968,54,0
29.199999999999967,54,0
29.399999999999967,54,0
29.599999999999966,54,0
29.799999999999965,54,0
20.0,55,0
20.2,55,0
20.4,55,0
20.599999999999998,55,0
20.799999999999997,55,0
20.999999999999996,55,0
21.199999999999996,55,0
21.399999999999995,55,0
21.599999999999994,55,0
21.799999999999994,55,0
21.999999999999993,55,0
22.199999999999992,55,0
22.39999999999999,55,0
22.59999999999999,55,0
22.79999999999999,55,0
22.99999999999999,55,0
23.19999999999999,55,0
23.399999999999988,55,0
23.599999999999987,55,0
23.799999999999986,55,0
23.999999999999986,55,0
24.199999999999985,55,0
24.399999999999984,55,0
24.599999999999984,55,0
24.799999999999983,55,0
24.999999999999982,55,0
25.19999999999998,55,0
25.39999999999998,55,0
25.59999999999998,55,0
25.79999999999998,55,0
25.99999999999998,55,0
26.199999999999978,55,0
26.399999999999977,55,0
26.599999999999977,55,0
26.799999999999976,55,0
26.999999999999975,55,0
27.199999999999974,55,0
27.399999999999974,55,0
27.599999999999973,55,0
27.799999999999972,55,0
27.99999999999997,55,0
28.19999999999997,55,0
28.39999999999997,55,0
28.59999999999997,55,0
28.79999999999997,55,0
28.999999999999968,55,0
29.199999999999967,55,0
29.399999999999967,55,0
29.599999999999966,55,0
29.799999999999965,55,0
20.0,56,0
20.2,56,0
20.4,56,0
20.599999999999998,56,0
20.799999999999997,56,0
20.999999999999996,56,0
21.199999999999996,56,0
21.399999999999995,56,0
21.599999999999994,56,0
21.799999999999994,56,0
21.999999999999993,56,0
22.199999999999992,56,0
22.39999999999999,56,0
22.59999999999999,56,0
22.79999999999999,56,0
22.99999999999999,56,0
23.19999999999999,56,0
23.399999999999988,56,0
23.599999999999987,56,0
23.799999999999986,56,0
23.999999999999986,56,0
24.199999999999985,56,0
24.399999999999984,56,0
24.599999999999984,56,0
24.799999999999983,56,0
24.999999999999982,56,0
25.19999999999998,56,0
25.39999999999998,56,0
25.59999999999998,56,0
25.79999999999998,56,0
25.99999999999998,56,0
26.199999999999978,56,0
26.399999999999977,56,0
26.599999999999977,56,0
26.799999999999976,56,0
26.999999999999975,56,0
27.199999999999974,56,0
27.399999999999974,56,0
27.599999999999973,56,0
27.799999999999972,56,0
27.99999999999997,56,0
28.19999999999997,56,0
28.39999999999997,56,0
28.59999999999997,56,0
28.79999999999997,56,0
28.999999999999968,56,0
29.199999999999967,56,0
29.399999999999967,56,0
29.599999999999966,56,0
29.799999999999965,56,0
20.0,57,0
20.2,57,0
20.4,57,0
20.599999999999998,57,0
20.799999999999997,57,0
20.999999999999996,57,0
21.199999999999996,57,0
21.399999999999995,57,0
21.599999999999994,57,0
21.799999999999994,57,0
21.999999999999993,57,0
22.199999999999992,57,0
22.39999999999999,57,0
22.59999999999999,57,0
22.79999999999999,57,0
22.99999999999999,57,0
23.19999999999999,57,0
23.399999999999988,57,0
23.599999999999987,57,0
23.799999999999986,57,0
23.999999999999986,57,0
24.199999999999985,57,0
24.399999999999984,57,0
24.599999999999984,57,0
24.799999999999983,57,0
24.999999999999982,57,0
25.19999999999998,57,0
25.39999999999998,57,0
25.59999999999998,57,0
25.79999999999998,57,0
25.99999999999998,57,0
26.199999999999978,57,0
26.399999999999977,57,0
26.599999999999977,57,0
26.799999999999976,57,0
26.999999999999975,57,0
27.199999999999974,57,0
27.399999999999974,57,0
