no,gender,age,height,weight,ta,hr,season,thermal sensation,bmi,griffith
15,1,23,174,65,27.2,59.2,0,-0.5,21.47,1.16
15,1,23,174,65,27.2,59.2,0,0,21.47,1.16
15,1,23,174,65,27.2,59.2,0,-1,21.47,1.16
15,1,23,174,65,27.2,59.2,0,0,21.47,1.16
15,1,23,174,65,26.6,61.39,0,0,21.47,1.16
15,1,23,174,65,24.2,57.75,0,0,21.47,1.16
15,1,23,174,65,26.6,61.39,0,0,21.47,1.16
15,1,23,174,65,27.2,59.2,0,-0.5,21.47,1.16
15,1,23,174,65,26.9,55.75,0,0.5,21.47,1.16
15,1,23,174,65,24.8,58.99,0,0,21.47,1.16
15,1,23,174,65,23.9,54.8,0,0,21.47,1.16
15,1,23,174,65,25.5,60.07,0,1,21.47,1.16
15,1,23,174,65,24.8,56.48,0,0,21.47,1.16
15,1,23,174,65,25.2,59.87,0,0,21.47,1.16
15,1,23,174,65,24,57.3,0,0,21.47,1.16
15,1,23,174,65,24.5,58.54,0,-1,21.47,1.16
15,1,23,174,65,25.1,62.45,0,1,21.47,1.16
15,1,23,174,65,25.5,58.07,0,0.5,21.47,1.16
15,1,23,174,65,24.8,56.51,0,0,21.47,1.16
15,1,23,174,65,24.8,56.51,0,0,21.47,1.16
15,1,23,174,65,24.7,56.88,0,0,21.47,1.16
15,1,23,174,65,24.8,56.51,0,0,21.47,1.16
15,1,23,174,65,23.8,53.92,0,-0.5,21.47,1.16
15,1,23,174,65,24.8,56.51,0,0,21.47,1.16
15,1,23,174,65,25.9,55.79,0,0,21.47,1.16
15,1,23,174,65,25.5,61.97,0,0,21.47,1.16
15,1,23,174,65,25.2,61.98,0,0,21.47,1.16
15,1,23,174,65,26,63.82,0,0,21.47,1.16
15,1,23,174,65,26.1,49.32,0,0.5,21.47,1.16
15,1,23,174,65,24.4,55.74,0,0,21.47,1.16
15,1,23,174,65,24.6,57.31,0,0,21.47,1.16
15,1,23,174,65,26.2,61.32,0,0,21.47,1.16
15,1,23,174,65,26.4,64.38,0,0,21.47,1.16
15,1,23,174,65,25.7,59.57,0,0.5,21.47,1.16
15,1,23,174,65,27.1,57.13,0,0.5,21.47,1.16
15,1,23,174,65,24.4,59.07,0,-0.5,21.47,1.16
15,1,23,174,65,25.3,66.02,0,-0.5,21.47,1.16
15,1,23,174,65,26.5,61.98,0,0,21.47,1.16
15,1,23,174,65,26.8,57.62,0,0,21.47,1.16
15,1,23,174,65,24.7,58.9,0,0,21.47,1.16
15,1,23,174,65,26.6,57.65,0,0,21.47,1.16
15,1,23,174,65,25.4,49.27,0,0.5,21.47,1.16
15,1,23,174,65,25.6,48.52,0,0,21.47,1.16
15,1,23,174,65,24.1,59.29,0,-0.5,21.47,1.16
15,1,23,174,65,26.4,63.41,0,0.5,21.47,1.16
15,1,23,174,65,23.5,66.25,0,0,21.47,1.16
15,1,23,174,65,23.5,66.25,0,-0.5,21.47,1.16
15,1,23,174,65,23.5,66.25,0,0,21.47,1.16
15,1,23,174,65,23.5,66.25,0,0,21.47,1.16
15,1,23,174,65,23.5,66.25,0,0,21.47,1.16
15,1,23,174,65,23.5,66.25,0,-0.5,21.47,1.16
15,1,23,174,65,23.4,58.94,0,0,21.47,1.16
15,1,23,174,65,23.5,57.05,0,-0.5,21.47,1.16
15,1,23,174,65,24.8,60.82,0,0,21.47,1.16
15,1,23,174,65,26.1,57.84,0,0.5,21.47,1.16
15,1,23,174,65,26.3,62.79,0,1,21.47,1.16
15,1,23,174,65,25.7,55.15,0,0,21.47,1.16
15,1,23,174,65,26.2,61.67,0,0,21.47,1.16
15,1,23,174,65,26.5,65.22,0,0.5,21.47,1.16
15,1,23,174,65,26.1,63.54,0,0.5,21.47,1.16
15,1,23,174,65,25.5,62.09,0,0,21.47,1.16
15,1,23,174,65,24.2,58.22,0,-0.5,21.47,1.16
15,1,23,174,65,24.4,60.42,0,0,21.47,1.16
15,1,23,174,65,24.6,59.3,0,-0.5,21.47,1.16
15,1,23,174,65,25,64.01,0,-0.5,21.47,1.16
15,1,23,174,65,26.8,52.18,0,0,21.47,1.16
15,1,23,174,65,27,52.28,0,0.5,21.47,1.16
15,1,23,174,65,25.9,54.49,0,0,21.47,1.16
15,1,23,174,65,27.8,56.78,0,0,21.47,1.16
15,1,23,174,65,27.3,52.56,0,0.5,21.47,1.16
15,1,23,174,65,25.1,67.14,0,0,21.47,1.16
15,1,23,174,65,25.2,53.96,0,0,21.47,1.16
15,1,23,174,65,26.1,62.13,0,0,21.47,1.16
15,1,23,174,65,26.3,62.13,0,0,21.47,1.16
15,1,23,174,65,26.6,60.49,0,0,21.47,1.16
15,1,23,174,65,25.3,53.97,0,0,21.47,1.16
15,1,23,174,65,27,59.31,0,0,21.47,1.16
15,1,23,174,65,27.1,58.46,0,0.5,21.47,1.16
15,1,23,174,65,27.2,58.13,0,0,21.47,1.16
15,1,23,174,65,27.2,58.41,0,0.5,21.47,1.16
15,1,23,174,65,27.5,58.91,0,1,21.47,1.16
15,1,23,174,65,26.9,59.64,0,0.5,21.47,1.16
15,1,23,174,65,27.7,58.04,0,0.5,21.47,1.16
15,1,23,174,65,23.8,56.69,0,-0.5,21.47,1.16
15,1,23,174,65,25.3,54.66,0,0.5,21.47,1.16
15,1,23,174,65,24.5,65.38,0,0,21.47,1.16
15,1,23,174,65,24.4,58.7,0,0,21.47,1.16
15,1,23,174,65,26.3,62.18,0,0,21.47,1.16
15,1,23,174,65,26.7,61.52,0,1,21.47,1.16
15,1,23,174,65,23.7,53.57,0,-0.5,21.47,1.16
15,1,23,174,65,27.2,56.07,0,0.5,21.47,1.16
15,1,23,174,65,23.7,53.36,0,-0.5,21.47,1.16
15,1,23,174,65,25.1,53.44,0,0.5,21.47,1.16
15,1,23,174,65,26.4,54.32,0,1,21.47,1.16
15,1,23,174,65,25.4,52.18,0,0.5,21.47,1.16
15,1,23,174,65,25.5,53.31,0,0,21.47,1.16
15,1,23,174,65,25.9,57.74,0,0.5,21.47,1.16
15,1,23,174,65,25.9,51.91,0,0.5,21.47,1.16
15,1,23,174,65,26,54.68,0,0,21.47,1.16
15,1,23,174,65,25.2,54.82,0,0,21.47,1.16
15,1,23,174,65,23.5,54.2,0,-1,21.47,1.16
15,1,23,174,65,23.5,54.37,0,-0.5,21.47,1.16
15,1,23,174,65,23.5,53.67,0,-0.5,21.47,1.16
15,1,23,174,65,26.1,58.12,0,0,21.47,1.16
15,1,23,174,65,25.9,58.14,0,0,21.47,1.16
15,1,23,174,65,25.6,58.54,0,0,21.47,1.16
15,1,23,174,65,25.1,58.52,0,0.5,21.47,1.16
15,1,23,174,65,24,58.63,0,-0.5,21.47,1.16
15,1,23,174,65,24.2,59.52,0,-0.5,21.47,1.16
15,1,23,174,65,24.2,60.13,0,0,21.47,1.16
15,1,23,174,65,25.6,53.59,0,1,21.47,1.16
15,1,23,174,65,24.6,53.26,0,0.5,21.47,1.16
15,1,23,174,65,27.1,61.81,0,0.5,21.47,1.16
15,1,23,174,65,25.5,54.11,0,0,21.47,1.16
15,1,23,174,65,26.7,63.13,0,0,21.47,1.16
15,1,23,174,65,26.2,61.67,0,0,21.47,1.16
15,1,23,174,65,25.5,54.11,0,0,21.47,1.16
15,1,23,174,65,25.8,61.48,0,0,21.47,1.16
16,0,23,160,50,26.4,57.02,0,0,19.53,0.51
16,0,23,160,50,26,50.13,0,1.5,19.53,0.51
16,0,23,160,50,24.4,56.36,0,0,19.53,0.51
16,0,23,160,50,26.2,57.25,0,1,19.53,0.51
16,0,23,160,50,26.4,56.4,0,0.5,19.53,0.51
16,0,23,160,50,24.3,57.15,0,0,19.53,0.51
16,0,23,160,50,26.8,64.98,0,1,19.53,0.51
16,0,23,160,50,24.4,55.57,0,-1,19.53,0.51
16,0,23,160,50,25.2,56.97,0,0,19.53,0.51
16,0,23,160,50,24.6,54.98,0,-0.5,19.53,0.51
16,0,23,160,50,24.3,56.07,0,-0.5,19.53,0.51
16,0,23,160,50,28.4,52.68,0,0,19.53,0.51
16,0,23,160,50,24.2,57.65,0,0,19.53,0.51
16,0,23,160,50,26.3,57.65,0,0,19.53,0.51
16,0,23,160,50,25.5,64.96,0,1,19.53,0.51
16,0,23,160,50,26.1,57.17,0,1,19.53,0.51
16,0,23,160,50,25.2,59.38,0,0.5,19.53,0.51
16,0,23,160,50,24.6,62.54,0,0,19.53,0.51
16,0,23,160,50,24,60.99,0,0,19.53,0.51
16,0,23,160,50,25.4,64.17,0,0,19.53,0.51
16,0,23,160,50,24.1,56.78,0,0,19.53,0.51
16,0,23,160,50,24.5,62.29,0,0,19.53,0.51
16,0,23,160,50,24.6,58.1,0,-1,19.53,0.51
16,0,23,160,50,25.7,65.73,0,1.5,19.53,0.51
16,0,23,160,50,24.3,58.78,0,-0.5,19.53,0.51
16,0,23,160,50,24,60.13,0,0,19.53,0.51
16,0,23,160,50,24.1,59.97,0,1,19.53,0.51
16,0,23,160,50,26.1,62.11,0,1,19.53,0.51
16,0,23,160,50,26.2,58.62,0,1.5,19.53,0.51
16,0,23,160,50,26.1,56.95,0,0,19.53,0.51
16,0,23,160,50,25.9,62.26,0,0.5,19.53,0.51
16,0,23,160,50,24.9,61.15,0,-0.5,19.53,0.51
16,0,23,160,50,25,56.03,0,-0.5,19.53,0.51
16,0,23,160,50,25.4,63.15,0,0,19.53,0.51
16,0,23,160,50,24.9,62.75,0,0,19.53,0.51
16,0,23,160,50,24.1,62.54,0,-1,19.53,0.51
16,0,23,160,50,23.5,62.37,0,-1,19.53,0.51
16,0,23,160,50,23,55.69,0,-1,19.53,0.51
16,0,23,160,50,22.7,56.39,0,-1.5,19.53,0.51
16,0,23,160,50,24.7,55.87,0,-0.5,19.53,0.51
16,0,23,160,50,25.5,61.01,0,0.5,19.53,0.51
16,0,23,160,50,25.2,58.78,0,0,19.53,0.51
16,0,23,160,50,24.6,55.96,0,0,19.53,0.51
16,0,23,160,50,23.9,55.05,0,-0.5,19.53,0.51
16,0,23,160,50,24.3,55.88,0,0,19.53,0.51
16,0,23,160,50,24.2,55.5,0,0.5,19.53,0.51
16,0,23,160,50,25.4,58.63,0,-0.5,19.53,0.51
16,0,23,160,50,25.6,46.87,0,0,19.53,0.51
16,0,23,160,50,26,48.26,0,0,19.53,0.51
16,0,23,160,50,26,59.47,0,0,19.53,0.51
16,0,23,160,50,26.4,55.3,0,0,19.53,0.51
16,0,23,160,50,26.1,63.51,0,1,19.53,0.51
16,0,23,160,50,25,51.76,0,-0.5,19.53,0.51
16,0,23,160,50,26.2,58.56,0,0,19.53,0.51
16,0,23,160,50,25.1,56.82,0,0.5,19.53,0.51
16,0,23,160,50,25.5,51.94,0,0,19.53,0.51
16,0,23,160,50,25.4,51.79,0,0.5,19.53,0.51
16,0,23,160,50,25.6,50.18,0,0,19.53,0.51
16,0,23,160,50,25.1,51.33,0,0,19.53,0.51
16,0,23,160,50,23.9,57.08,0,0,19.53,0.51
16,0,23,160,50,26.8,61.38,0,0,19.53,0.51
16,0,23,160,50,23.9,55.85,0,0,19.53,0.51
16,0,23,160,50,26.4,60.97,0,0,19.53,0.51
16,0,23,160,50,26.1,60.44,0,0,19.53,0.51
16,0,23,160,50,25.7,49.7,0,1,19.53,0.51
16,0,23,160,50,25.6,59.38,0,0,19.53,0.51
16,0,23,160,50,25.8,49.32,0,0.5,19.53,0.51
16,0,23,160,50,24.1,54.78,0,-0.5,19.53,0.51
16,0,23,160,50,25.1,53.57,0,0,19.53,0.51
16,0,23,160,50,26.1,54.33,0,0,19.53,0.51
16,0,23,160,50,26.4,62.11,0,0,19.53,0.51
16,0,23,160,50,25.2,59.49,0,0,19.53,0.51
16,0,23,160,50,25.7,56.98,0,0,19.53,0.51
16,0,23,160,50,26.3,51.51,0,1.5,19.53,0.51
16,0,23,160,50,25.5,57.53,0,1,19.53,0.51
16,0,23,160,50,26.5,56.35,0,-0.5,19.53,0.51
16,0,23,160,50,26.7,57.36,0,-0.5,19.53,0.51
16,0,23,160,50,26.9,59.37,0,1,19.53,0.51
16,0,23,160,50,27,60.39,0,1,19.53,0.51
16,0,23,160,50,25.8,52.99,0,1,19.53,0.51
16,0,23,160,50,26.4,58.65,0,-1,19.53,0.51
16,0,23,160,50,25.5,51.2,0,1,19.53,0.51
16,0,23,160,50,26.6,53.8,0,0,19.53,0.51
16,0,23,160,50,25.9,59.74,0,0,19.53,0.51
16,0,23,160,50,26.1,51.9,0,-0.5,19.53,0.51
16,0,23,160,50,25.2,54.72,0,0,19.53,0.51
16,0,23,160,50,25.6,52.43,0,0.5,19.53,0.51
16,0,23,160,50,26.7,60.45,0,1,19.53,0.51
16,0,23,160,50,24.9,54.71,0,-0.5,19.53,0.51
16,0,23,160,50,24.2,54.67,0,-1,19.53,0.51
16,0,23,160,50,24.4,54.63,0,-1,19.53,0.51
16,0,23,160,50,25,56.66,0,-0.5,19.53,0.51
16,0,23,160,50,24,54.47,0,-1,19.53,0.51
16,0,23,160,50,26.6,58.12,0,0,19.53,0.51
16,0,23,160,50,25.4,59.58,0,0,19.53,0.51
16,0,23,160,50,24.3,54.45,0,-0.5,19.53,0.51
16,0,23,160,50,25.7,63.61,0,1,19.53,0.51
16,0,23,160,50,25.9,65.06,0,0,19.53,0.51
16,0,23,160,50,24.6,52.93,0,0,19.53,0.51
16,0,23,160,50,25.3,61.31,0,-0.5,19.53,0.51
16,0,23,160,50,24.4,56.72,0,-1,19.53,0.51
17,0,23,164,47,25.2,50.11,0,-0.5,17.47,0.52
17,0,23,164,47,25.3,50.15,0,-1.5,17.47,0.52
17,0,23,164,47,26.9,58.72,0,2,17.47,0.52
17,0,23,164,47,26.6,53.22,0,0.5,17.47,0.52
17,0,23,164,47,26.4,58.65,0,1,17.47,0.52
17,0,23,164,47,26.5,56.35,0,1,17.47,0.52
17,0,23,164,47,26.8,59.67,0,2,17.47,0.52
17,0,23,164,47,26.8,59.67,0,2,17.47,0.52
17,0,23,164,47,27,60.29,0,2,17.47,0.52
17,0,23,164,47,26.2,58.07,0,2,17.47,0.52
17,0,23,164,47,26.5,57.84,0,0,17.47,0.52
17,0,23,164,47,26.1,62.16,0,0.5,17.47,0.52
17,0,23,164,47,24.7,56.53,0,-1.5,17.47,0.52
17,0,23,164,47,24.3,59.67,0,-0.5,17.47,0.52
17,0,23,164,47,25.1,65.62,0,2,17.47,0.52
17,0,23,164,47,24.3,57.77,0,0.5,17.47,0.52
17,0,23,164,47,24.6,58.62,0,1,17.47,0.52
17,0,23,164,47,25.7,65.73,0,2.5,17.47,0.52
17,0,23,164,47,24.5,62.55,0,1,17.47,0.52
17,0,23,164,47,25.5,53.11,0,-0.5,17.47,0.52
17,0,23,164,47,24.5,65.33,0,-1,17.47,0.52
17,0,23,164,47,24.3,58.71,0,0,17.47,0.52
17,0,23,164,47,25,62.83,0,0,17.47,0.52
17,0,23,164,47,25,51.58,0,-0.5,17.47,0.52
17,0,23,164,47,24.2,55.46,0,0.5,17.47,0.52
17,0,23,164,47,26.3,57.09,0,3,17.47,0.52
17,0,23,164,47,26.2,57.3,0,1,17.47,0.52
17,0,23,164,47,26.1,57.06,0,0,17.47,0.52
17,0,23,164,47,26.3,51.31,0,1.5,17.47,0.52
17,0,23,164,47,23.6,62.84,0,-1,17.47,0.52
17,0,23,164,47,25.1,53.57,0,1,17.47,0.52
17,0,23,164,47,24,54.71,0,0,17.47,0.52
17,0,23,164,47,23,55.69,0,-2,17.47,0.52
17,0,23,164,47,25.6,63.19,0,1.5,17.47,0.52
17,0,23,164,47,25.4,54.48,0,0.5,17.47,0.52
17,0,23,164,47,25.4,55.67,0,0.5,17.47,0.52
17,0,23,164,47,24.8,55.08,0,-0.5,17.47,0.52
17,0,23,164,47,24.4,56.47,0,1.5,17.47,0.52
17,0,23,164,47,23.8,55.42,0,-2,17.47,0.52
17,0,23,164,47,24,55.25,0,-1,17.47,0.52
17,0,23,164,47,24.1,55.43,0,-0.5,17.47,0.52
17,0,23,164,47,24.5,54.89,0,0,17.47,0.52
17,0,23,164,47,24,57.53,0,-1.5,17.47,0.52
17,0,23,164,47,25.6,50.18,0,1,17.47,0.52
17,0,23,164,47,25.5,60.27,0,2,17.47,0.52
17,0,23,164,47,25.1,51.33,0,1,17.47,0.52
17,0,23,164,47,25,51.76,0,1,17.47,0.52
17,0,23,164,47,25.8,57.79,0,0,17.47,0.52
17,0,23,164,47,25.1,56.75,0,0,17.47,0.52
17,0,23,164,47,25.4,51.77,0,0.5,17.47,0.52
17,0,23,164,47,25.9,56.34,0,2,17.47,0.52
17,0,23,164,47,26.6,64.32,0,0.5,17.47,0.52
17,0,23,164,47,24.9,59.55,0,2,17.47,0.52
17,0,23,164,47,24.1,51.15,0,2,17.47,0.52
17,0,23,164,47,25.9,54.32,0,0,17.47,0.52
17,0,23,164,47,24.8,51.76,0,0,17.47,0.52
17,0,23,164,47,25.1,52.52,0,0,17.47,0.52
17,0,23,164,47,26,64.86,0,2,17.47,0.52
17,0,23,164,47,25.4,58.62,0,0.5,17.47,0.52
17,0,23,164,47,25,56.79,0,0,17.47,0.52
17,0,23,164,47,24.2,54.67,0,-1,17.47,0.52
17,0,23,164,47,24.4,54.2,0,-0.5,17.47,0.52
17,0,23,164,47,24.3,55.88,0,-0.5,17.47,0.52
17,0,23,164,47,24.4,56.56,0,-0.5,17.47,0.52
17,0,23,164,47,25.4,53.59,0,0,17.47,0.52
17,0,23,164,47,25.9,64.75,0,0.5,17.47,0.52
17,0,23,164,47,25.7,63.41,0,0.5,17.47,0.52
17,0,23,164,47,26.1,60.81,0,1,17.47,0.52
17,0,23,164,47,25.4,55.01,0,0,17.47,0.52
17,0,23,164,47,25.6,58.96,0,0.5,17.47,0.52
17,0,23,164,47,25.9,57.74,0,1,17.47,0.52
17,0,23,164,47,24.6,54.98,0,0,17.47,0.52
17,0,23,164,47,24.9,56.26,0,0,17.47,0.52
17,0,23,164,47,26.2,58.04,0,0,17.47,0.52
17,0,23,164,47,26.6,57.65,0,0,17.47,0.52
17,0,23,164,47,26.8,57.61,0,0,17.47,0.52
17,0,23,164,47,27.1,57.25,0,0,17.47,0.52
17,0,23,164,47,26.5,65.3,0,2.5,17.47,0.52
17,0,23,164,47,25.4,60.46,0,0,17.47,0.52
17,0,23,164,47,25.7,61.52,0,0,17.47,0.52
17,0,23,164,47,24.4,57.55,0,-0.5,17.47,0.52
17,0,23,164,47,24.6,56.27,0,-0.5,17.47,0.52
17,0,23,164,47,25.8,65.89,0,0.5,17.47,0.52
17,0,23,164,47,24.7,55.93,0,-0.5,17.47,0.52
17,0,23,164,47,27.2,59.41,0,0.5,17.47,0.52
17,0,23,164,47,27.1,55.99,0,0.5,17.47,0.52
17,0,23,164,47,25.5,53.65,0,-0.5,17.47,0.52
17,0,23,164,47,24.2,54.31,0,-0.5,17.47,0.52
17,0,23,164,47,24.9,59.73,0,0,17.47,0.52
17,0,23,164,47,24.4,55.3,0,-0.5,17.47,0.52
17,0,23,164,47,26.4,54.93,0,1,17.47,0.52
17,0,23,164,47,26.8,53.95,0,3,17.47,0.52
17,0,23,164,47,26.9,57.05,0,1,17.47,0.52
17,0,23,164,47,26.1,59.16,0,0,17.47,0.52
17,0,23,164,47,26.7,59.09,0,1,17.47,0.52
17,0,23,164,47,24.7,54.34,0,-0.5,17.47,0.52
17,0,23,164,47,25.1,55.21,0,0,17.47,0.52
17,0,23,164,47,26,52.28,0,2,17.47,0.52
17,0,23,164,47,23.9,52.28,0,-2,17.47,0.52
17,0,23,164,47,24.4,51.93,0,-0.5,17.47,0.52
17,0,23,164,47,25,53.69,0,0,17.47,0.52
17,0,23,164,47,23.7,53.59,0,-0.5,17.47,0.52
17,0,23,164,47,23.9,55.21,0,0,17.47,0.52
17,0,23,164,47,25,59.33,0,0.5,17.47,0.52
17,0,23,164,47,24.2,58.1,0,0,17.47,0.52
17,0,23,164,47,24.9,61.71,0,1,17.47,0.52
17,0,23,164,47,24.9,61.71,0,0.5,17.47,0.52
17,0,23,164,47,24.9,61.71,0,0.5,17.47,0.52
17,0,23,164,47,24.9,61.71,0,0,17.47,0.52
17,0,23,164,47,25.9,62.26,0,1.5,17.47,0.52
17,0,23,164,47,25.6,61.19,0,1.5,17.47,0.52
17,0,23,164,47,24.9,58.66,0,1.5,17.47,0.52
17,0,23,164,47,25.8,56.14,0,1.5,17.47,0.52
17,0,23,164,47,25.2,57.21,0,0.5,17.47,0.52
17,0,23,164,47,24.4,55.57,0,0,17.47,0.52
17,0,23,164,47,24.9,61.71,0,-1,17.47,0.52
18,1,22,174,66,26.3,51.14,0,0.5,21.8,0.73
18,1,22,174,66,24.9,54.77,0,0,21.8,0.73
18,1,22,174,66,25,54.02,0,0,21.8,0.73
18,1,22,174,66,25.1,53.57,0,0,21.8,0.73
18,1,22,174,66,25.5,54.16,0,0.5,21.8,0.73
18,1,22,174,66,25.4,63.14,0,0.5,21.8,0.73
18,1,22,174,66,23,56.12,0,-0.5,21.8,0.73
18,1,22,174,66,24.7,55.87,0,-1,21.8,0.73
18,1,22,174,66,26.1,60.25,0,0,21.8,0.73
18,1,22,174,66,25.5,63.09,0,0,21.8,0.73
18,1,22,174,66,23.9,55.17,0,-0.5,21.8,0.73
18,1,22,174,66,24.1,57.52,0,0,21.8,0.73
18,1,22,174,66,24.4,61.92,0,0,21.8,0.73
18,1,22,174,66,24,60.13,0,0,21.8,0.73
18,1,22,174,66,24.1,60.27,0,0,21.8,0.73
18,1,22,174,66,24.4,61.92,0,0.5,21.8,0.73
18,1,22,174,66,25.3,56.43,0,0,21.8,0.73
18,1,22,174,66,25.8,59.05,0,0.5,21.8,0.73
18,1,22,174,66,25,51.07,0,0,21.8,0.73
18,1,22,174,66,25.4,50.14,0,0,21.8,0.73
18,1,22,174,66,25.2,55.47,0,0,21.8,0.73
18,1,22,174,66,25.8,58.01,0,0,21.8,0.73
18,1,22,174,66,26.1,60.41,0,0.5,21.8,0.73
18,1,22,174,66,24.6,53.39,0,-0.5,21.8,0.73
18,1,22,174,66,26.2,57.33,0,0,21.8,0.73
18,1,22,174,66,24.6,50.84,0,0,21.8,0.73
18,1,22,174,66,24.4,56.36,0,0,21.8,0.73
18,1,22,174,66,25.4,55.67,0,0,21.8,0.73
18,1,22,174,66,26.5,57.68,0,0,21.8,0.73
18,1,22,174,66,26.9,59.84,0,1,21.8,0.73
18,1,22,174,66,24.5,56.47,0,1,21.8,0.73
18,1,22,174,66,26.8,58.4,0,0.5,21.8,0.73
18,1,22,174,66,26.4,58.58,0,0,21.8,0.73
18,1,22,174,66,26.1,57.06,0,1,21.8,0.73
18,1,22,174,66,24.6,55.96,0,0,21.8,0.73
18,1,22,174,66,24.4,56.47,0,2,21.8,0.73
18,1,22,174,66,25.5,60.92,0,2.5,21.8,0.73
18,1,22,174,66,24.2,55.34,0,0,21.8,0.73
18,1,22,174,66,23.7,62.95,0,0,21.8,0.73
18,1,22,174,66,27,66.04,0,2,21.8,0.73
18,1,22,174,66,26.1,62.24,0,0.5,21.8,0.73
18,1,22,174,66,26.5,57.96,0,0,21.8,0.73
18,1,22,174,66,26.3,57.44,0,0,21.8,0.73
18,1,22,174,66,26.4,56.37,0,0.5,21.8,0.73
18,1,22,174,66,26.4,54.85,0,0.5,21.8,0.73
18,1,22,174,66,26.5,56.94,0,0.5,21.8,0.73
18,1,22,174,66,26.5,56.94,0,0.5,21.8,0.73
18,1,22,174,66,24.3,57.88,0,0,21.8,0.73
18,1,22,174,66,23.8,57.5,0,0,21.8,0.73
18,1,22,174,66,24.4,55.98,0,-0.5,21.8,0.73
18,1,22,174,66,25.2,58.78,0,2,21.8,0.73
18,1,22,174,66,25,56.03,0,0,21.8,0.73
18,1,22,174,66,24.3,57.78,0,0,21.8,0.73
18,1,22,174,66,25.6,63.41,0,1,21.8,0.73
18,1,22,174,66,26.1,63.17,0,1,21.8,0.73
18,1,22,174,66,25.6,63.54,0,1,21.8,0.73
18,1,22,174,66,25.7,62.42,0,0,21.8,0.73
18,1,22,174,66,25.9,62.26,0,0.5,21.8,0.73
18,1,22,174,66,25.6,61.12,0,0.5,21.8,0.73
18,1,22,174,66,25.2,59.38,0,0,21.8,0.73
18,1,22,174,66,25.2,52.9,0,0.5,21.8,0.73
18,1,22,174,66,25.5,51.35,0,0,21.8,0.73
18,1,22,174,66,25.2,49.91,0,-0.5,21.8,0.73
18,1,22,174,66,26,51.44,0,0,21.8,0.73
18,1,22,174,66,26.6,53.18,0,0,21.8,0.73
18,1,22,174,66,25.7,57.94,0,0,21.8,0.73
18,1,22,174,66,25.2,56.97,0,0,21.8,0.73
18,1,22,174,66,24.4,55.57,0,0,21.8,0.73
18,1,22,174,66,24.6,54.98,0,-0.5,21.8,0.73
18,1,22,174,66,24.3,56.07,0,0,21.8,0.73
18,1,22,174,66,25.2,57.13,0,0,21.8,0.73
18,1,22,174,66,24,56.65,0,0,21.8,0.73
18,1,22,174,66,25,66.27,0,0,21.8,0.73
18,1,22,174,66,26,74,0,0,21.8,0.73
18,1,22,174,66,25.3,68.4,0,0,21.8,0.73
18,1,22,174,66,26.6,61.06,0,0.5,21.8,0.73
18,1,22,174,66,24,55.04,0,0,21.8,0.73
18,1,22,174,66,24.7,57.46,0,0,21.8,0.73
18,1,22,174,66,23.9,56.76,0,0,21.8,0.73
18,1,22,174,66,24,55.26,0,0,21.8,0.73
18,1,22,174,66,25.2,54.92,0,-0.5,21.8,0.73
18,1,22,174,66,23.9,52.09,0,-0.5,21.8,0.73
18,1,22,174,66,24,52.22,0,0,21.8,0.73
18,1,22,174,66,25.8,57.88,0,0,21.8,0.73
18,1,22,174,66,26.9,61.58,0,1,21.8,0.73
18,1,22,174,66,25.9,56.56,0,0,21.8,0.73
18,1,22,174,66,25.1,51.22,0,0,21.8,0.73
18,1,22,174,66,26.3,60.47,0,0,21.8,0.73
18,1,22,174,66,25.8,58.9,0,0,21.8,0.73
18,1,22,174,66,25.4,63.54,0,1,21.8,0.73
18,1,22,174,66,23.2,55.23,0,0,21.8,0.73
18,1,22,174,66,23.5,53.59,0,0,21.8,0.73
18,1,22,174,66,23.8,54.15,0,0,21.8,0.73
18,1,22,174,66,25.7,60.49,0,0.5,21.8,0.73
18,1,22,174,66,25.7,49.7,0,0.5,21.8,0.73
18,1,22,174,66,25.7,65.73,0,2,21.8,0.73
18,1,22,174,66,25.5,51.18,0,0.5,21.8,0.73
18,1,22,174,66,25.4,51.77,0,0,21.8,0.73
19,0,26,160,54,26.8,56.98,0,0.5,20.83,0.73
19,0,26,160,54,27.3,56.91,0,0.5,20.83,0.73
19,0,26,160,54,28.4,52.68,0,1.5,20.83,0.73
19,0,26,161,54,26.5,48.19,0,0,20.83,0.73
19,0,26,161,54,23.7,54.19,0,0,20.83,0.73
19,0,26,161,54,27.4,50.08,0,0,20.83,0.73
19,0,26,161,54,26.1,53.15,0,0.5,20.83,0.73
19,0,26,161,54,25.9,54.71,0,0,20.83,0.73
19,0,26,160,54,26.2,56.26,0,0,20.83,0.73
19,0,26,161,54,26,57.85,0,0.5,20.83,0.73
19,0,26,161,54,26.4,48.58,0,0,20.83,0.73
19,0,26,161,54,25.5,53.65,0,-1,20.83,0.73
19,0,26,161,54,25,54.5,0,0,20.83,0.73
19,0,26,160,54,25.1,54.11,0,-1,20.83,0.73
19,0,26,160,54,25.3,53.22,0,0,20.83,0.73
19,0,26,160,54,25.2,53.82,0,-0.5,20.83,0.73
19,0,26,160,54,26.9,49.11,0,0.5,20.83,0.73
19,0,26,160,54,26.7,47.25,0,0,20.83,0.73
19,0,26,160,54,24.6,55.82,0,-1.5,20.83,0.73
19,0,26,161,54,26.9,56.34,0,0,20.83,0.73
19,0,26,160,54,26.1,60.73,0,0.5,20.83,0.73
