no,gender,age,height,weight,ta,hr,season,thermal sensation,bmi,griffith
46,0,24,160,50,24.5,14.9,1,0,19.53,0.69
46,0,24,160,50,24.9,15,1,2,19.53,0.69
46,0,24,160,50,25.2,15.5,1,0,19.53,0.69
46,0,24,160,50,25.4,15.5,1,1,19.53,0.69
46,0,24,160,50,25.5,15.7,1,0,19.53,0.69
46,0,24,160,50,25.3,16,1,-1,19.53,0.69
46,0,24,160,50,26.1,12.5,1,0,19.53,0.69
46,0,24,160,50,24.5,12.5,1,-1,19.53,0.69
46,0,25,160,50,22.4,68.8,0,-0.5,19.53,0.69
46,0,25,160,50,22.3,67.4,0,-0.8,19.53,0.69
46,0,25,160,50,22.7,67.5,0,-1.5,19.53,0.69
46,0,25,160,50,22.8,67.2,0,-1,19.53,0.69
46,0,25,160,50,24.3,69.1,0,-1,19.53,0.69
46,0,24,160,50,25.3,16,1,-1,19.53,0.69
46,0,24,160,50,24.3,15.2,1,-1,19.53,0.69
46,0,24,160,50,24.1,15.6,1,-1,19.53,0.69
46,0,24,160,50,26.5,13.1,1,1,19.53,0.69
46,0,24,160,50,24.7,14.5,1,0,19.53,0.69
46,0,24,160,50,28.2,13.4,1,0,19.53,0.69
46,0,24,160,50,24.7,15.8,1,1,19.53,0.69
46,0,24,160,50,24,16.4,1,0,19.53,0.69
46,0,24,160,50,23.4,16.7,1,-1,19.53,0.69
46,0,24,160,50,22,16.8,1,0,19.53,0.69
46,0,24,160,50,22.4,17.3,1,0,19.53,0.69
46,0,24,160,50,23.7,16.7,1,-1,19.53,0.69
46,0,24,160,50,28,13.3,1,0,19.53,0.69
46,0,24,160,50,28.8,12.9,1,0,19.53,0.69
46,0,24,160,50,27.9,13.9,1,0,19.53,0.69
46,0,24,160,50,28,13.9,1,-1,19.53,0.69
46,0,24,160,50,27.1,12.5,1,0,19.53,0.69
46,0,24,160,50,27.6,13.4,1,0,19.53,0.69
46,0,24,160,50,22.6,17.6,1,0,19.53,0.69
47,0,22,160,45,26.3,59.4,0,0,17.58,0.94
47,0,22,160,45,28,63,0,2,17.58,0.94
47,0,22,160,45,27.9,63,0,2.5,17.58,0.94
47,0,22,160,45,23,52.3,0,0,17.58,0.94
47,0,22,160,45,23.4,52.6,0,0,17.58,0.94
47,0,22,160,45,23.4,52.3,0,0,17.58,0.94
47,0,22,160,45,23.7,51.4,0,0,17.58,0.94
47,0,22,160,45,24.5,52.2,0,0,17.58,0.94
47,0,22,160,45,24.9,61,0,0,17.58,0.94
47,0,22,160,45,25.8,58.6,0,0,17.58,0.94
47,0,22,160,45,26.9,57.7,0,1,17.58,0.94
47,0,22,160,45,28,62.5,0,2,17.58,0.94
47,0,22,160,45,23.9,50.9,0,0,17.58,0.94
47,0,22,160,45,24.9,54.8,0,0,17.58,0.94
47,0,22,160,45,25.8,67.1,0,0,17.58,0.94
47,0,22,160,45,27.7,63.1,0,2,17.58,0.94
47,0,22,160,45,27.2,63,0,2,17.58,0.94
47,0,22,160,45,27.2,64.1,0,2,17.58,0.94
47,0,22,160,45,26.6,63.7,0,1,17.58,0.94
47,0,22,160,45,26.2,66.6,0,0,17.58,0.94
47,0,22,160,45,25.1,68.2,0,0,17.58,0.94
47,0,22,160,45,23.7,64.4,0,0,17.58,0.94
47,0,22,160,45,23.6,66.6,0,0,17.58,0.94
47,0,22,160,45,23.4,68.3,0,0,17.58,0.94
47,0,22,160,45,23.1,70.7,0,0,17.58,0.94
47,0,22,160,45,27.2,60.6,0,1,17.58,0.94
47,0,22,160,45,27.1,57.1,0,1,17.58,0.94
47,0,22,160,45,27.2,60.9,0,2,17.58,0.94
47,0,22,160,45,27.9,63.3,0,2,17.58,0.94
47,0,22,160,45,27.2,57.2,0,2,17.58,0.94
47,0,22,160,45,25.8,61.2,0,0,17.58,0.94
47,0,22,160,45,26,60.8,0,3,17.58,0.94
47,0,22,160,45,27.1,61,0,2,17.58,0.94
47,0,22,160,45,28,56.8,0,0.5,17.58,0.94
47,0,22,160,45,28.1,55.8,0,0.5,17.58,0.94
47,0,22,160,45,28,55.7,0,0,17.58,0.94
47,0,22,160,45,28,55.7,0,0,17.58,0.94
47,0,22,160,45,27.8,55.7,0,0,17.58,0.94
47,0,22,160,45,27.6,55.6,0,0,17.58,0.94
47,0,22,160,45,27.4,55,0,0,17.58,0.94
47,0,22,160,45,25.4,56.1,0,0,17.58,0.94
47,0,22,160,45,22.9,58.5,0,-0.5,17.58,0.94
47,0,22,160,45,23.2,59.1,0,-0.5,17.58,0.94
47,0,22,160,45,23.3,59.8,0,0,17.58,0.94
47,0,22,160,45,23.6,61.2,0,0,17.58,0.94
47,0,22,160,45,23.3,61.7,0,0,17.58,0.94
47,0,22,160,45,26.7,56.5,0,0.5,17.58,0.94
47,0,22,160,45,26.7,56.6,0,0.5,17.58,0.94
47,0,22,160,45,26.4,57.1,0,0.5,17.58,0.94
47,0,22,160,45,26.1,56.5,0,0.5,17.58,0.94
47,0,22,160,45,25.8,56.7,0,0,17.58,0.94
47,0,22,160,45,25.2,57.4,0,0,17.58,0.94
47,0,22,160,45,23.5,59.3,0,0,17.58,0.94
47,0,22,160,45,23.2,60,0,0,17.58,0.94
47,0,22,160,45,24.3,58.2,0,0,17.58,0.94
47,0,22,160,45,24.6,56.4,0,0,17.58,0.94
47,0,22,160,45,23.6,54.5,0,0,17.58,0.94
47,0,22,160,45,23,57.9,0,0,17.58,0.94
47,0,22,160,45,23.9,53.4,0,0,17.58,0.94
47,0,22,160,45,24,54.2,0,0,17.58,0.94
47,0,22,160,45,25.8,54.7,0,0,17.58,0.94
47,0,22,160,45,26.9,58.1,0,3,17.58,0.94
47,0,22,160,45,26.9,61.4,0,1,17.58,0.94
47,0,22,160,45,28.2,55.9,0,0.5,17.58,0.94
47,0,22,160,45,26.4,60.7,0,1,17.58,0.94
47,0,22,160,45,25.6,59.8,0,-1,17.58,0.94
47,0,22,160,45,25.3,60.4,0,-1,17.58,0.94
47,0,22,160,45,24.7,59.4,0,-1,17.58,0.94
47,0,22,160,45,24.6,59.1,0,-1,17.58,0.94
47,0,22,160,45,24.6,59.3,0,0,17.58,0.94
47,0,22,160,45,24.4,59.6,0,0,17.58,0.94
47,0,22,160,45,25.4,49.5,0,-1,17.58,0.94
47,0,22,160,45,25.5,50.4,0,-2,17.58,0.94
47,0,22,160,45,25.6,51.8,0,-1,17.58,0.94
47,0,22,160,45,25.4,51.2,0,-1,17.58,0.94
47,0,22,160,45,25.4,53,0,-1,17.58,0.94
47,0,22,160,45,24,57.4,0,-1,17.58,0.94
47,0,22,160,45,23.7,58.9,0,-1,17.58,0.94
47,0,22,160,45,25.8,59.6,0,0,17.58,0.94
47,0,22,160,45,25,55.4,0,0,17.58,0.94
47,0,22,160,45,24.7,58.5,0,0,17.58,0.94
47,0,22,160,45,25.2,62.2,0,0,17.58,0.94
47,0,22,160,45,26.8,60.6,0,1.5,17.58,0.94
47,0,22,160,45,26.8,60.6,0,1.5,17.58,0.94
47,0,22,160,45,26.2,62,0,0,17.58,0.94
47,0,22,160,45,27.1,61.8,0,0,17.58,0.94
47,0,22,160,45,27.3,62.6,0,0,17.58,0.94
47,0,22,160,45,27.5,63.3,0,0,17.58,0.94
47,0,22,160,45,28.4,61.5,0,2,17.58,0.94
47,0,22,160,45,28.4,59.9,0,3,17.58,0.94
47,0,22,160,45,28.1,58.7,0,3,17.58,0.94
47,0,22,160,45,27.9,56.4,0,0,17.58,0.94
47,0,22,160,45,26.6,61.9,0,1,17.58,0.94
47,0,22,160,45,24.7,58.2,0,0,17.58,0.94
47,0,22,160,45,25.9,59,0,0,17.58,0.94
47,0,22,160,45,24.5,56.8,0,0,17.58,0.94
47,0,22,160,45,26.4,59.7,0,1,17.58,0.94
47,0,22,160,45,26.1,60.3,0,1,17.58,0.94
47,0,22,160,45,26.3,59.4,0,0,17.58,0.94
47,0,22,160,45,25.6,60.3,0,1,17.58,0.94
47,0,22,160,45,25.7,55,0,0,17.58,0.94
47,0,22,160,45,25.4,54.1,0,0,17.58,0.94
47,0,22,160,45,24.1,53.6,0,0,17.58,0.94
47,0,22,160,45,24,53.7,0,0,17.58,0.94
47,0,22,160,45,24,54.1,0,0,17.58,0.94
47,0,22,160,45,23.7,53.6,0,0,17.58,0.94
47,0,22,160,45,26.7,56.5,0,1,17.58,0.94
47,0,22,160,45,26.8,56.9,0,1,17.58,0.94
47,0,22,160,45,26.9,57.2,0,0.5,17.58,0.94
47,0,22,160,45,27,58.1,0,0.5,17.58,0.94
47,0,22,160,45,27.3,60,0,0.5,17.58,0.94
47,0,22,160,45,23.9,54.8,0,0,17.58,0.94
47,0,22,160,45,24.2,62.6,0,0,17.58,0.94
47,0,22,160,45,27,60.8,0,1,17.58,0.94
47,0,22,160,45,26.8,60.6,0,1,17.58,0.94
47,0,22,160,45,26.9,60.8,0,2,17.58,0.94
47,0,22,160,45,26.9,61.2,0,2,17.58,0.94
47,0,22,160,45,25.1,60.4,0,0,17.58,0.94
47,0,22,160,45,27.4,59.7,0,0.5,17.58,0.94
47,0,22,160,45,25.9,57.6,0,0,17.58,0.94
47,0,22,160,45,26.2,55.8,0,0,17.58,0.94
47,0,22,160,45,26.3,54.2,0,0.5,17.58,0.94
47,0,22,160,45,26.4,53.2,0,0.5,17.58,0.94
47,0,22,160,45,26.3,54.5,0,0.5,17.58,0.94
47,0,22,160,45,27.4,56.8,0,0.5,17.58,0.94
47,0,22,160,45,27.5,58.6,0,0.5,17.58,0.94
47,0,22,160,45,27,60.8,0,0,17.58,0.94
48,1,31,180,66,26.9,61.2,0,1,20.37,0.59
48,1,31,180,66,26.9,60.8,0,1,20.37,0.59
48,1,31,180,66,27,60.8,0,1,20.37,0.59
48,1,31,180,66,27,60.8,0,1,20.37,0.59
48,1,31,180,66,26.4,59.7,0,2,20.37,0.59
48,1,31,180,66,26.3,59.4,0,1,20.37,0.59
48,1,31,180,66,25.9,59,0,1,20.37,0.59
48,1,31,180,66,23.7,53.6,0,1,20.37,0.59
48,1,31,180,66,25.8,59.6,0,1,20.37,0.59
48,1,31,180,66,26.8,60.6,0,0,20.37,0.59
48,1,31,180,66,23.9,54.8,0,1,20.37,0.59
48,1,31,180,66,26.6,61.9,0,1.5,20.37,0.59
48,1,31,180,66,24,53.7,0,0,20.37,0.59
48,1,31,180,66,24.1,53.6,0,0,20.37,0.59
48,1,31,180,66,25.4,54.1,0,0,20.37,0.59
48,1,31,180,66,25.7,55,0,0.5,20.37,0.59
48,1,31,180,66,25.6,60.3,0,1,20.37,0.59
48,1,31,180,66,26.4,60.7,0,2,20.37,0.59
48,1,31,180,66,26.9,61.4,0,1.5,20.37,0.59
48,1,31,180,66,27.1,61,0,1,20.37,0.59
48,1,31,180,66,27.2,60.9,0,1,20.37,0.59
48,1,31,180,66,27.2,60.6,0,0.5,20.37,0.59
48,1,31,180,66,25.6,59.8,0,1,20.37,0.59
48,1,31,180,66,24,54.1,0,0.5,20.37,0.59
48,1,31,180,66,25.3,60.4,0,0,20.37,0.59
48,1,31,180,66,26.1,60.3,0,1.5,20.37,0.59
48,1,31,180,66,24.6,59.1,0,1,20.37,0.59
48,1,31,180,66,24.7,59.4,0,1,20.37,0.59
48,1,31,180,66,27.9,56.4,0,1,20.37,0.59
48,1,31,180,66,28.1,58.7,0,2,20.37,0.59
48,1,31,180,66,28.4,59.9,0,1,20.37,0.59
48,1,31,180,66,28.4,61.5,0,1,20.37,0.59
48,1,31,180,66,27.5,63.3,0,0,20.37,0.59
48,1,31,180,66,27.3,62.6,0,0,20.37,0.59
48,1,31,180,66,27.1,61.8,0,0,20.37,0.59
48,1,31,180,66,26.2,62,0,1,20.37,0.59
48,1,31,180,66,26.8,60.6,0,0.5,20.37,0.59
48,1,31,180,66,25.2,62.2,0,0,20.37,0.59
48,1,31,180,66,24.7,58.5,0,0,20.37,0.59
48,1,31,180,66,26.8,60.6,0,0.5,20.37,0.59
48,1,31,180,66,24.5,56.8,0,-1,20.37,0.59
48,1,31,180,66,24.6,59.3,0,1,20.37,0.59
48,1,31,180,66,24.4,59.6,0,1,20.37,0.59
48,1,31,180,66,24.7,58.2,0,-1,20.37,0.59
48,1,31,180,66,25.5,50.4,0,-1,20.37,0.59
48,1,31,180,66,25.6,51.8,0,-0.5,20.37,0.59
48,1,31,180,66,25.4,49.5,0,-1,20.37,0.59
48,1,31,180,66,25.4,53,0,-0.5,20.37,0.59
48,1,31,180,66,24,57.4,0,0,20.37,0.59
48,1,31,180,66,23.7,58.9,0,0,20.37,0.59
48,1,31,180,66,25,55.4,0,-1,20.37,0.59
48,1,31,180,66,25.4,51.2,0,-1,20.37,0.59
49,0,23,156,57,24.3,63.5,0,0,23.42,1.16
49,0,23,156,57,24.4,66.4,0,0,23.42,1.16
49,0,23,156,57,24.1,66,0,-0.5,23.42,1.16
49,0,23,156,57,24,64.9,0,0,23.42,1.16
49,0,23,156,57,28.4,56.7,0,2,23.42,1.16
49,0,23,156,57,24.3,64,0,0,23.42,1.16
49,0,23,156,57,28.2,58.6,0,2.2,23.42,1.16
49,0,23,156,57,27.6,59.3,0,2.4,23.42,1.16
49,0,23,156,57,27.9,59.2,0,2.4,23.42,1.16
49,0,23,156,57,28.5,57.6,0,2,23.42,1.16
49,0,23,156,57,28.5,57.2,0,2.3,23.42,1.16
49,0,23,156,57,28.4,56.4,0,2.2,23.42,1.16
49,0,23,156,57,24,64.7,0,-0.5,23.42,1.16
49,0,23,156,57,27.2,60.4,0,2.3,23.42,1.16
49,0,23,156,57,25,65.1,0,-0.5,23.42,1.16
49,0,23,156,57,27.2,64.1,0,2.3,23.42,1.16
49,0,23,156,57,28,63,0,2.1,23.42,1.16
49,0,23,156,57,27.9,63,0,2.1,23.42,1.16
49,0,23,156,57,23.1,70.7,0,-2,23.42,1.16
49,0,23,156,57,23.4,68.3,0,-1,23.42,1.16
49,0,23,156,57,23.6,66.6,0,-1,23.42,1.16
49,0,23,156,57,25.1,68.2,0,0,23.42,1.16
49,0,23,156,57,25.8,67.1,0,0,23.42,1.16
49,0,23,156,57,23.7,64.4,0,-2.5,23.42,1.16
49,0,23,156,57,26.6,63.7,0,2.2,23.42,1.16
49,0,23,156,57,27.2,63,0,2.1,23.42,1.16
49,0,23,156,57,27.7,63.1,0,2.3,23.42,1.16
49,0,23,156,57,27.9,63.3,0,2.3,23.42,1.16
49,0,23,156,57,28,62.5,0,2.3,23.42,1.16
49,0,23,156,57,26.2,66.6,0,0,23.42,1.16
50,0,27,165,48,24.8,63.3,0,0,17.63,0.57
50,0,27,165,48,24.9,62,0,-0.5,17.63,0.57
50,0,27,165,48,24.8,62.2,0,0,17.63,0.57
50,0,27,165,48,24.8,62.7,0,0,17.63,0.57
50,0,27,165,48,24.7,63.8,0,0,17.63,0.57
50,0,27,165,48,21.9,63.4,0,-1,17.63,0.57
50,0,27,165,48,24.6,65.1,0,0,17.63,0.57
50,0,27,165,48,24.6,64.1,0,-0.5,17.63,0.57
50,0,27,165,48,23.8,63.9,0,-1,17.63,0.57
50,0,27,165,48,22,64.1,0,-1.5,17.63,0.57
50,0,27,165,48,24.7,61.7,0,-1,17.63,0.57
50,0,27,165,48,24.7,64.5,0,0,17.63,0.57
50,0,27,165,48,25.8,54.7,0,-0.5,17.63,0.57
50,0,27,165,48,23.2,60,0,-1,17.63,0.57
50,0,27,165,48,23.9,53.4,0,-1.5,17.63,0.57
50,0,27,165,48,23,57.9,0,-2,17.63,0.57
50,0,27,165,48,23.6,54.5,0,-3,17.63,0.57
50,0,27,165,48,24.6,56.4,0,-1.5,17.63,0.57
50,0,27,165,48,24.3,58.2,0,-2,17.63,0.57
50,0,27,165,48,23.5,59.3,0,-1.5,17.63,0.57
50,0,27,165,48,25.2,57.4,0,0,17.63,0.57
50,0,27,165,48,25.8,56.7,0,0,17.63,0.57
50,0,27,165,48,26.1,56.5,0,0,17.63,0.57
50,0,27,165,48,26.7,56.5,0,-0.5,17.63,0.57
50,0,27,165,48,26.4,57.1,0,0,17.63,0.57
50,0,27,165,48,26.7,56.6,0,0,17.63,0.57
50,0,27,165,48,24.8,65.1,0,-0.5,17.63,0.57
50,0,27,165,48,24,54.2,0,-1,17.63,0.57
50,0,27,165,48,24.8,65.4,0,0.5,17.63,0.57
50,0,27,165,48,24.3,15.2,1,0.5,17.63,0.57
50,0,27,165,48,26.9,58.1,0,3,17.63,0.57
50,0,27,165,48,26,60.8,0,2.5,17.63,0.57
50,0,27,165,48,26.5,13.1,1,1,17.63,0.57
50,0,27,165,48,24.7,14.5,1,1,17.63,0.57
50,0,27,165,48,24.1,15.6,1,1,17.63,0.57
50,0,27,165,48,24.5,14.9,1,0,17.63,0.57
50,0,27,165,48,24.9,15,1,1,17.63,0.57
50,0,27,165,48,25.2,15.5,1,0.5,17.63,0.57
50,0,27,165,48,25.4,15.5,1,1.5,17.63,0.57
50,0,27,165,48,25.5,15.7,1,2,17.63,0.57
50,0,27,165,48,25.3,16,1,2,17.63,0.57
50,0,27,165,48,25.1,16,1,3,17.63,0.57
50,0,27,165,48,24.5,12.5,1,0,17.63,0.57
50,0,27,165,48,26.1,12.5,1,0.5,17.63,0.57
50,0,27,165,48,24.1,15.9,1,1,17.63,0.57
50,0,27,165,48,23.4,52.6,0,0,17.63,0.57
50,0,27,165,48,23,52.3,0,1,17.63,0.57
50,0,27,165,48,27.2,57.2,0,3,17.63,0.57
50,0,27,165,48,27.1,57.1,0,3,17.63,0.57
50,0,27,165,48,26.3,59.4,0,2,17.63,0.57
50,0,27,165,48,25.8,58.6,0,1.5,17.63,0.57
50,0,27,165,48,26.9,57.7,0,2.5,17.63,0.57
50,0,27,165,48,24.9,54.8,0,-0.5,17.63,0.57
50,0,27,165,48,24.5,52.2,0,-0.5,17.63,0.57
50,0,27,165,48,23.9,50.9,0,-1,17.63,0.57
50,0,27,165,48,23.7,51.4,0,-0.5,17.63,0.57
50,0,27,165,48,23.4,52.3,0,-0.5,17.63,0.57
50,0,27,165,48,24.9,61,0,1,17.63,0.57
51,0,24,164,52,26.3,13.4,1,0,19.33,1.11
51,0,24,164,52,22.5,14.9,1,0,19.33,1.11
51,0,24,164,52,26,14.1,1,0,19.33,1.11
51,0,24,164,52,27.1,12.2,1,0,19.33,1.11
51,0,24,164,52,23.9,14.6,1,-1,19.33,1.11
51,0,24,164,52,22.4,15.4,1,-1,19.33,1.11
51,0,24,164,52,22.9,16.7,1,0,19.33,1.11
51,0,24,164,52,25,18.9,1,0,19.33,1.11
51,0,24,164,52,25.1,17,1,0.5,19.33,1.11
51,0,24,164,52,25.1,18,1,0.5,19.33,1.11
51,0,24,164,52,25.2,18.1,1,0.5,19.33,1.11
51,0,24,164,52,25.3,17.4,1,1,19.33,1.11
51,0,24,164,52,25.4,16.3,1,1,19.33,1.11
51,0,24,164,52,25.8,14.4,1,0.5,19.33,1.11
51,0,24,164,52,24.8,16.8,1,0.5,19.33,1.11
51,0,24,164,52,24.4,16.3,1,0.5,19.33,1.11
51,0,24,164,52,26.9,13.6,1,1,19.33,1.11
51,0,24,164,52,25.1,18.4,1,0,19.33,1.11
51,0,24,164,52,27.5,13.1,1,1,19.33,1.11
51,0,24,164,53,26.5,61,0,2,19.33,1.11
51,0,24,164,52,23.1,17.6,1,0,19.33,1.11
51,0,24,164,53,27.3,62.6,0,2,19.33,1.11
51,0,24,164,53,27.3,62.2,0,1,19.33,1.11
51,0,24,164,53,27.5,61.5,0,1,19.33,1.11
51,0,24,164,53,27.4,61.7,0,2,19.33,1.11
51,0,24,164,53,27.2,61.9,0,2,19.33,1.11
51,0,24,164,53,26.7,61.5,0,2,19.33,1.11
51,0,24,164,52,23.3,17.3,1,-1,19.33,1.11
51,0,24,164,53,26.3,61.3,0,1,19.33,1.11
51,0,24,164,52,24,16.5,1,1,19.33,1.11
51,0,24,164,53,25.8,57.8,0,0,19.33,1.11
51,0,24,164,53,24.5,59.1,0,0,19.33,1.11
51,0,24,164,53,23,59.6,0,-2,19.33,1.11
51,0,24,164,53,22.8,60.7,0,0,19.33,1.11
51,0,24,164,53,23.2,61.8,0,-1,19.33,1.11
51,0,24,164,53,23.9,63.4,0,-1,19.33,1.11
51,0,24,164,52,18.4,19.8,1,-1,19.33,1.11
51,0,24,164,52,22.4,18.5,1,-1,19.33,1.11
51,0,24,164,52,22.7,18.5,1,0,19.33,1.11
51,0,24,164,53,25.4,57.6,0,0,19.33,1.11
51,0,24,164,52,23.1,17.1,1,0,19.33,1.11
51,0,24,164,52,25.3,14.4,1,0,19.33,1.11
51,0,24,164,52,22.1,13.4,1,0,19.33,1.11
51,0,24,164,52,24.1,20.1,1,0,19.33,1.11
51,0,24,164,52,24,19.8,1,0,19.33,1.11
51,0,24,164,52,23.8,19.7,1,0,19.33,1.11
51,0,24,164,52,23.5,19.1,1,0,19.33,1.11
51,0,24,164,52,23.1,17.7,1,0,19.33,1.11
51,0,24,164,52,22.7,17,1,0,19.33,1.11
51,0,24,164,52,28,17.7,1,2,19.33,1.11
51,0,24,164,52,24.5,19.5,1,-1,19.33,1.11
51,0,24,164,52,24.2,20.1,1,0,19.33,1.11
51,0,24,164,52,24.6,18.6,1,-1,19.33,1.11
51,0,24,164,52,24.5,19.9,1,0,19.33,1.11
51,0,24,164,52,24.2,19.2,1,0,19.33,1.11
51,0,24,164,52,23.9,20.7,1,-1,19.33,1.11
51,0,24,164,52,24.1,21.6,1,-1,19.33,1.11
51,0,24,164,52,23.8,20.9,1,-1,19.33,1.11
51,0,24,164,52,23.6,20.4,1,0,19.33,1.11
51,0,24,164,52,23,17.4,1,0,19.33,1.11
51,0,24,164,52,22.5,14.9,1,1,19.33,1.11
51,0,24,164,52,24.7,20.6,1,0,19.33,1.11
51,0,24,164,52,23.9,18.1,1,1,19.33,1.11
51,0,24,164,52,26.7,18.1,1,2,19.33,1.11
51,0,24,164,52,25.1,18.7,1,2,19.33,1.11
51,0,24,164,52,24.5,18.1,1,2,19.33,1.11
51,0,24,164,52,25.8,16.1,1,0.5,19.33,1.11
51,0,24,164,52,25.9,15.2,1,1,19.33,1.11
51,0,24,164,52,25.9,11.9,1,2,19.33,1.11
51,0,24,164,52,27.6,11,1,2.5,19.33,1.11
51,0,24,164,52,27.9,13.2,1,3,19.33,1.11
51,0,24,164,52,25.6,16.6,1,0.5,19.33,1.11
51,0,24,164,52,27.1,14.6,1,2.5,19.33,1.11
51,0,24,164,52,26.6,15.3,1,2.5,19.33,1.11
51,0,24,164,52,25.6,15.6,1,1.5,19.33,1.11
51,0,24,164,52,27.5,11.3,1,2.5,19.33,1.11
51,0,24,164,52,25,19.9,1,1,19.33,1.11
51,0,24,164,52,23,16.8,1,1,19.33,1.11
51,0,24,164,52,23.2,18.3,1,0,19.33,1.11
51,0,24,164,52,22.8,16.4,1,0,19.33,1.11
51,0,24,164,52,24.8,20.1,1,-1,19.33,1.11
51,0,24,164,52,24.9,20.4,1,0,19.33,1.11
51,0,24,164,52,24.9,20.4,1,0,19.33,1.11
51,0,24,164,52,23.4,17.4,1,0,19.33,1.11
52,0,22,163,60,24.3,22.5,1,0,22.58,2.37
52,0,22,163,60,24,21.3,1,-0.2,22.58,2.37
52,0,22,163,60,23.8,21.2,1,-0.5,22.58,2.37
52,0,22,163,60,25.3,18,1,0,22.58,2.37
52,0,22,163,60,22.2,15.3,1,0.2,22.58,2.37
52,0,22,163,60,25.2,18.4,1,-0.1,22.58,2.37
52,0,22,163,60,25.4,17.4,1,0,22.58,2.37
52,0,22,163,60,22.6,16.3,1,0.2,22.58,2.37
52,0,22,163,60,24.5,23.5,1,0,22.58,2.37
52,0,22,163,60,22.8,16.7,1,-0.5,22.58,2.37
52,0,22,163,60,23.4,18.4,1,0.2,22.58,2.37
52,0,22,163,60,25.6,19,1,0.5,22.58,2.37
52,0,22,163,60,26.6,19.1,1,0.2,22.58,2.37
52,0,22,163,60,26.2,20.4,1,0.1,22.58,2.37
52,0,22,163,60,25.9,20.9,1,0.3,22.58,2.37
52,0,22,163,60,25.7,21.4,1,0.4,22.58,2.37
52,0,22,163,60,25.6,22,1,0,22.58,2.37
52,0,22,163,60,25.6,17,1,0.1,22.58,2.37
52,0,22,163,60,23.4,20.2,1,-0.5,22.58,2.37
52,0,22,163,60,24.6,22.9,1,0,22.58,2.37
52,0,22,163,60,25.9,16,1,0.2,22.58,2.37
52,0,22,163,60,30.7,13.7,1,2.3,22.58,2.37
52,0,22,163,60,25.6,14.4,1,0.5,22.58,2.37
52,0,22,163,60,25.8,15.2,1,0.1,22.58,2.37
52,0,22,163,60,29.4,13.6,1,2.4,22.58,2.37
52,0,22,163,60,27.7,15.9,1,1.8,22.58,2.37
52,0,22,163,60,26.9,16.8,1,1,22.58,2.37
52,0,22,163,60,26.4,17.4,1,1,22.58,2.37
52,0,22,163,60,25.3,14.1,1,1,22.58,2.37
52,0,22,163,60,29.3,13.2,1,1.2,22.58,2.37
52,0,22,163,60,30.3,13.8,1,2.2,22.58,2.37
52,0,22,163,60,30.9,13.9,1,2.3,22.58,2.37
52,0,22,163,60,26.1,17.4,1,0.5,22.58,2.37
52,0,22,163,60,31,13.7,1,2,22.58,2.37
52,0,22,163,60,28.2,11.8,1,2.2,22.58,2.37
52,0,22,163,60,28.8,12.9,1,2.2,22.58,2.37
52,0,22,163,60,22.9,16.6,1,0,22.58,2.37
52,0,22,163,60,23.7,16.2,1,0.1,22.58,2.37
52,0,22,163,60,24.3,16.4,1,-0.1,22.58,2.37
52,0,22,163,60,24.8,16.5,1,0.1,22.58,2.37
52,0,22,163,60,31.2,13.5,1,2.4,22.58,2.37
52,0,22,163,60,25.1,16.5,1,-0.1,22.58,2.37
53,1,23,182,75.7,23.1,17.1,1,0,22.85,1.17
53,1,23,182,75.7,21.4,17.4,1,0,22.85,1.17
53,1,23,182,75.7,20.9,15.7,1,0,22.85,1.17
53,1,23,182,75.7,25.3,14.3,1,0,22.85,1.17
53,1,23,182,75.7,22.9,16.7,1,0,22.85,1.17
53,1,23,182,75.7,25.2,14.6,1,0.1,22.85,1.17
53,1,23,182,75.7,23.3,17.3,1,0,22.85,1.17
53,1,23,182,75.7,24.9,14.7,1,0,22.85,1.17
53,1,23,182,75.7,24.4,16.3,1,0,22.85,1.17
53,1,23,182,75.7,22.5,14.9,1,0,22.85,1.17
53,1,23,182,75.7,25.1,17,1,0,22.85,1.17
53,1,23,182,75.7,25.8,14.4,1,0,22.85,1.17
53,1,23,182,75.7,25.4,16.3,1,0.5,22.85,1.17
53,1,23,182,75.7,25.3,17.4,1,0,22.85,1.17
53,1,23,182,75.7,25.2,18.1,1,0.2,22.85,1.17
53,1,23,182,75.7,25.1,18,1,0.5,22.85,1.17
53,1,23,182,75.7,25.1,18.4,1,0,22.85,1.17
53,1,23,182,75.7,25,18.9,1,0,22.85,1.17
53,1,23,182,75.7,25.4,14.4,1,0,22.85,1.17
53,1,23,182,75.7,24.8,16.8,1,0,22.85,1.17
53,1,23,182,75.7,25.3,14.2,1,0,22.85,1.17
53,1,23,182,75.7,25.3,14.4,1,0,22.85,1.17
53,1,23,182,75.7,27.3,11.6,1,0.8,22.85,1.17
53,1,23,182,75.7,23.5,19.1,1,0,22.85,1.17
53,1,23,182,75.7,23.8,19.7,1,0,22.85,1.17
53,1,23,182,75.7,24,19.8,1,0,22.85,1.17
53,1,23,182,75.7,24.1,20.1,1,0,22.85,1.17
53,1,23,182,75.7,24.2,20.1,1,0,22.85,1.17
53,1,23,182,75.7,23.9,18.1,1,0,22.85,1.17
53,1,23,182,75.7,24.5,18.1,1,0.5,22.85,1.17
53,1,23,182,75.7,25.1,18.7,1,0.5,22.85,1.17
53,1,23,182,75.7,25,19.9,1,0.5,22.85,1.17
53,1,23,182,75.7,25.5,13.8,1,0.2,22.85,1.17
